ANNO;CODI_CONTRATTO;CODI_TIPO_VOCE_SPESA;TIPO_VOCE_SPESA;CODI_VOCE_SPESA;DESC_VOCE_SPESA;FLAG_SEGNO
2023;ERIC;U;UTILIZZO;616;PRODUTTIVITÀ - FONDO E;+
2023;REFR;U;UTILIZZO;02Z;ART 24 CCRL 16-18 - INDENNITÀ FUNZIONI PROTEZIONE CIVILE;+
2023;EPNE;F;FINANZIA;02Z;ART 73 C 1 CCNL 16-18 - RIDET PER INCREM STIP CCNL;+
2023;MNST;F;FINANZIA;08J;ART 76 C 3 L D) RISORSE RIASS EX ART 2 C 3 DLGS 165/2001;+
2023;ERIC;U;UTILIZZO;593;INDENNITÀ PROFESSIONALE MENSILE;+
2023;EPNE;F;FINANZIA;05T;ART 76 C 4 L G CCNL 16-18 - NUOVI SERVIZI / PROCESSI RIORG;+
2023;UNIV;U;UTILIZZO;00N;ART 9, CC 3,6 DL 90/2014 - COMP. AVVOCATI;+
2023;RESA;F;FINANZIA;41B;STORICO AL 1.1.06 (ART. 102BIS C. 1 CCRL 98-01 S.M.I.);+
2023;RESA;F;FINANZIA;28I;ART 102 C 1 L A) CCRL 98-01 - QUOTA STORICA;+
2023;RESA;F;FINANZIA;29U;ART 102 C 1 L E) CCRL 98-01 - RIS SPEC. DISP. LEGGE;+
2023;RESA;F;FINANZIA;29Z;ART. 102 C 2 L F) CCRL 98-01 - SOMME NON UTIL F PROGR PROF;+
2023;RESA;F;FINANZIA;30L;ART 102 C 1 L D) CCRL 98-01 - DEC TRASF FUNZIONI E PERSONALE;-
2023;RESA;F;FINANZIA;33I;ART 102TER C 1, L A) CCRL 98-01 - RIA CESS ANNO PREC;+
2023;RESA;F;FINANZIA;34I;ART 102TER C 1, L B) CCRL 98-01 - DIFF STIP CESS ANNO PREC;+
2023;RESA;F;FINANZIA;21J;ART 102TER C 3 CCRL 98-01 - SOMME NON SPESE REGIME ANNO PREC;+
2023;SSNA;U;UTILIZZO;05F;INDENNITÀ PER SOSTITUZIONI;+
2023;EPNE;U;UTILIZZO;02Q;INDENNITÀ POSIZIONI ORGANIZZATIVE;+
2023;ENAC;U;UTILIZZO;02Q;INDENNITÀ POSIZIONI ORGANIZZATIVE;+
2023;MNST;U;UTILIZZO;02Q;INDENNITÀ POSIZIONI ORGANIZZATIVE;+
2023;UNIV;U;UTILIZZO;01S;PREMI CORRELATI ALLA PERFORMANCE INDIVIDUALE;+
2023;SSNA;U;UTILIZZO;07P;DEP (DIFFERENZIALI ECON. DI PROF.TÀ) ANNO DI RILEVAZIONE;+
2023;SSNA;U;UTILIZZO;07D;ART 9, CC. 3, 6 DL90/2014 - COMP. PROFESSIONALI AVVOCATI;+
2023;MNST;F;FINANZIA;83C;INCREMENTI CCNL (06-09 ART. 22 C. 1);+
2023;MNST;F;FINANZIA;11Y;SPEC. DISP. DI LEGGE O REG.TI (ART. 51 C. 3 P. 2 CCNL 16-18);+
2023;EPNE;F;FINANZIA;11Y;SPEC. DISP. DI LEGGE O REG.TI (ART. 51 C. 3 P. 2 CCNL 16-18);+
2023;MNST;F;FINANZIA;94C;RIS. DA TERZI INCARICHI AGG.VI (ART.58 C. 3 L. D CCNL 02-05);+
2023;PCMD;F;FINANZIA;94C;RIS. DA TERZI INCARICHI AGG.VI (ART.58 C. 3 L. D CCNL 02-05);+
2023;MNST;F;FINANZIA;91C;RATEO RIA CESS ANNO PREC. ACC. (ART 58 C 4 PP 2-3 CCNL02-05);+
2023;PCMD;F;FINANZIA;91C;RATEO RIA CESS ANNO PREC. ACC. (ART 58 C 4 PP 2-3 CCNL02-05);+
2023;RESI;F;FINANZIA;11R;ART 88 C 4 L C CCRL 16-18 - RIA CESS ANNO PREC MENS RESIDUE;+
2023;RESI;F;FINANZIA;19W;ART 87 C 1 CCRL 16-18 - DEC. FONDO PEREQ IND AMM 31.12.2018;-
2023;RESI;F;FINANZIA;19V;ART 88 C 4 L C CCRL 16-18 - IND. AMM. ANNO PREC MENS RESIDUE;+
2023;RESI;U;UTILIZZO;04H;ART 90 C 1 - DIFFERENZIALI PROGR. EC. STORICHE;+
2023;RESI;U;UTILIZZO;04K;ART 90 C 2 L A CCRL 16-18 - IND CONDIZIONI DI LAVORO;+
2023;REVA;F;FINANZIA;17K;ART 155BIS C 2 TUDC - ALIM FUA ESERCIZIO ASSOCIATO FUNZIONI;+
2023;SSNA;F;FINANZIA;18T;ART 90 C 3 L C CCNL 16-18 INCR RID STABILE DOT ORG;+
2023;SSNA;U;UTILIZZO;01P;ALTRE SPECIFICHE DISPOSIZIONI DI LEGGE;+
2023;CDIP;F;FINANZIA;44F;RISP. GEST. SPESA PERS. (ART. 17 C. 1 L. C DPR 114/01);+
2023;CDIP;F;FINANZIA;51H;ART 43 L 449/1997 - RISPARMI DI GESTIONE;+
2023;MNST;F;FINANZIA;51H;ART 43 L 449/1997 - RISPARMI DI GESTIONE;+
2023;EPNE;F;FINANZIA;51H;ART 43 L 449/1997 - RISPARMI DI GESTIONE;+
2023;PCMD;F;FINANZIA;51H;ART 43 L 449/1997 - RISPARMI DI GESTIONE;+
2023;CDIP;F;FINANZIA;46F;RIA CESS. ANNO PREC. ACC. (ART. 16 CC. 3-4 DPR 114/01);+
2023;SSNA;F;FINANZIA;12T;ART 94 C 3 L C CCNL 16-18 - INCR. RID. STABILE DOT. ORG;+
2023;SSNA;F;FINANZIA;13Z;ART 96 C 3 L B CCNL 16-18 - INCR. RID. STABILE DOT. ORG;+
2023;SSNA;F;FINANZIA;13L;ART 95 C 3 L B CCNL 16-18 - INCR. RID. STABILE DOT. ORG;+
2023;UNIV;F;FINANZIA;04X;ART 65 C 3 L F CCNL 16-18 - NUOVI SERVIZI O ACCR SERV ES;+
2023;REFR;F;FINANZIA;28Y;ART 45 C 13 CCRL 19-21 - FORME ASSOCIATIVE (OUT);-
2023;RALN;F;FINANZIA;18M;ART 57 C 2 L B CCNL 16-18 - ALTRE SPEC DISP LEGGE;+
2023;SSNA;F;FINANZIA;18U;ART 90 C 3 L D CCNL 16-18 - INCR DOT ORG - MOD RAMI AZ.LI;+
2023;SSNA;F;FINANZIA;18W;ART 90 C 3 L E CCNL 16-18 - INCR STAB DA FONDO RISULTATO;+
2023;SSNA;F;FINANZIA;19L;ART 91 C 3 L C CCNL 16-18 - INCR DOT ORG - MOD RAMI AZ.LI;+
2023;SSNA;F;FINANZIA;10O;ART 11 C 1 DL 35/19 - FINANZ REG.LE PER NUOVE ASSUNZIONI;+
2023;SSNA;F;FINANZIA;19P;ART 91 C 4 L C CCNL 16-18 - 1% M.S. 1997 PROG CONC REGIONALI;+
2023;SSNA;F;FINANZIA;19Q;ART 91 C 4 L F CCNL 16-18 - ALTRE SPEC DISP LEGGE;+
2023;SSNA;F;FINANZIA;19R;ART 91 C 10 CCNL 16-18 - DEC. A FAVORE FONDO POSIZIONE;-
2023;SSNA;F;FINANZIA;25O;ART 103 C 5 L A CCNL 19-21 - RIS AGG REG (1,6% M.S. 1997);+
2023;UNIV;U;UTILIZZO;01R;PREMI CORRELATI ALLA PERFORMANCE ORGANIZZATIVA;+
2023;SSNA;F;FINANZIA;12U;ART 94 C 3 L D CCNL 16-18 - INCR DOTAZ ORG (MOD RAMI AZ.LI);+
2023;SSNA;F;FINANZIA;14L;ART 1 C 435 L 205/2017 - INC VALORIZZ SERVIZI;+
2023;SSNA;F;FINANZIA;13M;ART 95 C 3 L C CCNL 16-18 - INCR DOTAZ ORG (MOD RAMI AZ.LI);+
2023;SSNA;F;FINANZIA;13Q;ART 95 C 4 L C CCNL 16-18 - 1% MS 1997 PROGR CONC REGIONALI;+
2023;SSNA;F;FINANZIA;13W;ART 95 C 9 CCNL 16-18 - DEC STAB FAVORE FONDO INCARICHI;-
2023;SSNA;F;FINANZIA;10U;ART 12 C 2 CCNL 16-18 - FINANZ. PASSAGGI DI FASCIA;+
2023;SSNA;U;UTILIZZO;04D;FASCE SUPERIORI ATTIVATE ANNO CORRENTE;+
2023;UNIV;F;FINANZIA;23A;INCARICHI AGG.VI E COMP. PROF.LI (ART.62 C.3 L.D CCNL02-05);+
2023;UNIV;F;FINANZIA;24A;ATT NUOVI SERV O MIGL SERV ES - VAR (ART.62 C.7 CCNL02-05);+
2023;UNIV;F;FINANZIA;04S;ART 65 C 3 L C CCNL 16-18 - ALTRE SPEC. DISP. DI LEGGE;+
2023;RESI;F;FINANZIA;23W;ART 3 C 3 L.R. 13/2022 - DEC FONDO DIRIGENTI 2022-24;-
2023;RESI;F;FINANZIA;11N;ART 88 C 3 L E CCRL 16-18 - ECONOMIE DA PART TIME (70%);+
2023;RESI;F;FINANZIA;29P;ART 3 C 4 L.R. 13/2022 - DEC FONDO 2022-24;-
2023;RESI;U;UTILIZZO;04N;ART 90 C 2 L D CCRL 16-18 - NUOVE P.E.O. ANNO DI RIFERIMENTO;+
2023;RESI;F;FINANZIA;11M;ART 88 C 3 L D CCRL 16-18 - RIS RIASS ART 2C 3 DLGS165/01;+
2023;UNIV;F;FINANZIA;04V;ART 65 C 3 L E CCNL 16-18 - FINANZ INC AGGVI DA TERZI;+
2023;UNIV;F;FINANZIA;15Z;ART 86 CCNL 06-09 - RIS STRAORDINARIO 2017;+
2023;AFAM;F;FINANZIA;77F;ART 71 C 1 CCNL 02-05 - RISORSE STORICHE 2003 E INCREM CCNL;+
2023;AFAM;F;FINANZIA;82F;RISORSE VARIABILI DA PRIVATI;+
2023;AFAM;U;UTILIZZO;839;QUOTE VINCOLATE/STORICHE PERSONALE EP;+
2023;RESA;F;FINANZIA;17L;ART 8 C 1 CCRL 16-18 - FONDO STANZ 2016 NETTO FIN POS FISSA;+
2023;RESA;F;FINANZIA;17N;ART 8 C 2 CCRL 16-18 - EC. CONTRATTO DI ASSICURAZIONE;+
2023;RESA;F;FINANZIA;17O;ART 8 C 2 CCRL 16-18 - EC. POSIZ. POSTI VACANTI O AD INTERIM;+
2023;RESA;F;FINANZIA;17U;ART 41 C 5 CCRL 06-09 ONORARI AVVOCATI E PROV ATT PROF.LI;+
2023;RESA;U;UTILIZZO;06N;ONORARI AVVOCATI E PROVENTI ATTIV. PROFESSIONALI;+
2023;RESA;F;FINANZIA;29X;ART 102 C 2 L D) CCRL 98-01 - RATEO RIA CESS ANNO IN CORSO;+
2023;RESA;U;UTILIZZO;491;RETRIBUZIONE DI RENDIMENTO;+
2023;RESA;U;UTILIZZO;28I;PROGRESSIONI PROFESSIONALI ANNO DI RIFERIMENTO;+
2023;SSNA;U;UTILIZZO;04Y;TRATTAMENTI ECONOMICI SPECIFICHE DISPOSIZIONI DI LEGGE;+
2023;SSNA;U;UTILIZZO;267;SPECIFICO TRATTAMENTO ECONOMICO;+
2023;EPNE;U;UTILIZZO;267;SPECIFICO TRATTAMENTO ECONOMICO;+
2023;SSNA;U;UTILIZZO;05B;ASSEGNI PERSONALI CARICO FONDO;+
2023;SSNA;F;FINANZIA;25P;ART 103 C 5 L D CCNL 19-21 - ALTRE SPEC. DISP. DI LEGGE;+
2023;UNIV;F;FINANZIA;87G;RIA PERS CESS. ANNO PREC MENS RES.(ART.62 C.4 P2 CCNL 02-05);+
2023;EPNE;U;UTILIZZO;07H;PERFORMANCE NUOVI MODELLI ORGANIZZATIVI (LAVORO AGILE);+
2023;RESA;F;FINANZIA;17V;ART 87 CCRL 98-01 - RISORSE MAGGIORAZIONI RETRIBUTIVE;+
2023;RESA;U;UTILIZZO;06O;ART 87 C 1 LL ABC CCRL 98-01 - LAVORO STRAORDINARIO;+
2023;RESA;U;UTILIZZO;06P;ART 87 C 1 L D CCRL 98-01 - TURNI;+
2023;RESA;U;UTILIZZO;06X;ART.  85 C. 3 CCRL 98-01 - INDENNITÀ;+
2023;RESA;F;FINANZIA;17W;ART 85 CCRL 98-01 - RISORSE INDENNITÀ;+
2023;SSNA;F;FINANZIA;24S;ART 73 C 3 L A CCNL 19-21 - FINANZ PS ART 1 C 293 L 234/2021;+
2023;SSNA;U;UTILIZZO;05K;ATTIVITÀ DIDATTICA;+
2023;MNST;F;FINANZIA;08K;ART 6 C 1 AL 2 CCNL 00-01 RISPARMI PEO PERSONALE CESSATO;+
2023;UNIV;U;UTILIZZO;01X;WELFARE INTEGRATIVO A CARICO DEL FONDO;+
2023;UCAM;F;FINANZIA;22N;ART 63 C 1 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2018;+
2023;UCAM;F;FINANZIA;22P;ART 63 C 2 L B) CCNL 16-18 - RIA PERS. CESSATO ANNO PREC;+
2023;UCAM;F;FINANZIA;22S;ART 63 C 2 L E) CCNL 16-18 - INCREM 94,78 EURO;+
2023;UCAM;F;FINANZIA;29M;ART. 12 C 1 CCNL 19-21 - INCREM 258,86 EURO;+
2023;UCAM;F;FINANZIA;22U;ART 62 C 4 CCNL 16-18 - ASS PEREQ PV CESS;+
2023;UCAM;F;FINANZIA;22V;ART 63 C 3 L C) CCNL 16-18 - RIA CESS ANNO PREC MENS RESIDUE;+
2023;UCAM;F;FINANZIA;22W;ART 63 C 3 L D) CCNL 16-18 - RISPARMI A CONS. STRAORD;+
2023;UCAM;F;FINANZIA;22Z;ART 64BIS C 1 L A) CCNL 16-18 - IND. FUNZIONE 2018;+
2023;UCAM;F;FINANZIA;23K;ART 64BIS C 1 L C) CCNL 16-18 - 9.100 EURO PRO-CAPITE 2018;+
2023;UCAM;F;FINANZIA;23L;ART 64BIS C 1 L D) CCNL 16-18 - GRATICHE ANN. 2018;+
2023;UCAM;F;FINANZIA;23S;RIS STRAORDINARIO ORDINARIO ANNO 2018;+
2023;PCMD;U;UTILIZZO;09A;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA;+
2023;UCAM;U;UTILIZZO;09A;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA;+
2023;EPNE;F;FINANZIA;04H;RIA PERS. CESS. RATEO ANNO CESS (ART 86 C 4 P 2 CCNL 94-97);+
2023;EPNE;U;UTILIZZO;552;INDENNITÀ COORDINAMENTO;+
2023;EPNE;U;UTILIZZO;554;INDENNITÀ PROFESSIONISTI LEGALI;+
2023;EPNE;U;UTILIZZO;556;INDENNITÀ ALTRI PROFESSIONISTI;+
2023;EPNE;U;UTILIZZO;10I;RETRIBUZIONE RISULTATO PROFESSIONISTI LEGALI;+
2023;EPNE;U;UTILIZZO;11I;RETRIBUZIONE RISULTATO ALTRI PROFESSIONISTI;+
2023;UCAM;U;UTILIZZO;10A;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE;+
2023;PCMD;U;UTILIZZO;10A;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE;+
2023;REVA;F;FINANZIA;07K;ART 155 C 2 TUDC - ALIM FUA DELEGA O TRASF FUNZ DA STATO;+
2023;REFR;F;FINANZIA;28V;ART 45 C 8 L D) CCRL 19-21 - INCREM ART. 15 C 3 CCRL 19-21;+
2023;UNIV;U;UTILIZZO;01Y;COMPENSI PREVISTI DA ALTRE SPECIFICHE DISPOSIZIONI DI LEGGE;+
2023;ERIC;U;UTILIZZO;03U;PROCEDURE ART. 53 CCNL 98-01;+
2023;UNIV;U;UTILIZZO;01Q;PROGRESSIONI ORIZZONTALI BCD - STORICHE;+
2023;ERIC;U;UTILIZZO;03T;PROGRESSIONI ECONOMICHE DI LIVELLO STORICHE;+
2023;UNIV;F;FINANZIA;03V;ART 63 C 3 L C CCNL 16-18 - ALTRE SPEC. DISP. DI LEGGE;+
2023;RESA;F;FINANZIA;29R;ART 102 C 1 L B) CCRL 98-01 - RIS DA CONTRATTAZ COLLETT;+
2023;RESA;F;FINANZIA;30J;ART 102 C 2 L G) CCRL 98-01 - RIS VAR. SPEC. DISP. LEGGE;+
2023;RESA;F;FINANZIA;30K;ART 102 C 2 L I) CCNL 98-01 - QUOTA DIFF STIP ANNO DI CESSAZ;+
2023;EPNE;F;FINANZIA;62B;NUOVI SERVIZI/RIORG/INCR DOT ORG  (ART. 59 C. 9 CCNL 02-05);+
2023;ERIC;F;FINANZIA;08L;INCREMENTI CCNL 16-18 - ART. 89, C. 1, L B);+
2023;ERIC;F;FINANZIA;50C;RIORDINO, NUOVI SERV. O RIORG. STAB (ART. 9 C. 3 CCNL 00-01);+
2023;ERIC;F;FINANZIA;53C;RISORSE EX ART. 19 C. 1 CCNL 02-05 (PREST. COMM. EST.);+
2023;ERIC;U;UTILIZZO;597;INDENNITÀ RESPONSABILITÀ PROFESSIONALE;+
2023;ERIC;U;UTILIZZO;05A;INCENT RISORSE EX ART19 C1 CCNL02-05 (PREST COMM EST);+
2023;REFR;F;FINANZIA;68A;IMPORTO CONSOLIDATO 1998 (ART. 47, C. 1 L. A CCRL 02-05);+
2023;REFR;F;FINANZIA;78A;INTEGRAZIONE ANNUALE (ART. 47, C. 4 CCRL 02-05);+
2023;SSNA;F;FINANZIA;24Y;ART 102 C 3 L C CCNL 19-21 - INCR DOTAZ ORG (MOD RAMI AZ.LI);+
2023;SSNA;F;FINANZIA;25M;ART 103 C 3 CCNL 19-21 - INCR DOTAZ ORG (MOD RAMI AZ.LI);+
2023;REVA;U;UTILIZZO;07W;ART 154 C 1 L G) TUDC - IND LAVORI SOMMA URG E AMM DIRETTA;+
2023;EPNE;F;FINANZIA;11W;SPEC. DISP. DI LEGGE O REG.TI (ART. 48 C. 3 P. 2 CCNL 16-18);+
2023;EPNE;F;FINANZIA;10H;RIA PERS. CESSATO RATEO ANNO PREC(ART 52 C.4 P.2 CCNL 02-05);+
2023;EPNE;F;FINANZIA;14H;RIA PERS. CESSATO RATEO ANNO CESS (ART59 C.4 P.2 CCNL 02-05);+
2023;EPNE;F;FINANZIA;90G;INCREMENTI CCNL 04-05 (ART. 14 C. 1 ALINEA 2 E 3);+
2023;EPNE;F;FINANZIA;91G;INCREMENTI CCNL 06-07 (ART. 40 C. 1);+
2023;EPNE;F;FINANZIA;92G;INCREMENTI CCNL 08-09 (ART. 11 C. 1);+
2023;EPNE;F;FINANZIA;11Z;INCREMENTI CCNL 16-18 (ART. 97 C. 1);+
2023;EPNE;F;FINANZIA;27P;ART 61 C 2 CCNL 19-21 - 2,06% M.S. 2018;+
2023;EPNE;F;FINANZIA;93G;RIA PERSONALE CESSATO BASE ANNUA (ART14 CC 2-3 CCNL 14.4.97);+
2023;EPNE;F;FINANZIA;94G;RIA PERS. CESSATO RATEO ANNO CESS (ART14 CC2-3 CCNL 14.4.97);+
2023;EPNE;U;UTILIZZO;264;INDENNITÀ DI SPECIFICITÀ MEDICA;+
2023;EPNE;U;UTILIZZO;06J;INDENNITÀ CONDIZIONI DI LAVORO;+
2023;ENAC;U;UTILIZZO;782;INDENNITÀ PROFESSIONALE;+
2023;ENAC;U;UTILIZZO;783;PASSAGGI DI LIVELLO ECONOMICO STORICI;+
2023;ENAC;F;FINANZIA;02F;"RIS. ALL'1.1.07 (ART 14 C. 2, C. 3 L. G, C. 8 CCNL 02-05SUC)";+
2023;ENAC;F;FINANZIA;08O;ART 90 C 6 CCNL 16-18 - INCREMENTO DA 1.1.18;+
2023;ENAC;F;FINANZIA;27T;ART 60 C 3 CCNL CCNL 19-21 - 0,81% M.S. 2018;+
2023;ENAC;U;UTILIZZO;794;INDENNITÀ;+
2023;ENAC;U;UTILIZZO;03V;ART 90 C 2 L H) - CCNL 16-18 -QUOTA ANNUALE TFR CARICO FONDO;+
2023;ERIC;F;FINANZIA;45C;INCREMENTI CCNL 06-09 (ART. 15 C. 1);+
2023;ERIC;F;FINANZIA;51C;SPEC. DISP. LEGGE (ART. 9 C. 2 L. D CCNL 00-01);+
2023;ENAC;F;FINANZIA;27O;ART 46 C 2 CCNL 19-21 - 1,82% M.S. 2018;+
2023;ENAC;F;FINANZIA;12Q;INCREMENTI CCNL 16-18 (ART. 105 C. 1);+
2023;ENAC;F;FINANZIA;27R;ART 67 C 1 CCNL 19-21 - 1,10% M.S. 2018;+
2023;ENAC;F;FINANZIA;27S;ART 67 C 2 CCNL 19-21 - INCREM 0,22% M.S. 2018 DAL 1.1.2022;+
2023;ERIC;U;UTILIZZO;596;INDENNITÀ DIREZIONE STRUTTURA;+
2023;ERIC;U;UTILIZZO;598;INDENNITÀ SPECIFICHE DISPOSIZIONI NORMATIVE;+
2023;ERIC;F;FINANZIA;08M;ART 90 C 2 L A) CCNL 16-18 - 2% MS 99 ART 54 C3 CCNL 98-01;+
2023;ERIC;F;FINANZIA;08N;ART 90 C 2 L B) CCNL 16-18 - 0,25% MS01 ART 8 C 5 CCNL 02-05;+
2023;ERIC;F;FINANZIA;08P;ART 90 C 2 L C) CCNL 16-18 - 0,2% MS03 ART 5 C 3 CCNL 04-05;+
2023;ERIC;F;FINANZIA;57C;INCREMENTI CCNL 04-05 (ART. 4 C. 1, ART. 5 CC. 2-3);+
2023;ERIC;F;FINANZIA;58C;INCREMENTI CCNL 06-09 (ART. 10, ART. 11 C. 2);+
2023;ERIC;F;FINANZIA;60C;RIA PERS. CESS. MIS. INTERA (ART 4 C 1 L. C  P 3 CCNL 00-01);+
2023;ERIC;F;FINANZIA;68C;RIA CESS ANNO PREC RATEO ACC. (ART 4 C 1 L C P.2 CCNL00-01);+
2023;ERIC;U;UTILIZZO;612;DISAGIO PERICOLO DANNO - FONDO B;+
2023;SSNA;U;UTILIZZO;04G;COMPENSI LAVORO STRAORDINARIO COLLABORATORI DI RICERCA;+
2023;UNIV;U;UTILIZZO;02C;PROGRESSIONI ORIZZONTALI EP - STORICHE;+
2023;ERIC;U;UTILIZZO;03S;PROGRESSIONI ECONOMICHE DI LIVELLO ANNO CORRENTE;+
2023;AFAM;F;FINANZIA;80F;RISORSE CARATTERE CERTEZZA E STABILITÀ DA EELL E ALTRI ENTI;+
2023;SCLA;F;FINANZIA;80F;RISORSE CARATTERE CERTEZZA E STABILITÀ DA EELL E ALTRI ENTI;+
2023;SSNA;U;UTILIZZO;04F;PERFORMANCE COLLETTIVA;+
2023;RESI;F;FINANZIA;23U;ART. 68 C 4 CCRL 16-18 -  INCREM. DOT ORG E RELAT COPERT;+
2023;UNIV;F;FINANZIA;16J;ART 63 C 2 L B CCNL 16-18 - RID. STAB. STRAORDINARIO;-
2023;ERIC;F;FINANZIA;21Z;INCREMENTI CCNL 19-21 - ART. 11, C. 2;+
2023;ERIC;F;FINANZIA;08Q;ART 90 C 5 CCNL 16-18 - REC RISORSE PERS CESS PARTIRE 2009;+
2023;ERIC;F;FINANZIA;08R;ART 90 C 5 CCNL 16-18 - SOMME UTILIZZATE PROGR. ART. 54;-
2023;ERIC;F;FINANZIA;64C;EVENT. RISPARMI ART 53 CCNL98-01 (ART4 C1 L C P.4 CCNL00-01);+
2023;ERIC;F;FINANZIA;21X;ART 89 C 1 L A) CCNL 16-18 - INCREM IND. ENTE;+
2023;ERIC;F;FINANZIA;21Y;ART 11 C 1 CCNL 19-21 - INCREM IND. ENTE;+
2023;ERIC;F;FINANZIA;28H;INCREMENTI CCNL 04-05 (ART. 7 C. 1 ALINEA 2-3);+
2023;ERIC;F;FINANZIA;36C;RIA PERS. CESSATO MISURA INTERA (ART.62 C. 4 P.1 CCNL 02-05);+
2023;ERIC;F;FINANZIA;59C;INCREMENTI CCNL 08-09 (ART. 5, ART. 6 C. 2);+
2023;ERIC;F;FINANZIA;61C;RISP. ART. 2 C. 3 DLGS 165/01 (ART. 4 C. 1 L. F CCNL 00-01);+
2023;REVA;F;FINANZIA;07P;ART 155 C 4 TUDC - ALIM FUA SPEC. DISP. DI LEGGE;+
2023;SSNA;F;FINANZIA;25J;ART 102 C 3 L B CCNL 19-21 - IND. ART. 32 C 5 NON PIÙ CORR.;+
2023;MNST;F;FINANZIA;27M;ART 32 C 2 CCNL 19-21 - 1,94% M.S. 2018;+
2023;MNST;F;FINANZIA;93C;MAGG. ENTR. O EC. GEST. (ART. 58 C. 3 L. C CCNL 02-05);+
2023;MNST;F;FINANZIA;90C;NUOVI SERV. O RIORG. - STAB (ART. 58 C. 7 CCNL 02-05);+
2023;SSNA;U;UTILIZZO;01N;WELFARE INTEGRATIVO;+
2023;ERIC;F;FINANZIA;69C;PROGR. ECONOMICHE ORIZZ. (ART. 53 CCNL 98-01 E SUCC. MOD.);+
2023;UNIV;F;FINANZIA;04W;ART 65 C 3 L E CCNL 16-18 - FINANZ INC AGGVI CONTO AMM.NE;+
2023;SCLA;U;UTILIZZO;06Q;ART 40 C 4 L C) CCNL 16-18 - DOC FUNZIONI STRUMENTALI AL POF;+
2023;MNST;F;FINANZIA;05V;ART 1 C 193 L 266/05 - DEC. PER PROGR EC ORIZZ ANNO RIFER.TO;-
2023;REFR;F;FINANZIA;28S;ART 45 C 13 CCRL 19-21 - FORME ASSOCIATIVE (IN);+
2023;SSNA;F;FINANZIA;25S;ART 103 C 4 CCNL 19-21 -  DEC IND ART 32 C 5 NON PIÙ CORR;-
2023;AGID;F;FINANZIA;17X;ART 70 CCNL 98-01 E S.M.I. - RISORSE STRAORD. ANNO CORR.;+
2023;CNEL;F;FINANZIA;17X;ART 70 CCNL 98-01 E S.M.I. - RISORSE STRAORD. ANNO CORR.;+
2023;UNIV;F;FINANZIA;03S;ART 63 C 2 L B CCNL 16-18 - INCR. RID. STAB. STRAORDINARIO;+
2023;AFAM;F;FINANZIA;81F;RISORSE VARIABILI DA EELL E ALTRI ENTI;+
2023;ERIC;U;UTILIZZO;617;PROGRESSIONI ECONOMICHE (ART. 53 CCNL 98-01 E SUCC. MOD.);+
2023;SSNA;F;FINANZIA;19N;ART 91 C 4 L A CCNL 16-18 - RATEI RIA ASS PERS CESS ANNO PR;+
2023;MNST;U;UTILIZZO;06D;CCNL 16-18 ART. 69 C. 1 L. A-B - RETRIBUZIONE DI POSIZIONE;+
2023;MNST;U;UTILIZZO;06F;CCNL 16-18 ART. 69 C. 1 L. D  - IND. SPEC. MEDICO-VETER.;+
2023;SSNA;U;UTILIZZO;05E;WELFARE INTEGRATIVO A CARICO DEL FONDO;+
2023;SSNA;U;UTILIZZO;04E;PERFORMANCE INDIVIDUALE;+
2023;SSNA;F;FINANZIA;14J;ART 96 C 3 L C CCNL 16-18 - INCR DOTAZ ORG (MOD RAMI AZ.LI);+
2023;SSNA;F;FINANZIA;14R;ART 94 C 3 L D CCNL 16-18 - INCR DOTAZ ORG (NUOVE ASS.NI);+
2023;SSNA;F;FINANZIA;14T;ART 96 C 3 L C CCNL 16-18 -- INCR DOTAZ ORG (NUOVE ASS.NI);+
2023;SSNA;F;FINANZIA;14S;ART 95 C 3 L C CCNL 16-18 - INCR DOTAZ ORG (NUOVE ASS.NI);+
2023;SSNA;F;FINANZIA;24Z;ART 102 C 3 L C CCNL 19-21 - INCR DOTAZ ORG (NUOVE ASS.NI);+
2023;SSNA;F;FINANZIA;25N;ART 103 C 3 CCNL 19-21 -  INCR DOTAZ ORG (NUOVE ASSUNZ.);+
2023;SCLA;F;FINANZIA;09P;ART 40 C 1 L A) CCNL 16-18 - FONDO ISTITUZIONE SCOLASTICA;+
2023;SCLA;F;FINANZIA;09R;ART 40 C 1 L C) CCNL 16-18 - RIS FUNZIONI STRUM.LI AL POF;+
2023;SCLA;U;UTILIZZO;913;ART 88 C 2 L D) CCNL 06-09 - DOC ATT. AGG FUNZ. INSEGNAM.TO;+
2023;SCLA;U;UTILIZZO;915;ART 88 C 2 L F) CCNL 06-09 - DOC COMP. COLLAB. DS;+
2023;REFR;F;FINANZIA;69A;INCREMENTI CCRL 02-05 (ART. 47, C. 1 L. D-I-L);+
2023;REFR;F;FINANZIA;72A;RIA E MAT. ECON. CESSATI (ART. 47, C. 1 L. G CCRL 02-05);+
2023;REFR;F;FINANZIA;82A;INTEGR. 1,2% (ART. 47, C. 2 CCRL 02-05);+
2023;REFR;U;UTILIZZO;07U;ELEMENTO DI GARANZIA DISTACCO SINDACALE;+
