ANNO;CODI_CONTRATTO;CODI_MACROCATEGORIA;DESC_MACROCATEGORIA;CODI_CATEGORIA;DESC_CATEGORIA;CODI_QUALIFICA;DESC_QUALIFICA
2023;VVFF;NF;DIRIGENTI;DI;DIRIGENTI;0D0851;PRIMO DIRIGENTE FUNZIONI OPERATIVE CON SCATTO 26 ANNI
2023;VVFF;NF;DIRIGENTI;DI;DIRIGENTI;0D0850;DIRIGENTE SUPERIORE FUNZIONI OPERATIVE
2023;VVFF;NF;DIRIGENTI;DI;DIRIGENTI;0D0852;PRIMO DIRIGENTE FUNZIONI OPERATIVE
2023;VVFF;NF;DIRIGENTI;DI;DIRIGENTI;0D0188;DIRIGENTE GENERALE
2023;SSNA;AP;ALTRO PERSONALE;PC;PERSONALE CONTRATTISTA;000061;CONTRATTISTI
2023;SSNA;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0484;DIRETTORE DEI SERVIZI SOCIALI
2023;SSNA;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0163;DIRETTORE AMMINISTRATIVO
2023;SSNA;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0097;DIRETTORE GENERALE
2023;SSNA;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0482;DIRETTORE SANITARIO
2023;EPNE;AP;ALTRO PERSONALE;PC;PERSONALE CONTRATTISTA;000061;CONTRATTISTI
2023;ERIC;AP;ALTRO PERSONALE;PC;PERSONALE CONTRATTISTA;000061;CONTRATTISTI
2023;EPNE;PR;PROFESSIONISTI;AP;PROFESSIONISTI;0D0473;PROF.STI LEGALI LIV. II DIFF.
2023;EPNE;PR;PROFESSIONISTI;AP;PROFESSIONISTI;0D0472;PROF.STI LEGALI LIV. I DIFF.
2023;EPNE;PR;PROFESSIONISTI;AP;PROFESSIONISTI;0D0481;ALTRI PROF.STI LIV. II DIFF.
2023;EPNE;PR;PROFESSIONISTI;AP;PROFESSIONISTI;0D0480;ALTRI PROF.STI LIV. I DIFF.
2023;EPNE;PR;PROFESSIONISTI;AP;PROFESSIONISTI;0D0075;ALTRI PROF.STI
2023;ERIC;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0078;DIRIGENTE I FASCIA A TEMPO DETERM.
2023;ERIC;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0077;DIRIGENTE I FASCIA
2023;EPNE;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0077;DIRIGENTE I FASCIA
2023;EPNE;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0078;DIRIGENTE I FASCIA A TEMPO DETERM.
2023;EPNE;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0079;DIRIGENTE II FASCIA
2023;EPNE;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0080;DIRIGENTE II FASCIA A TEMPO DETERM.
2023;ERIC;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0080;DIRIGENTE II FASCIA A TEMPO DETERM.
2023;ERIC;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0E99;DIRIGENTE A TEMPO DETERMINATO ENEA
2023;ERIC;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0079;DIRIGENTE II FASCIA
2023;ERIC;RT;RICERCATORI E TECNOLOGI;RI;RICERCATORI;0D0397;PRIMO RICERCATORE
2023;ERIC;RT;RICERCATORI E TECNOLOGI;RI;RICERCATORI;0D0089;DIRIGENTE DI RICERCA
2023;ERIC;RT;RICERCATORI E TECNOLOGI;RI;RICERCATORI;0D0093;RICERCATORE
2023;ERIC;RT;RICERCATORI E TECNOLOGI;TC;TECNOLOGI;0D0094;TECNOLOGO
2023;ERIC;RT;RICERCATORI E TECNOLOGI;TC;TECNOLOGI;0D0E94;TECNOLOGO ENEA III RUOLO ESAURIMENTO
2023;ERIC;RT;RICERCATORI E TECNOLOGI;TC;TECNOLOGI;0D0398;PRIMO TECNOLOGO
2023;ERIC;RT;RICERCATORI E TECNOLOGI;TC;TECNOLOGI;0D0090;DIRIGENTE TECNOLOGO
2023;EPNE;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0097;DIRETTORE GENERALE
2023;ERIC;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0097;DIRETTORE  GENERALE
2023;EPNE;ME;MEDICI;MD;MEDICI;0D0585;MEDICO I FASCIA T.P.
2023;EPNE;ME;MEDICI;MD;MEDICI;0D0584;MEDICO II FASCIA T.P.
2023;RALN;AP;ALTRO PERSONALE;PC;PERSONALE CONTRATTISTA;000061;CONTRATTISTI
2023;RALN;AP;ALTRO PERSONALE;DF;DIRIGENTI E ALTE SPECIALIZ. FUORI DOTAZIONE ORG.;0D0098;DIRIGENTE A TEMPO DETERMINATO FUORI D.O.
2023;RALN;AP;ALTRO PERSONALE;DF;DIRIGENTI E ALTE SPECIALIZ. FUORI DOTAZIONE ORG.;0D0095;ALTE SPECIALIZZ. FUORI D.O.
2023;RALN;AP;ALTRO PERSONALE;RP;RESTANTE PERSONALE;000096;COLLABORATORE A T.D. ART. 90 TUEL
2023;RALN;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0097;DIRETTORE  GENERALE
2023;RALN;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0103;SEGRETARIO B
2023;RALN;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0485;SEGRETARIO C
2023;RALN;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0102;SEGRETARIO A
2023;RETN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;025000;POSIZIONE ECONOMICA A2
2023;RETN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;027000;POSIZIONE ECONOMICA A3
2023;RETN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;053000;POSIZIONE ECONOMICA DI ACCESSO A1
2023;RETN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;054000;POSIZIONE ECONOMICA DI ACCESSO B1
2023;RETN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;055000;POSIZIONE ECONOMICA DI ACCESSO B3
2023;RETN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;033000;POSIZIONE ECONOMICA B2S
2023;RETN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;036000;POSIZIONE ECONOMICA B4
2023;RETN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;04S000;POSIZIONE ECONOMICA B4S
2023;RETN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;032000;POSIZIONE ECONOMICA B2
2023;RETN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;043000;POSIZIONE ECONOMICA C3
2023;RETN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;056000;POSIZIONE ECONOMICA DI ACCESSO C1
2023;RETN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;042000;POSIZIONE ECONOMICA C2
2023;PCMD;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0078;DIRIGENTE I FASCIA A TEMPO DETERM.
2023;PCMD;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0CON;CONSIGLIERE
2023;PCMD;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0077;DIRIGENTE I FASCIA
2023;PCMD;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0376;REFERENDARIO
2023;PCMD;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0080;DIRIGENTE II FASCIA A TEMPO DETERM.
2023;PCMD;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0079;DIRIGENTE II FASCIA
2023;PRTN;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0S1C;SEGRETARI I CLASSE
2023;PRTN;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0S4C;SEGRETARI COMUNALI DI IV CLASSE
2023;PRTN;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0105;SEGRETARI II CLASSE
2023;PRTN;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D033C;SEGRETARI COMUNALI III CLASSE FINO A 3.000 AB.
2023;PRTN;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D034C;"SEGRETARI COMUNALI III CLASSE PIU' 3.000 AB."
2023;VVFF;ND;PERSONALE NON DIRIGENTE;AT;ASSISTENTI;E32AS1;ASSISTENTE
2023;VVFF;ND;PERSONALE NON DIRIGENTE;AT;ASSISTENTI;E32892;ASSISTENTE CAPO CON SCATTO CONVENZIONALE
2023;VVFF;ND;PERSONALE NON DIRIGENTE;OP;OPERATORI;O25OP4;OPERATORE ESPERTO
2023;VVFF;ND;PERSONALE NON DIRIGENTE;OP;OPERATORI;O25893;OPERATORE ESPERTO CON SCATTO CONVENZIONALE
2023;VVFF;ND;PERSONALE NON DIRIGENTE;OP;OPERATORI;O25OP1;OPERATORE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013210;APPUNTATO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013968;APPUNTATO SCELTO CON 5 ANNI NEL GRADO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013967;APPUNTATO SCELTO QUALIFICA SPECIALE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013231;APPUNTATO SCELTO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013214;CARABINIERE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013216;CARABINIERE SCELTO
2023;GGFF;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013210;APPUNTATO
2023;GGFF;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013234;FINANZIERE
2023;GGFF;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013236;FINANZIERE SCELTO
2023;GGFF;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013231;APPUNTATO SCELTO
2023;GGFF;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013967;APPUNTATO SCELTO QUALIFICA SPECIALE
2023;GGFF;ND;PERSONALE NON DIRIGENTE;PP;APPUNTATI;013968;APPUNTATO SCELTO CON 5 ANNI NEL GRADO
2023;SCTN;NF;DIRIGENTI;SD;DIRIGENTI SCOLASTICI;0D0158;DIRIGENTE SCOLASTICO
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;014154;INS. SC. ELEMENTARE ED EQUIP.
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;016132;DOC. LAUR. IST. SEC. II GRADO
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;016135;DOC. SCUOLA MEDIA ED EQUIP.
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;014FPD;INSEGN. PER LA FORMAZ. PROF.LE NON LAUREATI
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;014155;INSEGN. SCUOLA INFANZIA CAT. UNICA INSEGN.
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;014646;ASSISTENTI EDUCATORI - CAT. UNICA C
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;014SIC;INSEGN. SCUOLA INFANZIA CAT. UNICA COORDINATORI
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;016FPL;INSEGN. PER LA FORMAZ. PROF.LE LAUREATI
2023;SCTN;CO;PERSONALE DEL COMPARTO;DO;DOCENTI A TEMPO INDETERMINATO;014143;INS. DIPL. ISTIT. II GRADO
2023;SCTN;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;012119;POSIZIONE ECONOMICA B
2023;SCTN;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;013499;POSIZIONE ECONOMICA C - LIV. ES.
2023;SCTN;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;013159;POSIZIONE ECONOMICA D
2023;SCTN;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;012117;POSIZIONE ECONOMICA B - LIV. ES.
2023;SCTN;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;098701;POSIZIONE ECONOMICA A
2023;SCTN;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;013498;POSIZIONE ECONOMICA C
2023;SCTN;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;014144;INS. DIPL. ISTIT. II GRADO TEMPO DETERM. ANNUALE
2023;SCTN;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;016802;DOC.RELIG. SCUOLA SECOND. T. D. CON CONTR. ANNUALE
2023;SCTN;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;014152;INS. SC. ELEMENTARE E EQUIP. TEMPO DETERM. ANNUALE
2023;SCTN;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;016134;DOC. LAUR. IST. SEC. II GRADO TEMPO DETERM. ANNUALE
2023;SCTN;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;014803;DOC.RELIG.SCUOLA EL. MAT. T.D. CON CONTRATTO ANNUALE
2023;SCTN;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;016136;DOC. SCUOLA MEDIA ED EQUIP. TEMPO DETERM. ANNUALE
2023;SCBZ;NF;DIRIGENTI;DI;DIRIGENTI;0D0164;ALTRI DIRIGENTI
2023;SCBZ;NF;DIRIGENTI;DI;DIRIGENTI;0D0158;DIRIGENTE SCOLASTICO
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;016132;INSEGNANTI SCUOLE SUPERIORI
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;014155;PERSONALE SCUOLE MATERNE
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;016135;INSEGNANTI SCUOLE MEDIE
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;000AGR;PERSONALE FORMAZIONE PROF.AGRICOLA
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;014154;INSEGNANTI SCUOLE ELEMENTARI
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;014143;DIPLOMATI SCUOLE SUPERIORI
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;000DFP;PERSONALE FORM.PROFESS.
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;000IEM;PERSONALE ISTIT. EDUC. MUSICALE
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BD;INSEGNANTI;000EAH;PERS. EDUC.E ASSIST. SOGG.PORT.HANDICAP
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BA;PERSONALE ATA;0F7ATA;AMMINISTRATIVO QUALIFICA FUNZIONALE VII
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BA;PERSONALE ATA;0F1ATA;AMMINISTRATIVO QUALIFICA FUNZIONALE I
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BA;PERSONALE ATA;0F4ATA;AMMINISTRATIVO QUALIFICA FUNZIONALE IV
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BA;PERSONALE ATA;0F6ATA;AMMINISTRATIVO QUALIFICA FUNZIONALE VI
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BA;PERSONALE ATA;0F5ATA;AMMINISTRATIVO QUALIFICA FUNZIONALE V
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BA;PERSONALE ATA;0F8ATA;AMMINISTRATIVO QUALIFICA FUNZIONALE VIII
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BA;PERSONALE ATA;0F2ATA;AMMINISTRATIVO QUALIFICA FUNZIONALE II
2023;SCBZ;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;BA;PERSONALE ATA;0F3ATA;AMMINISTRATIVO QUALIFICA FUNZIONALE III
2023;PRBZ;AP;ALTRO PERSONALE;RP;RESTANTE PERSONALE;000000;ALTRE QUALIFICHE
2023;AGFI;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0097;DIRETTORE GENERALE
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AC;AREA C;042000;C2
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AC;AREA C;040000;C1
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AC;AREA C;000476;QUADRO INTERMEDIO
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AC;AREA C;045000;C4
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AC;AREA C;043000;C3
2023;MGOR;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0MT7;MAGISTRATI ORDINARI  I  VALUT. PROF.
2023;MGOR;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0MT1;MAGIST.  CON FUNZ. DIRETT. APICALI GIUDICANTI DI LEGITTIMITÀ
2023;MGOR;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0MT8;MAGISTRATI ORDINARI
2023;MGOR;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0MT2;MAGIST. CON FUNZ. DIRETT. APICALI REQUIRENTI DI LEGITTIMITÀ
2023;MGOR;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0MT4;MAGISTRATI ORDINARI VII VALUT. PROF.
2023;MGOR;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0MT3;MAGISTRATI CON FUNZIONI DIRETTIVE SUPERIORI DI LEGITTIMITÀ
2023;MGOR;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0MT5;MAGISTRATI ORDINARI V VALUT. PROF.
2023;MGOR;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0MT6;MAGISTRATI ORDINARI DOPO 1 ANNO DALLA III VALUT. PROF.
2023;PRBZ;AP;ALTRO PERSONALE;PC;PERSONALE CONTRATTISTA;000061;PERS. CONTRATTISTA A T. INDETERMINATO
2023;PRTN;DV;PERSONALE DIRETTIVO;VD;DIRETTIVI;0D0679;DIRETTORE
2023;PRTN;RT;RICERCATORI E TECNOLOGI;RI;RICERCATORI;0D0093;RICERCATORE/TECNOLOGO 1A FASCIA
2023;PRTN;RT;RICERCATORI E TECNOLOGI;RI;RICERCATORI;0D0397;RICERCATORE/TECNOLOGO 2A FASCIA
2023;ENAC;R1;PROFESSIONISTI DI I QUALIFICA;1P;PROFESSIONISTI DI I QUALIFICA;0P4000;POSIZIONE ECONOMICA PI 4
2023;ENAC;R1;PROFESSIONISTI DI I QUALIFICA;1P;PROFESSIONISTI DI I QUALIFICA;0P2000;POSIZIONE ECONOMICA PI 2
2023;ENAC;R1;PROFESSIONISTI DI I QUALIFICA;1P;PROFESSIONISTI DI I QUALIFICA;0P3000;POSIZIONE ECONOMICA PI 3
2023;ENAC;R1;PROFESSIONISTI DI I QUALIFICA;1P;PROFESSIONISTI DI I QUALIFICA;0P1000;POSIZIONE ECONOMICA PI 1
2023;ENAC;R1;PROFESSIONISTI DI I QUALIFICA;1P;PROFESSIONISTI DI I QUALIFICA;0P4SUP;POSIZIONE ECONOMICA PI 4 SUPER
2023;ENAC;R2;PROFESSIONISTI DI II QUALIFICA;2P;PROFESSIONISTI DI II QUALIFICA;0P7000;POSIZIONE ECONOMICA PII 3
2023;ENAC;R2;PROFESSIONISTI DI II QUALIFICA;2P;PROFESSIONISTI DI II QUALIFICA;0P8000;POSIZIONE ECONOMICA PII 4
2023;ENAC;R2;PROFESSIONISTI DI II QUALIFICA;2P;PROFESSIONISTI DI II QUALIFICA;0P8SUP;POSIZIONE ECONOMICA PII 4SUPER
2023;ENAC;R2;PROFESSIONISTI DI II QUALIFICA;2P;PROFESSIONISTI DI II QUALIFICA;0P5000;POSIZIONE ECONOMICA PII 1
2023;ENAC;R2;PROFESSIONISTI DI II QUALIFICA;2P;PROFESSIONISTI DI II QUALIFICA;0P6000;POSIZIONE ECONOMICA PII 2
2023;AUIN;ND;PERSONALE NON DIRIGENTE;LI;PERSONALE NON DIRIGENTE;0000ND;PERSONALE NON DIRIGENTE
2023;AUIN;NF;DIRIGENTI;DI;DIRIGENTI;0D00NF;PERSONALE DIRIGENTE
2023;AGFI;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0077;DIRIGENTE I FASCIA
2023;AGFI;1F;DIRIGENTI DI 1^ FASCIA;D1;DIRIGENTI DI 1^ FASCIA;0D0078;DIRIGENTE I FASCIA A TEMPO DETERM.
2023;AGFI;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0080;DIRIGENTE II FASCIA A TEMPO DETERM.
2023;AGFI;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0079;DIRIGENTE II FASCIA
2023;ERIC;ND;PERSONALE NON DIRIGENTE;4L;QUARTO LIVELLO;012091;IV LIV. - FUNZIONARIO AMMINISTRATIVO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;4L;QUARTO LIVELLO;012088;IV LIV. - COLLABORATORE TER
2023;MMAA;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013353;SOTTOCAPO DI III CLASSE
2023;MMAA;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013351;SOTTOCAPO DI I CLASSE
2023;MMAA;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013293;SOTTOCAPO AIUTANTE
2023;MMAA;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013AT4;SOTTOCAPO AIUTANTE CON 4 ANNI NEL GRADO
2023;MMAA;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013GR5;SOTTOCAPO  SCELTO CON 5 ANNI NEL GRADO
2023;MMAA;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013352;SOTTOCAPO DI II CLASSE
2023;MMAA;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;0131GR;SOTTOCAPO SCELTO
2023;MMAA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;014833;U.F.P. GUARDIAMARINA
2023;MMAA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;013963;SOTTOCAPO DI III CLASSE (VFP4 FERMA BIENNALE)
2023;MMAA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000FP4;VOLONTARI IN FERMA PREFISSATA QUADRIENNALE
2023;MMAA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000VFI;VOLONTARI IN FERMA INIZIALE
2023;MMAA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;017832;U.F.P. SOTTOTENENTE DI VASCELLO
2023;MMAA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000FP1;VOLONTARI IN FERMA PREFISSATA DI 1 ANNO
2023;MMAA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000FR1;VOLONTARI IN FERMA PREFISSATA DI 1 ANNO RAFFERMATI
2023;CM09;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018284;CAPPELLANO CAPO
2023;CM09;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018CPL;CAPPELLANO COMPLEMENTO (S. TENENTE)
2023;CM09;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018971;CAPPELLANO  CAPO + 10  (CAP.)
2023;CM09;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018281;CAPPELLANO ADDETTO
2023;CM09;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0546;II CAPPELLANO CAPO + 23 ANNI
2023;CM09;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0545;III CAPPELLANO CAPO + 23 ANNI
2023;CM09;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0969;II  CAPPELLANO  CAPO  +  18 (TEN.COL.)
2023;CM09;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0549;I CAPPELLANO CAPO + 13 ANNI
2023;MMAA;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0SGD;CAPO SM/SGD
2023;MMAA;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0SMD;CAPO SMD
2023;MMAA;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0340;AMMIRAGLIO DI SQUADRA
2023;MMAA;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0334;CONTRAMMIRAGLIO
2023;MMAA;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0339;AMMIRAGLIO DI DIVISIONE
2023;MMAA;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0956;CAPITANO DI FREGATA + 18 ANNI
2023;MMAA;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0563;CAPITANO DI FREGATA + 23 ANNI
2023;MMAA;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0562;CAPITANO DI VASCELLO + 23 ANNI
