ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C3263;RALN;OE;0OEESP;A23;1;0
C1298;RALN;OE;0OEESP;A23;0;1
C5079;RALN;OE;0OEESP;A23;2;0
C2574;RALN;OE;0OEESP;A23;1;0
P9076;RALN;OE;0OEESP;A23;5;0
C3000;RALN;OE;0OEESP;A30;1;0
C4320;RALN;OE;0OEESP;A23;1;0
C2797;RALN;OE;0OEESP;A27;0;2
C5961;RALN;OE;0OEESP;A23;3;0
C5961;RALN;OE;0OEESP;A30;1;0
C373;RALN;OE;0OEESP;A23;2;0
P9072;RALN;OE;0OEESP;A23;6;0
UC10142;RALN;OE;0OEESP;A23;1;0
C5625;RALN;OE;0OEESP;A23;1;0
C1251;RALN;OE;0OEESP;A24;1;1
C2477;RALN;OE;0OEESP;A23;1;1
C960;RALN;OE;0OEESP;A23;1;2
C3298;RALN;OE;0OEESP;A24;0;1
P9063;RALN;OE;0OEESP;A30;0;1
C1901;RALN;OE;0OEESP;A23;4;1
C3277;RALN;OE;0OEESP;A23;1;0
C275;RALN;OE;0OEESP;A23;2;0
C1104;RALN;OE;0OEESP;A23;1;0
C6894;RALN;OE;0OEESP;A23;1;0
C5625;RALN;OE;0OEESP;A30;2;0
C1520;RALN;OE;0OEESP;A23;1;0
C5931;RALN;OE;0OEESP;A24;1;0
C6867;RALN;OE;0OEESP;A30;0;1
C7978;RALN;OE;0OEESP;A35;1;5
C4169;RALN;OE;0OEESP;A23;2;0
C4052;RALN;OE;0OEESP;A23;0;1
P9040;RALN;OE;0OEESP;A30;1;0
C7740;RALN;OE;0OEESP;A30;1;0
C647;RALN;OE;0OEESP;A23;1;0
C5384;RALN;OE;0OEESP;A41;0;1
C2162;RALN;OE;0OEESP;A30;0;1
C4527;RALN;OE;0OEESP;A29;0;1
C7085;RALN;OE;0OEESP;A23;1;0
CS10359;RALN;OE;0OEESP;A23;0;1
C2383;RALN;OE;0OEESP;A41;1;0
C4658;RALN;OE;0OEESP;A24;0;1
C2077;RALN;OE;0OEESP;A29;1;0
C6465;RALN;OE;0OEESP;A23;0;1
C2077;RALN;OE;0OEESP;A23;2;1
C6555;RALN;OE;0OEESP;A23;1;0
C2383;RALN;OE;0OEESP;A23;3;0
C3766;RALN;OE;0OEESP;A23;2;4
C1696;RALN;OE;0OEESP;A30;1;0
C4111;RALN;OE;0OEESP;A28;1;0
C2650;RALN;OE;0OEESP;A23;1;0
C5923;RALN;OE;0OEESP;A23;0;1
C6465;RALN;OE;0OEESP;A24;0;1
C4061;RALN;OE;0OEESP;A23;1;0
C1788;RALN;OE;0OEESP;A28;0;1
P9086;RALN;OE;0OEESP;A23;1;0
C3466;RALN;OE;0OEESP;A23;1;0
C6437;RALN;OE;0OEESP;A23;1;0
C7172;RALN;OE;0OEESP;A23;1;0
C7330;RALN;OE;0OEESP;A41;1;0
P9037;RALN;OE;0OEESP;A23;6;8
C7269;RALN;OE;0OEESP;A23;1;0
C3528;RALN;OE;0OEESP;A24;0;1
C2423;RALN;OE;0OEESP;A23;1;0
C808;RALN;OE;0OEESP;A24;1;0
C7108;RALN;OE;0OEESP;A23;0;1
C1537;RALN;OE;0OEESP;A23;1;0
C7330;RALN;OE;0OEESP;A23;1;0
C2478;RALN;OE;0OEESP;A24;1;0
IP10630;RALN;OE;0OEESP;A23;1;2
C4750;RALN;OE;0OEESP;A24;0;1
C4583;RALN;OE;0OEESP;A24;1;0
C4583;RALN;OE;0OEESP;A30;1;0
C2154;RALN;OE;0OEESP;A23;1;0
C7554;RALN;OE;0OEESP;A28;1;0
C7554;RALN;OE;0OEESP;A23;1;0
C3911;RALN;OE;0OEESP;A23;1;0
ER15418;RALN;OE;0OEESP;A23;0;1
C1264;RALN;OE;0OEESP;A23;11;9
C3876;RALN;OE;0OEESP;A23;1;0
C1773;RALN;OE;0OEESP;A23;1;0
C8135;RALN;OE;0OEESP;A23;0;1
C7741;RALN;OE;0OEESP;A23;1;0
C3829;RALN;OE;0OEESP;A23;1;0
C4961;RALN;OE;0OEESP;A23;1;0
C4515;RALN;OE;0OEESP;A23;1;0
C792;RALN;OE;0OEESP;A30;1;0
IP12420;RALN;OE;0OEESP;A30;0;1
C2525;RALN;OE;0OEESP;A41;0;1
C3295;RALN;OE;0OEESP;A23;2;0
C4501;RALN;OE;0OEESP;A23;2;0
C1137;RALN;OE;0OEESP;A23;0;4
C3745;RALN;OE;0OEESP;A23;1;0
C5531;RALN;OE;0OEESP;A29;1;0
C365;RALN;OE;0OEESP;A23;1;0
C3169;RALN;OE;0OEESP;A24;1;0
C7453;RALN;OE;0OEESP;A23;1;0
C2777;RALN;OE;0OEESP;A23;1;0
C2608;RALN;OE;0OEESP;A23;1;0
C6808;RALN;OE;0OEESP;A24;5;14
C5982;RALN;OE;0OEESP;A24;1;2
C3292;RALN;OE;0OEESP;A23;1;0
C6095;RALN;OE;0OEESP;A23;0;1
C5038;RALN;OE;0OEESP;A24;0;1
C1702;RALN;OE;0OEESP;A23;1;0
C7037;RALN;OE;0OEESP;A41;1;0
C3821;RALN;OE;0OEESP;A24;1;2
C7769;RALN;OE;0OEESP;A23;1;0
PA83;RALN;OE;0OEESP;A23;1;0
C2162;RALN;OE;0OEESP;A23;0;1
C5117;RALN;OE;0OEESP;A24;0;1
C1446;RALN;OE;0OEESP;A24;1;0
C2044;RALN;OE;0OEESP;A23;1;0
C6153;RALN;OE;0OEESP;A23;0;1
D8349;RALN;OE;0OEESP;A30;1;0
C1578;RALN;OE;0OEESP;A23;1;0
C4461;RALN;OE;0OEESP;A29;1;0
C3305;RALN;OE;0OEESP;A24;1;0
C1569;RALN;OE;0OEESP;A23;1;0
C1888;RALN;OE;0OEESP;A23;1;0
C4904;RALN;OE;0OEESP;A23;0;1
C2700;RALN;OE;0OEESP;A23;1;0
C4664;RALN;OE;0OEESP;A23;1;0
C6856;RALN;OE;0OEESP;A23;1;0
C2928;RALN;OE;0OEESP;A23;2;0
C4496;RALN;OE;0OEESP;A30;1;0
C6053;RALN;OE;0OEESP;A30;0;1
C12753;RALN;OE;0OEESP;A41;1;0
C3329;RALN;OE;0OEESP;A23;2;0
C2388;RALN;OE;0OEESP;A30;0;1
C6937;RALN;OE;0OEESP;A31;1;0
C1171;RALN;OE;0OEESP;A24;0;1
C1757;RALN;OE;0OEESP;A23;1;0
C5041;RALN;OE;0OEESP;A23;1;0
C4368;RALN;OE;0OEESP;A23;3;0
C6098;RALN;OE;0OEESP;A24;1;0
C2121;RALN;OE;0OEESP;A30;1;0
C5770;RALN;OE;0OEESP;A29;2;0
C5053;RALN;OE;0OEESP;A24;1;0
C3026;RALN;OE;0OEESP;A23;1;0
C6961;RALN;OE;0OEESP;A24;0;1
C5041;RALN;OE;0OEESP;A29;1;0
C6873;RALN;OE;0OEESP;A24;1;0
C1330;RALN;OE;0OEESP;A23;1;0
C1330;RALN;OE;0OEESP;A30;0;1
C4253;RALN;OE;0OEESP;A23;0;1
C2372;RALN;OE;0OEESP;A24;0;1
C1092;RALN;OE;0OEESP;A23;1;2
C582;RALN;OE;0OEESP;A23;3;0
C5614;RALN;OE;0OEESP;A23;1;0
C3423;RALN;OE;0OEESP;A23;1;0
C479;RALN;OE;0OEESP;A23;1;0
UC10027;RALN;OE;0OEESP;A24;1;0
C3247;RALN;OE;0OEESP;A24;1;0
C1392;RALN;OE;0OEESP;A24;1;0
C14041;RALN;OE;0OEESP;A23;1;0
C6541;RALN;OE;0OEESP;A23;2;0
C5566;RALN;OE;0OEESP;A23;1;0
C3203;RALN;OE;0OEESP;A31;1;0
C8094;RALN;OE;0OEESP;A23;1;0
C8112;RALN;OE;0OEESP;A24;2;0
V9729;RALN;OE;0OEESP;A29;0;1
C8094;RALN;OE;0OEESP;A24;0;1
C4408;RALN;OE;0OEESP;A23;1;0
C359;RALN;OE;0OEESP;A23;2;0
C7897;RALN;OE;0OEESP;A28;1;0
C2531;RALN;OE;0OEESP;A24;0;1
C6892;RALN;OE;0OEESP;A23;5;0
UC12798;RALN;OE;0OEESP;A24;1;0
C1106;RALN;OE;0OEESP;A24;4;1
C4840;RALN;OE;0OEESP;A23;1;0
C5015;RALN;OE;0OEESP;A31;1;0
C4929;RALN;OE;0OEESP;A24;3;0
C3146;RALN;OE;0OEESP;A30;1;0
C9911;RALN;OE;0OEESP;A23;0;2
C9911;RALN;OE;0OEESP;A29;0;1
C1010;RALN;OE;0OEESP;A23;1;0
C9911;RALN;OE;0OEESP;A30;0;1
C7106;RALN;OE;0OEESP;A23;1;0
C5638;RALN;OE;0OEESP;A23;1;0
C8299;RALN;OE;0OEESP;A23;1;0
C3629;RALN;OE;0OEESP;A23;1;0
C4874;RALN;OE;0OEESP;A23;1;0
C247;RALN;OE;0OEESP;A28;1;0
C247;RALN;OE;0OEESP;A27;5;3
C5247;RALN;OE;0OEESP;A24;1;0
UC12749;RALN;OE;0OEESP;A23;1;0
C3641;RALN;OE;0OEESP;A23;1;0
C3256;RALN;OE;0OEESP;A23;1;0
C3118;RALN;OE;0OEESP;A23;1;0
C6281;RALN;OE;0OEESP;A24;1;1
C1346;RALN;OE;0OEESP;A23;0;1
C6060;RALN;OE;0OEESP;A23;2;0
C1814;RALN;OE;0OEESP;A23;1;0
C4827;RALN;OE;0OEESP;A24;1;0
C5348;RALN;OE;0OEESP;A23;1;0
C2858;RALN;OE;0OEESP;A23;1;0
C4827;RALN;OE;0OEESP;A23;0;1
C2121;RALN;OE;0OEESP;A23;5;1
C7200;RALN;OE;0OEESP;A23;6;1
C2613;RALN;OE;0OEESP;A23;0;1
C6703;RALN;OE;0OEESP;A30;0;2
C6352;RALN;OE;0OEESP;A23;1;0
C7747;RALN;OE;0OEESP;A23;5;0
C562;RALN;OE;0OEESP;A23;2;0
C8134;RALN;OE;0OEESP;A24;1;0
C7174;RALN;OE;0OEESP;A23;1;0
C2219;RALN;OE;0OEESP;A24;1;0
C1579;RALN;OE;0OEESP;A30;1;0
C5469;RALN;OE;0OEESP;A23;0;1
C5873;RALN;OE;0OEESP;A31;1;0
C7957;RALN;OE;0OEESP;A23;1;0
C3943;RALN;OE;0OEESP;A24;11;1
C3282;RALN;OE;0OEESP;A23;1;0
IP10709;RALN;OE;0OEESP;A23;0;2
C911;RALN;OE;0OEESP;A23;1;0
C5856;RALN;OE;0OEESP;A23;1;0
P9043;RALN;OE;0OEESP;A31;0;1
C327;RALN;OE;0OEESP;A23;1;0
P9122;RALN;OE;0OEESP;A23;1;0
P9043;RALN;OE;0OEESP;A28;1;2
C1222;RALN;OE;0OEESP;A23;1;0
C845;RALN;OE;0OEESP;A23;1;0
ES10815;RALN;OE;0OEESP;A29;1;1
ER10817;RALN;OE;0OEESP;A23;47;1
V14247;RALN;OE;0OEESP;A23;0;2
C1037;RALN;OE;0OEESP;A23;1;0
P9095;RALN;OE;0OEESP;A23;1;0
P9095;RALN;OE;0OEESP;A30;2;0
C7050;RALN;OE;0OEESP;A23;1;2
C7033;RALN;OE;0OEESP;A30;1;0
C7033;RALN;OE;0OEESP;A23;1;0
C3096;RALN;OE;0OEESP;A24;0;1
C794;RALN;OE;0OEESP;A27;1;0
C4512;RALN;OE;0OEESP;A23;1;0
C2849;RALN;OE;0OEESP;A35;0;1
C794;RALN;OE;0OEESP;A24;1;0
C297;RALN;OE;0OEESP;A23;1;0
P9043;RALN;OE;0OEESP;A23;10;11
C7470;RALN;OE;0OEESP;A23;1;0
C7039;RALN;OE;0OEESP;A23;2;0
C7181;RALN;OE;0OEESP;A24;1;0
C7286;RALN;OE;0OEESP;A23;2;0
C7633;RALN;OE;0OEESP;A30;1;0
C3697;RALN;OE;0OEESP;A23;1;0
C3753;RALN;OE;0OEESP;A23;1;0
C826;RALN;OE;0OEESP;A23;1;1
C1119;RALN;OE;0OEESP;A23;1;0
C4604;RALN;OE;0OEESP;A27;1;1
C5347;RALN;OE;0OEESP;A23;1;0
C6062;RALN;OE;0OEESP;A24;2;0
C6967;RALN;OE;0OEESP;A30;0;1
C5035;RALN;OE;0OEESP;A23;0;1
C5481;RALN;OE;0OEESP;A23;1;0
C1091;RALN;OE;0OEESP;A23;1;0
C1834;RALN;OE;0OEESP;A31;1;0
C474;RALN;OE;0OEESP;A23;2;0
C6316;RALN;OE;0OEESP;A23;0;2
C7569;RALN;OE;0OEESP;A23;1;0
C12276;RALN;OE;0OEESP;A23;1;0
C4442;RALN;OE;0OEESP;A31;0;1
C2768;RALN;OE;0OEESP;A24;4;4
C7889;RALN;OE;0OEESP;A23;0;1
C4577;RALN;OE;0OEESP;A24;0;1
C6758;RALN;OE;0OEESP;A23;1;0
C8294;RALN;OE;0OEESP;A28;0;1
C3527;RALN;OE;0OEESP;A23;1;0
UC9864;RALN;OE;0OEESP;A28;0;1
C849;RALN;OE;0OEESP;A30;0;1
C4643;RALN;OE;0OEESP;A23;1;0
C2438;RALN;OE;0OEESP;A24;1;0
C4311;RALN;OE;0OEESP;A23;1;0
C3137;RALN;OE;0OEESP;A24;1;0
C3522;RALN;OE;0OEESP;A23;0;3
C8168;RALN;OE;0OEESP;A23;0;2
C7732;RALN;OE;0OEESP;A23;1;0
C609;RALN;OE;0OEESP;A23;0;2
D8358;RALN;OE;0OEESP;A23;0;1
C3390;RALN;OE;0OEESP;A24;2;0
C2481;RALN;OE;0OEESP;A23;3;0
C7259;RALN;OE;0OEESP;A23;1;0
C259;RALN;OE;0OEESP;A23;1;0
C7732;RALN;OE;0OEESP;A30;0;3
C6715;RALN;OE;0OEESP;A23;1;0
C4577;RALN;OE;0OEESP;A30;1;0
C4452;RALN;OE;0OEESP;A23;1;0
C7926;RALN;OE;0OEESP;A23;1;0
C904;RALN;OE;0OEESP;A23;3;0
P9034;RALN;OE;0OEESP;A30;0;1
C5644;RALN;OE;0OEESP;A24;1;0
C3631;RALN;OE;0OEESP;A23;2;0
C4672;RALN;OE;0OEESP;A23;1;0
C256;RALN;OE;0OEESP;A23;0;2
P9034;RALN;OE;0OEESP;A28;0;1
C3249;RALN;OE;0OEESP;A24;1;0
C7371;RALN;OE;0OEESP;A23;1;0
C5525;RALN;OE;0OEESP;A28;3;1
C6975;RALN;OE;0OEESP;A29;1;0
C6755;RALN;OE;0OEESP;A23;2;1
C305;RALN;OE;0OEESP;A23;1;0
C1870;RALN;OE;0OEESP;A23;2;0
C8050;RALN;OE;0OEESP;A23;1;0
C7841;RALN;OE;0OEESP;A23;0;1
C5525;RALN;OE;0OEESP;A23;2;1
C5525;RALN;OE;0OEESP;A29;0;1
C3073;RALN;OE;0OEESP;A24;1;1
C6975;RALN;OE;0OEESP;A23;0;1
PA100;RALN;OE;0OEESP;A24;2;0
C4920;RALN;OE;0OEESP;A23;0;2
C210;RALN;OE;0OEESP;A23;1;0
C8004;RALN;OE;0OEESP;A23;0;1
C1762;RALN;OE;0OEESP;A23;1;0
C210;RALN;OE;0OEESP;A30;0;1
C5502;RALN;OE;0OEESP;A30;0;2
C2692;RALN;OE;0OEESP;A23;1;0
C7731;RALN;OE;0OEESP;A23;1;0
P9064;RALN;OE;0OEESP;A23;1;1
C4349;RALN;OE;0OEESP;A23;1;0
C5398;RALN;OE;0OEESP;A23;1;0
C6721;RALN;OE;0OEESP;A24;1;0
C4715;RALN;OE;0OEESP;A23;1;0
C7719;RALN;OE;0OEESP;A23;1;0
C2113;RALN;OE;0OEESP;A23;2;0
C585;RALN;OE;0OEESP;A30;1;0
C403;RALN;OE;0OEESP;A23;2;0
C2539;RALN;OE;0OEESP;A23;1;1
C3772;RALN;OE;0OEESP;A23;1;0
C675;RALN;OE;0OEESP;A23;1;0
C3159;RALN;OE;0OEESP;A23;1;0
C585;RALN;OE;0OEESP;A23;1;0
P9113;RALN;OE;0OEESP;A28;0;1
C1514;RALN;OE;0OEESP;A23;1;0
ER12889;RALN;OE;0OEESP;A29;2;3
C7547;RALN;OE;0OEESP;A23;1;0
C4624;RALN;OE;0OEESP;A29;1;0
C4624;RALN;OE;0OEESP;A28;1;0
C7191;RALN;OE;0OEESP;A23;1;0
UC8800;RALN;OE;0OEESP;A24;0;1
C3510;RALN;OE;0OEESP;A24;2;10
C4624;RALN;OE;0OEESP;A24;1;0
C7205;RALN;OE;0OEESP;A23;1;0
C7149;RALN;OE;0OEESP;A23;1;0
C2404;RALN;OE;0OEESP;A23;3;1
C1415;RALN;OE;0OEESP;A30;1;0
C1189;RALN;OE;0OEESP;A30;0;1
C3573;RALN;OE;0OEESP;A23;3;1
D8369;RALN;OE;0OEESP;A24;1;1
C429;RALN;OE;0OEESP;A23;1;0
C6232;RALN;OE;0OEESP;A23;1;0
P9097;RALN;OE;0OEESP;A30;0;1
C8155;RALN;OE;0OEESP;A24;3;0
C6226;RALN;OE;0OEESP;A23;0;1
C5329;RALN;OE;0OEESP;A23;7;0
C2245;RALN;OE;0OEESP;A30;1;0
C3872;RALN;OE;0OEESP;A23;1;2
C2975;RALN;OE;0OEESP;A23;1;0
C3731;RALN;OE;0OEESP;A23;2;1
C3653;RALN;OE;0OEESP;A23;1;0
C536;RALN;OE;0OEESP;A23;2;3
UC10797;RALN;OE;0OEESP;A23;4;0
C1566;RALN;OE;0OEESP;A23;1;0
C4671;RALN;OE;0OEESP;A23;1;0
C2975;RALN;OE;0OEESP;A28;1;0
C5616;RALN;OE;0OEESP;A23;3;1
C7457;RALN;OE;0OEESP;A29;0;1
C5267;RALN;OE;0OEESP;A23;2;0
UC12416;RALN;OE;0OEESP;A23;2;0
C6552;RALN;OE;0OEESP;A24;1;0
C7924;RALN;OE;0OEESP;A28;0;1
C5386;RALN;OE;0OEESP;A23;1;0
C3376;RALN;OE;0OEESP;A24;1;0
C3957;RALN;OE;0OEESP;A23;1;0
C7699;RALN;OE;0OEESP;A23;1;0
C1962;RALN;OE;0OEESP;A23;1;0
C4440;RALN;OE;0OEESP;A23;1;0
C2365;RALN;OE;0OEESP;A23;1;0
C4023;RALN;OE;0OEESP;A30;1;1
C3687;RALN;OE;0OEESP;A23;1;0
C5382;RALN;OE;0OEESP;A24;1;0
C1560;RALN;OE;0OEESP;A23;3;0
C4564;RALN;OE;0OEESP;A23;1;0
V15398;RALN;OE;0OEESP;A30;7;7
C3816;RALN;OE;0OEESP;A23;1;0
C2144;RALN;OE;0OEESP;A23;1;0
PA94;RALN;OE;0OEESP;A30;0;1
C12274;RALN;OE;0OEESP;A23;3;0
C8073;RALN;OE;0OEESP;A23;1;0
P9113;RALN;OE;0OEESP;A23;9;1
C2036;RALN;OE;0OEESP;A23;2;0
C855;RALN;OE;0OEESP;A23;1;0
C2546;RALN;OE;0OEESP;A30;1;0
C2869;RALN;OE;0OEESP;A23;1;0
C2499;RALN;OE;0OEESP;A24;1;0
C6084;RALN;OE;0OEESP;A24;0;1
C1221;RALN;OE;0OEESP;A23;1;0
C234;RALN;OE;0OEESP;A24;1;0
C6801;RALN;OE;0OEESP;A23;1;0
IP10436;RALN;OE;0OEESP;A23;2;0
C5570;RALN;OE;0OEESP;A23;2;0
C7839;RALN;OE;0OEESP;A24;7;1
C2796;RALN;OE;0OEESP;A23;1;0
C5502;RALN;OE;0OEESP;A23;1;1
IP10708;RALN;OE;0OEESP;A23;0;3
CM9036;RALN;OE;0OEESP;A23;1;0
C7140;RALN;OE;0OEESP;A30;1;2
C2015;RALN;OE;0OEESP;A24;2;0
C3488;RALN;OE;0OEESP;A23;2;0
C2360;RALN;OE;0OEESP;A23;0;1
C3371;RALN;OE;0OEESP;A28;1;0
C2557;RALN;OE;0OEESP;A23;2;0
C962;RALN;OE;0OEESP;A23;1;0
C6717;RALN;OE;0OEESP;A23;1;0
C7140;RALN;OE;0OEESP;A23;2;0
C3376;RALN;OE;0OEESP;A29;1;1
C5474;RALN;OE;0OEESP;A23;3;0
C3366;RALN;OE;0OEESP;A23;1;0
C4127;RALN;OE;0OEESP;A23;0;1
C3376;RALN;OE;0OEESP;A23;1;0
C5598;RALN;OE;0OEESP;A23;0;1
C6214;RALN;OE;0OEESP;A23;1;0
C204;RALN;OE;0OEESP;A23;3;2
C1593;RALN;OE;0OEESP;A24;0;2
C5477;RALN;OE;0OEESP;A23;1;0
C473;RALN;OE;0OEESP;A41;0;1
C3569;RALN;OE;0OEESP;A30;1;0
C4674;RALN;OE;0OEESP;A30;1;0
R9205;RALN;OE;0OEESP;A23;1;0
C4674;RALN;OE;0OEESP;A23;4;0
C2886;RALN;OE;0OEESP;A23;1;0
C4343;RALN;OE;0OEESP;A23;5;0
C5993;RALN;OE;0OEESP;A23;1;0
C3641;RALN;OE;0OEESP;A30;2;0
C7737;RALN;OE;0OEESP;A30;1;0
C6915;RALN;OE;0OEESP;A23;2;0
C2336;RALN;OE;0OEESP;A23;1;0
C4868;RALN;OE;0OEESP;A41;1;2
C5182;RALN;OE;0OEESP;A23;1;0
C2232;RALN;OE;0OEESP;A23;3;0
C7551;RALN;OE;0OEESP;A23;1;1
C6430;RALN;OE;0OEESP;A23;1;0
C7418;RALN;OE;0OEESP;A23;2;1
C1938;RALN;OE;0OEESP;A24;2;1
C3751;RALN;OE;0OEESP;A24;1;0
R9205;RALN;OE;0OEESP;A30;2;5
C258;RALN;OE;0OEESP;A27;2;6
C4562;RALN;OE;0OEESP;A24;2;0
C5985;RALN;OE;0OEESP;A23;3;0
C4865;RALN;OE;0OEESP;A23;1;0
C5906;RALN;OE;0OEESP;A23;1;0
C4338;RALN;OE;0OEESP;A29;0;1
C555;RALN;OE;0OEESP;A24;9;9
R9190;RALN;OE;0OEESP;A24;0;2
C4426;RALN;OE;0OEESP;A23;1;0
C4916;RALN;OE;0OEESP;A23;1;0
C5183;RALN;OE;0OEESP;A23;1;0
C3680;RALN;OE;0OEESP;A24;1;0
C8238;RALN;OE;0OEESP;A23;1;0
C754;RALN;OE;0OEESP;A30;1;0
C3758;RALN;OE;0OEESP;A23;1;0
C2966;RALN;OE;0OEESP;A23;2;0
C6657;RALN;OE;0OEESP;A28;1;0
C409;RALN;OE;0OEESP;A23;1;0
C3592;RALN;OE;0OEESP;A23;4;2
UC12471;RALN;OE;0OEESP;A24;1;0
C5096;RALN;OE;0OEESP;A23;1;0
C5134;RALN;OE;0OEESP;A24;2;0
C2635;RALN;OE;0OEESP;A23;1;0
C6861;RALN;OE;0OEESP;A23;1;0
C5337;RALN;OE;0OEESP;A23;8;2
C7728;RALN;OE;0OEESP;A24;1;0
C6363;RALN;OE;0OEESP;A23;2;0
CS14506;RALN;OE;0OEESP;A23;0;1
C1299;RALN;OE;0OEESP;A23;2;0
R9190;RALN;OE;0OEESP;A23;3;7
UC10044;RALN;OE;0OEESP;A23;1;0
C6464;RALN;OE;0OEESP;A23;1;1
C3924;RALN;OE;0OEESP;A23;3;0
C3729;RALN;OE;0OEESP;A23;1;0
R9190;RALN;OE;0OEESP;A23;13;7
C3386;RALN;OE;0OEESP;A24;1;1
C3307;RALN;OE;0OEESP;A23;2;1
C634;RALN;OE;0OEESP;A41;1;0
C4971;RALN;OE;0OEESP;A23;0;1
C1615;RALN;OE;0OEESP;A23;3;0
C6077;RALN;OE;0OEESP;A24;2;2
C7267;RALN;OE;0OEESP;A23;1;0
C8275;RALN;OE;0OEESP;A23;1;0
C3609;RALN;OE;0OEESP;A23;1;0
C3287;RALN;OE;0OEESP;A23;5;4
C1971;RALN;OE;0OEESP;A24;2;0
C6396;RALN;OE;0OEESP;A24;4;0
C5158;RALN;OE;0OEESP;A23;0;1
C2387;RALN;OE;0OEESP;A24;1;1
C653;RALN;OE;0OEESP;A23;1;0
C6986;RALN;OE;0OEESP;A30;1;0
C6656;RALN;OE;0OEESP;A24;1;0
C1095;RALN;OE;0OEESP;A23;1;1
C4308;RALN;OE;0OEESP;A31;1;0
C4308;RALN;OE;0OEESP;A30;2;1
P9056;RALN;OE;0OEESP;A24;1;0
P9125;RALN;OE;0OEESP;A29;0;1
C7813;RALN;OE;0OEESP;A24;0;1
C3780;RALN;OE;0OEESP;A23;0;2
C1382;RALN;OE;0OEESP;A24;1;2
C6375;RALN;OE;0OEESP;A23;1;0
C2598;RALN;OE;0OEESP;A23;1;0
C6593;RALN;OE;0OEESP;A23;0;1
C5010;RALN;OE;0OEESP;A23;2;0
C1740;RALN;OE;0OEESP;A35;1;0
C2472;RALN;OE;0OEESP;A23;9;6
C6799;RALN;OE;0OEESP;A23;1;0
C7920;RALN;OE;0OEESP;A23;0;1
C4319;RALN;OE;0OEESP;A23;1;0
ER9953;RALN;OE;0OEESP;A23;0;1
C6656;RALN;OE;0OEESP;A23;1;0
C7463;RALN;OE;0OEESP;A23;2;0
C2666;RALN;OE;0OEESP;A23;1;0
C4811;RALN;OE;0OEESP;A23;3;0
R9201;RALN;OE;0OEESP;A29;1;1
C6710;RALN;OE;0OEESP;A30;1;0
C1746;RALN;OE;0OEESP;A29;0;1
C5887;RALN;OE;0OEESP;A23;1;0
R9201;RALN;OE;0OEESP;A30;1;0
UC12334;RALN;OE;0OEESP;A23;0;1
P9125;RALN;OE;0OEESP;A23;1;1
C2474;RALN;OE;0OEESP;A31;1;0
C3084;RALN;OE;0OEESP;A23;0;1
C7331;RALN;OE;0OEESP;A23;1;0
C7096;RALN;OE;0OEESP;A29;2;0
C8202;RALN;OE;0OEESP;A24;3;2
C7754;RALN;OE;0OEESP;A28;1;0
C1538;RALN;OE;0OEESP;A23;1;0
C7439;RALN;OE;0OEESP;A23;1;0
C4308;RALN;OE;0OEESP;A28;4;5
C4308;RALN;OE;0OEESP;A23;111;118
C7096;RALN;OE;0OEESP;A23;1;0
C6842;RALN;OE;0OEESP;A23;1;1
V15393;RALN;OE;0OEESP;A30;2;4
C5057;RALN;OE;0OEESP;A23;1;1
C4278;RALN;OE;0OEESP;A30;2;3
P9056;RALN;OE;0OEESP;A23;1;0
C1087;RALN;OE;0OEESP;A23;2;0
C2225;RALN;OE;0OEESP;A27;1;1
C4205;RALN;OE;0OEESP;A23;1;0
C4476;RALN;OE;0OEESP;A23;2;0
C2417;RALN;OE;0OEESP;A24;1;0
C3993;RALN;OE;0OEESP;A23;1;0
C1688;RALN;OE;0OEESP;A23;1;0
C3013;RALN;OE;0OEESP;A30;2;0
C2802;RALN;OE;0OEESP;A23;1;0
C7685;RALN;OE;0OEESP;A23;0;2
C5076;RALN;OE;0OEESP;A23;0;2
C1637;RALN;OE;0OEESP;A23;0;1
C1045;RALN;OE;0OEESP;A23;0;1
C1419;RALN;OE;0OEESP;A30;0;1
C1095;RALN;OE;0OEESP;A29;1;0
C3916;RALN;OE;0OEESP;A30;1;0
C3087;RALN;OE;0OEESP;A23;1;0
C4124;RALN;OE;0OEESP;A23;4;0
C3013;RALN;OE;0OEESP;A23;1;0
C5633;RALN;OE;0OEESP;A23;2;0
C7851;RALN;OE;0OEESP;A23;0;1
C12917;RALN;OE;0OEESP;A23;2;0
C1508;RALN;OE;0OEESP;A23;2;0
C6674;RALN;OE;0OEESP;A23;1;0
C1625;RALN;OE;0OEESP;A23;2;0
C8302;RALN;OE;0OEESP;A23;1;0
C4054;RALN;OE;0OEESP;A27;2;0
C2554;RALN;OE;0OEESP;A41;0;1
C2407;RALN;OE;0OEESP;A23;9;0
C2318;RALN;OE;0OEESP;A23;1;0
C1949;RALN;OE;0OEESP;A23;1;1
C2554;RALN;OE;0OEESP;A24;4;14
C3593;RALN;OE;0OEESP;A29;1;0
C3593;RALN;OE;0OEESP;A23;1;0
C5234;RALN;OE;0OEESP;A29;0;1
C5627;RALN;OE;0OEESP;A23;1;0
P9045;RALN;OE;0OEESP;A29;2;0
C2516;RALN;OE;0OEESP;A23;1;0
C2682;RALN;OE;0OEESP;A23;0;1
C1357;RALN;OE;0OEESP;A41;1;0
C1371;RALN;OE;0OEESP;A23;0;1
