ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
N14357;REFR;CD;28762,49;0;2874,87;592,3;7901,47;14,51
N14357;REFR;XA;25297,67;0;2108,33;618,67;2855,67;3793,67
UC12799;REFR;CC;24060,17;0;2005,01;337,86;1316,79;766,65
UC12799;REFR;CD;29491,33;137,67;3109;245,33;10609,33;559,67
N12516;REFR;CC;25128,55;17,95;2127,25;292,53;1330,88;2616,19
N12516;REFR;CB;21345,27;0;1778,73;165,27;1160,73;2000,73
N12516;REFR;CD;30323;0;3757,5;0;19384;707
N12516;REFR;XA;24881,58;0;2052,25;1836,83;2852,84;1670,29
N12517;REFR;CC;24508,36;0;2055,27;77,45;1475,86;2209,91
N12517;REFR;CD;28207,87;0;2598,75;0;4905;40,12
C12907;REFR;CC;24936,33;0;2078;216,33;1324,67;3123
C12907;REFR;CB;20311,5;0;1693;85;1153,5;2559
C12907;REFR;CD;27469;0;2800;70;6074;4863
C4363;REFR;CC;24222,67;0;2018,67;507,33;1318;4162,33
C4363;REFR;CB;22054;0;1842;59;1219;5390
C4363;REFR;CD;28060;0;2943,5;170;12544;579
C5895;REFR;CC;24253;0;2029;0;1414,33;225,33
C5895;REFR;CB;21199,5;0;1773,5;0;1242,5;42,5
C5822;REFR;CC;24978,25;22;2083,5;834;1324,25;2007,25
C5822;REFR;CB;22435;0;1874;355,5;1224;3182
C5822;REFR;CD;27469;0;2289;301;15421;0
C7464;REFR;FP;41779;0;7698;0;33286;28852
C7464;REFR;CC;24983,86;9,59;2089,89;182,72;1326,68;4216,96
C7464;REFR;CB;21449,15;0;1790,69;187,21;1164,9;1667,76
C7464;REFR;CD;29253,95;4,66;2700,24;190,47;5822,44;4359,18
C5930;REFR;CC;24001,3;0;2000,11;290,27;1285,95;547,78
C5930;REFR;CB;20456;0;1705;77;1154;433
C7899;REFR;CC;24391,15;0;2086,24;292,59;1318,58;1442,93
C7899;REFR;CB;21958,75;112,75;1840,75;168,25;1178,75;4439,5
C7899;REFR;CD;28060;0;2688,5;0;8263;265,5
C3804;REFR;CC;25025,25;141;2125,75;397,25;1161,25;1023,5
C3804;REFR;CB;21315,8;0;1802,63;513,66;1061,85;784,68
C3804;REFR;CD;28311;0;2392;547;11320,33;680,33
C3804;REFR;XA;25032;0;2115;73;2568;4009
C7578;REFR;CC;24057,65;0;1976,1;133,05;1316,78;0
C7578;REFR;CB;20239;0;1686,75;51,25;1153;412,25
C7578;REFR;CD;27469;0;2659;644,5;5840;177
C7578;REFR;XA;24548;0;2046;0;2825;2542
C2301;REFR;CC;24833,14;0;2070,12;574,17;1560,12;4129,03
C2301;REFR;CB;20358,55;0;1673,17;167,78;1154,24;3961,09
C2301;REFR;CD;28747,29;0;2968,82;209,13;11070,8;113,01
C2301;REFR;XA;24800,14;0;2034,75;532,61;2859,31;521,62
C2301;REFR;XB;27469;0;2570;327;9777;0
C6497;REFR;CC;24650;0;2054,25;461,5;1169,5;2181,25
C6497;REFR;CB;21345,5;0;1779;772,5;864,5;2553,5
C6497;REFR;CD;29474;0;2456;0;15947;0
C2051;REFR;CC;24378,41;56,7;2084,73;933,07;1276,28;3116,69
C2051;REFR;CB;19773,43;0;1687,43;574,57;1119,14;2760
C2051;REFR;CD;27556,33;0;2406;408,33;10668;1945
C2051;REFR;XA;24037;0;2046;13;2506;4665
C7064;REFR;CA;19508;0;1611;48;1606;4462
C7064;REFR;CC;25177,89;58,6;2089,41;517,19;1668,38;4571,48
C7064;REFR;CB;21979,29;9;1832,29;321,43;1094,86;4701
C7064;REFR;CD;32108,02;267,23;3461,6;1735,02;15541,49;896,2
C7064;REFR;XA;24222,67;0;2018,67;1240;2623;2091,67
C7064;REFR;XB;27469;0;3023;0;14965;133
C7420;REFR;CC;24786,67;0;2065,67;634;1325,33;4064,33
C7420;REFR;CB;20967,25;0;1748,25;344,25;1170,75;3169
C7420;REFR;CD;29013,67;23,67;2586,33;705,67;4232,33;2940
C7505;REFR;CA;19275;0;1606;275;1702;65
C7505;REFR;CC;24681,28;0;2057,21;493,56;2557,79;0
C7505;REFR;CD;27269,6;0;2272,8;27,2;8208;0
C6595;REFR;CC;24462,26;72;2044,52;525,91;1319,83;1013,22
C6595;REFR;CB;12288,5;0;1026;416,5;652;1933,5
C6595;REFR;CD;31172;0;2598;4675;15477;0
C5782;REFR;CC;24762,59;0;2054,08;371,83;1322,82;2694,54
C5782;REFR;CB;20744,31;11,08;1730,4;366,83;1166,95;1816,62
C5782;REFR;CD;29383,71;0;3048,86;83,57;7764,43;809,14
C7325;REFR;CC;24303,75;129;2036;127,75;1318,25;3710
C7325;REFR;CB;21727,33;0;1810,67;539,67;1163;4202,67
C7325;REFR;CD;28060;0;2668,5;101;6595,5;7023,5
C7325;REFR;XA;24060;0;2005;307;2614;4015
C2913;REFR;CC;23992,95;0;2071,67;1474,19;1307,26;1063,53
C2913;REFR;CB;21077,77;0;1756,48;261,46;1158,4;1112,96
C2913;REFR;XA;26419;0;2202;1500;2865;582
C8124;REFR;FP;33423;0;3714;0;19335;8576
C8124;REFR;CC;24594,23;0;2032,79;229,41;1258,94;1417,06
C8124;REFR;CB;21045,9;0;1592,7;0;1154,1;4126,5
C8124;REFR;CD;30378,56;42,06;2514,23;0;13515,46;1933,61
C5238;REFR;CC;24782,99;6,76;2232;144,79;1116,06;2686,87
C5238;REFR;CB;21120,64;0;1760,12;626,94;977,21;2246,75
C5238;REFR;CD;29059,87;65,56;2972,03;716,77;9484,14;3943,58
C5238;REFR;XA;24222,67;0;2018,67;630,67;2631,67;875
C4611;REFR;CC;24493;0;2041;187;1319,5;2943
C4611;REFR;CB;21080,5;0;1757;37,5;1158;3484
C4611;REFR;CD;27469;0;2827;18;7858;1333
PA149;REFR;DI;44566;0;6560;0;34153;0
PA149;REFR;CC;24304;0;4050,5;72;121,5;1431
PA149;REFR;CB;20357;778,67;3457,67;59;102;1409,67
PA149;REFR;CD;32971,33;82,67;5502;1027;164,67;3266,33
C493;REFR;CC;24170,15;0;1996,34;57,63;1317,55;1766,04
C493;REFR;CB;21852,35;0;1824,35;305,74;1164,35;4298,61
C493;REFR;CD;29363,68;68,34;2726,55;131,15;6192,33;1543,73
C493;REFR;XA;24548;0;2046;0;2850;893
C4214;REFR;CC;24060,25;0;2005;177,5;1316,75;1254,75
C4214;REFR;CB;21705;0;1809;66;1162;2894
C4214;REFR;CD;27469;0;2687;125;7382,5;4045,5
C4064;REFR;CC;24927,51;0;2109,06;611;1323,08;4402,06
C4064;REFR;CB;21929,33;11,5;1830;439;1182,67;4471,83
C4064;REFR;CD;28506,73;0;2350,36;99,82;12612;1514,18
C4064;REFR;XA;24737;0;2061,5;1433,5;2846,5;4668
C4064;REFR;XB;28651;0;2136;143;16118;0
C5166;REFR;CC;24791,08;0;2158,89;549,97;2549,91;145,85
C5166;REFR;CB;20987,75;0;1750,25;417,5;1172;290,25
C5166;REFR;CD;27129,6;0;2566,08;0;5885,76;0
C5921;REFR;CC;25109,51;0;2092,38;271,91;1324,8;1669,27
C5921;REFR;CB;20909,6;0;1742,6;321,2;1157,2;1397,6
C5921;REFR;CD;29474;0;3205;0;13472;0
C6266;REFR;CC;24910,91;0;2075,83;407,92;1324,33;1528,38
C6266;REFR;CB;20170,86;0;2906,99;350,5;1152,89;926,15
C6266;REFR;CD;31172,5;0;3339,5;218;12111;2957,5
C6266;REFR;XA;24926;0;2077;141;2808;1464
C4765;REFR;CC;24060;0;2035;108;120;1557
C4765;REFR;CB;20166,5;0;1706;42;101;1961
C4765;REFR;CD;29407,67;0;2757,67;253,33;1533,67;9967
C2422;REFR;CC;24060;0;2005;326;7534;618
C2422;REFR;CB;20936;0;1745;352,5;1157,5;946,5
C2422;REFR;CD;29320,5;426,5;3113,5;1189;8093,5;2357,5
C288;REFR;CC;24666,76;13,81;2042,52;413,27;1687,2;2818,14
C288;REFR;CB;20691;77;1702;603;1394,6;1741,8
C288;REFR;CD;29694,55;0;2497,09;158,55;18199,27;3221,82
C776;REFR;CC;25615,55;2,85;2134,89;342,68;1329,03;1858,76
C776;REFR;CB;19352,54;67,85;1606,15;345,69;1044,69;3367,62
C776;REFR;CD;27283,66;0;2950,72;68,43;10407,06;49,53
C776;REFR;XA;26151,5;0;2179,5;331;2861;4729
C776;REFR;XB;27469;0;2289;313;2991;4883
C6849;REFR;CC;24361,4;62,6;2035,16;0;1323,37;0
C6849;REFR;CB;21080,5;0;1757;0;1158;2969
C6849;REFR;CD;42100,67;284;2046;0;6158,33;947,67
C6849;REFR;XA;24304;64;2030,5;0;1967;0
C7587;REFR;CC;24660,67;0;2055,33;328,33;1321,67;0
C7587;REFR;CB;21664,5;0;1808;103,5;1190,5;32,5
C7587;REFR;CD;27576,48;0;2306,94;249,27;1483,2;151,18
C1370;REFR;CC;23747,14;0;1289,14;651,43;1270,29;0
C1370;REFR;CB;22798;0;1904;772;1226;0
C1370;REFR;CD;28067,61;0;2696,52;283,35;5026,84;0
C1370;REFR;XA;25884;0;2157;162;2734;3279
C1416;REFR;FP;41779;0;6677;0;38122;8865
C1416;REFR;CC;24812,68;0;2079,61;418,49;1322,23;2554,31
C1416;REFR;CB;21290,5;53,17;1780,17;55;1178,33;2982,5
C1416;REFR;CD;31172,5;70,5;3097;599;9116,5;0
C1416;REFR;XA;25188,5;0;2099;348,75;2848,5;5126
C2820;REFR;CA;20022,75;0;1668,53;74,53;1768,6;880,11
C2820;REFR;CC;24546,06;31,83;2078,47;337,04;1663,55;1301,52
C2820;REFR;CB;22212,86;0;1853,49;16,63;1195,03;1042,97
C2820;REFR;CD;31532,85;0;3361,2;207,3;13404;482,55
C2820;REFR;XA;24650;0;2054,25;800,25;2851,5;1826
C7568;REFR;CC;24910,57;0;2088,73;371,66;1520,56;4592,33
C7567;REFR;CC;24179,76;0;2063,76;668,08;1844,08;3342,61
C7567;REFR;CB;20167;0;1681;26;1153;4157
C5506;REFR;CC;24830,67;0;2069,33;413;1322,67;2808
C5506;REFR;CB;20167;0;1681;94;1153;1429
C5506;REFR;CD;27950,53;0;2631,16;290,53;7139,37;0
C5871;REFR;FP;33423;0;4260;0;8098;12033
C5871;REFR;CC;24182,25;0;2015,25;444,25;1478,25;2474,75
C5871;REFR;CB;20756;0;1730;237;1326,5;2446
C5871;REFR;CD;28651;0;2928,5;0;10667;815
C5871;REFR;XA;25896,5;0;2158,5;421;3081;6208,5
C7009;REFR;CC;24346,06;0;2068,24;336;1313,47;329,47
C7009;REFR;CB;22251,5;0;1856,5;245;1194;32,5
C7009;REFR;CD;27469,09;0;2497,45;47,27;4740,36;0
C3048;REFR;FP;41779;0;6647;0;47122;14495
C3048;REFR;CA;19061;0;1588;0;1683;685
C3048;REFR;CC;25037,38;53,95;2093,35;269,31;1390,85;4715,29
C3048;REFR;CB;20986,72;0;1750,6;521,74;1179,45;2124,89
C3048;REFR;CD;28997,71;0;2726,29;319,71;6463,43;907,29
C3048;REFR;XA;25504,03;9,29;2121,38;388,11;2847,74;8040,24
C3048;REFR;XC;31172;0;3290;0;11374;0
C3048;REFR;XB;30671;0;2556;379;4605;2015
C8162;REFR;CC;24304;0;2025,5;398;1318,5;2398
C8162;REFR;CB;22070;0;1841,5;516;1192,5;1229,5
C8162;REFR;CD;31172;0;3290;776;11868;0
C5078;REFR;CC;24854,11;0;1748,21;256,21;1482,53;1331,79
C5078;REFR;CB;21108,89;0;1774,27;64,64;1297,28;609,73
C5078;REFR;CD;28651;0;3184;248;14757;807
C5078;REFR;XA;26419;101;2210;85;3053;1467
C6451;REFR;CC;24577,32;0;2102,3;128,05;1256,05;0
C6451;REFR;CB;22071,5;0;1841,5;142,5;1055,5;31,5
C6451;REFR;CD;29607,35;0;2448,68;434,9;14178,19;1004,82
C6451;REFR;XA;24087,16;0;2005,26;251,37;2715,79;1003,58
C7088;REFR;CC;25128,61;0;2094;472,53;1325,27;1031,39
C7088;REFR;CB;20357;0;1696,33;123,33;1154,33;1524,33
C7088;REFR;CD;28925,33;0;3206,67;546,67;14662;164
C6628;REFR;CC;24885,06;0;2073,81;481,74;1322,34;2809,21
C6628;REFR;CB;21104,64;0;1750,66;585,28;1159,22;2880,44
C6628;REFR;CD;29357,25;0;2449,5;421,25;11808;2019,5
C6628;REFR;XA;24548;0;2046;1002;2819;3478
C6628;REFR;XB;29474;0;2456;237;11687;0
C6168;REFR;CC;24444,89;0;2037,11;781,78;1318,89;2959,56
C6168;REFR;CB;22070;0;1841,5;1111;1192,5;4719
C6168;REFR;CD;30604,91;0;2120,46;0;9388,54;2733,88
C8152;REFR;CC;24060;0;1046,09;623,48;1345,04;0
C8152;REFR;CB;20679,33;0;1723,33;210,67;1560,67;3936,33
C8152;REFR;CD;27468,21;0;4268,21;804,64;4038,98;0
C6154;REFR;CC;24936,33;0;2078;464;1375;4838,5
C6154;REFR;CB;20896,75;0;1742,5;431,5;1238,5;3024
C6154;REFR;CD;27468,5;138,01;2304,82;119,47;14472,64;2487,16
C6154;REFR;XA;25150;0;2096;643;2875,5;3175
C5555;REFR;CC;24169,57;0;2033,05;552,67;1317,53;619,96
C5555;REFR;CB;20733,5;0;1728,75;1245,25;1169,75;2667,75
C5555;REFR;CD;29473;0;2931;0;14252;0
C7556;REFR;FP;41779;0;3344;0;16913;8372
C7556;REFR;CC;24893,18;0;2039,88;266,04;1259,2;3025,67
C7556;REFR;CB;20756;0;1730;1293;1103,5;3112
C7556;REFR;CD;28656,5;0;2388,15;2631,71;10520,9;116,51
C7556;REFR;XA;26151,5;0;2179,5;1359,5;2732,5;4108,5
C4628;REFR;CC;25072,33;18,52;2090,94;611,1;1324,45;2676,39
C4628;REFR;CB;21773,23;21,23;1816,92;68,77;1171,85;1502,31
C4628;REFR;CD;28796,8;0;2955,2;485,4;9577,4;2504,4
C5720;REFR;FP;41779;0;4701;0;39686;19181
C5720;REFR;CC;25175,22;0;2097,89;334;1224,89;2199,78
C5720;REFR;CB;20544,2;0;1712,8;233,6;1150,6;1621,8
C5720;REFR;CD;28531,33;199;2394,33;426,33;13506,33;2993,33
C5720;REFR;XA;25641;0;2158,5;498,5;2691,5;4433,5
C6507;REFR;CC;24202,72;7,53;2089,4;390,38;1322,94;3992,89
C6507;REFR;CB;20490,5;0;1730;325,5;1155;2589
C6713;REFR;CC;24786,67;0;2065,67;0;1322,33;3019,33
C6713;REFR;CB;20738;0;1728;0;1157;3706
C6713;REFR;CD;29013,67;0;2417,67;0;7806,67;4834
C6713;REFR;XA;25374;0;2115;0;2858;2071
C3055;REFR;CC;24285,23;0;2023,85;246,92;1417,85;2228,31
C3055;REFR;CB;22070;0;1843,5;242;1422;4719
C3055;REFR;CD;27881,82;0;2915,79;71,77;10042,11;0
C6014;REFR;CC;24632,52;0;2071,89;117,71;1449,64;1922,58
C6014;REFR;CB;21140,75;2,5;1763,25;596,5;1416,25;2289
C6014;REFR;CD;29474;0;3222;0;13932;315
C6014;REFR;XA;25884;0;2157;580,5;2349,5;6128,5
C5632;REFR;FP;41779;0;5185;0;20442;9009
C5632;REFR;CC;24060,46;0;2004,92;214,62;1316,77;1149,69
C5632;REFR;CB;21517;0;1793,86;609,43;1169,29;1675,86
C5632;REFR;CD;29786;0;3054,5;250;8365,5;5327,5
C4866;REFR;FP;42301;0;3576;0;8731;17078
C4866;REFR;CC;24067,88;0;1993,02;215,9;1196,71;77,15
C4866;REFR;CB;20456;0;1705;247;1052;388
C4866;REFR;CD;30788,5;10,5;2566,5;365,5;5483,5;0
C4866;REFR;XA;24926;0;2077;504;2494;0
C3085;REFR;FP;41779;0;7050;0;41414;7934
C3085;REFR;CC;25051,99;6,45;2089,24;113,96;1324,41;2622,4
C3085;REFR;CB;21363,25;0;1782,85;35,76;1178,52;1978,11
C3085;REFR;CD;29062,5;0;3152,5;165,75;13698;3480,75
C3085;REFR;XA;24854,71;0;2071,16;2202,77;2796,97;4404,39
C3085;REFR;XC;31172;0;3280;301;14296;0
C573;REFR;CC;25048,71;13,44;2086,7;363,25;1324,41;808,6
C573;REFR;CB;21585,33;0;1799;68,67;1162;295,67
C573;REFR;CD;29474;0;2878;0;6438;0
C573;REFR;XA;24060;0;2005;254;2782;2461
C2494;REFR;CC;24439,08;0;2037,64;383,61;1439,61;907,28
C2494;REFR;CB;20167;0;1681;290;1230;0
C2494;REFR;CD;29911,5;361,5;2523;1154;1730,5;827
C2494;REFR;XA;24926;0;2077;688;3027;3222
C4812;REFR;CC;24486,94;0;2043,47;440,41;1318,9;12,51
C4812;REFR;CB;20103;0;1675,33;18;1095;322
C4812;REFR;CD;28703,33;54,33;3090;52;9667,33;8,33
C5967;REFR;CC;24635,54;0;2055,69;0;1320,46;740,31
C5967;REFR;CB;21510,5;0;1792,5;0;1162;1611,5
C5967;REFR;CD;27469;0;2289;0;1477;2438
C1243;REFR;CC;24490,93;0;2024,59;352,39;1320;906,15
C1243;REFR;CB;20678;0;1723,25;165,25;1156,25;1166,75
C1243;REFR;CD;28471,5;0;2832,5;457,5;6996,5;205,5
C907;REFR;CC;24273;0;2029;345;1314,67;2158
C907;REFR;CB;22435;0;1874;523;1223;4887
C907;REFR;CD;30606,33;36,33;2894;275,67;7111;279,33
C907;REFR;XA;25374;0;2115;329;2858;4815
C3430;REFR;CC;25088,86;0;2090,71;0;1324,29;626
C3430;REFR;CB;22275,65;70,7;1629,91;0;1534,7;360,26
C3430;REFR;CD;27469;0;2289;0;10950;2561
C3430;REFR;XA;24548;0;2046;0;2085;206
C3430;REFR;XB;27469;0;2289;0;9012;0
C612;REFR;CC;24060;0;2005;833;1317;1305
C612;REFR;CB;20737,66;0;1728;210,21;1156,14;853,24
C612;REFR;CD;27469,24;0;2319,72;285,52;3124,14;259,86
C612;REFR;XA;26419;0;2202;1335;2865;561
C5903;REFR;CC;25195,74;9,28;2082,01;696,71;1273,98;3037,04
C5903;REFR;CB;21387,64;38,14;1786,5;259,29;1065,64;3583,5
C5903;REFR;CD;28626,33;0;2417,67;2625,33;13857;2716,33
C5903;REFR;XA;24552,14;0;2093,98;3383,18;2663,05;2888,33
C1172;REFR;FP;41779;0;3973;0;8330;2186
C1172;REFR;CC;25209;53,41;2105,22;196,37;1229,35;2637,98
C1172;REFR;CB;21719,39;0;1822,57;81,12;1081,37;1815,55
C1172;REFR;CD;29737,38;62,13;2485;416,13;6956,38;768,63
C1172;REFR;XA;24410,67;0;2034,4;474,93;2803,2;1011,2
C1172;REFR;XB;30671;0;2556;0;7974;0
C2955;REFR;CC;24061,09;0;2005,09;1641,82;1317,27;678,55
C2955;REFR;CB;20777,74;0;1803,13;509,22;1206,26;2437,04
C2955;REFR;CD;29412,92;324,92;2734,15;122,77;8903,08;36,92
C2955;REFR;XA;26419;0;2202;1057;2865;2265
C3460;REFR;CC;24641,26;12,11;2064,45;40,53;1231,9;4631,69
C3460;REFR;CB;22178,94;26,07;1803,11;45,84;1066,45;5530,53
C3460;REFR;CD;33229,87;0;2775,2;0;14965,87;2434,93
C3460;REFR;XA;25617;0;2135;1856,33;2830,33;2370,67
C3460;REFR;XB;30671;0;2556;633;13737;0
C4022;REFR;CC;24761,92;0;2067,33;486,77;1322,65;3464,13
C4022;REFR;CB;21043,67;0;1755;55,33;1177,33;1333
C4022;REFR;CD;31172;0;2988;657;6189;0
C572;REFR;CC;24642,71;0;2130,71;702,84;1307,61;3433,18
C572;REFR;CB;21328,5;0;1777,5;522;1160,5;2705
C572;REFR;CD;28766,75;0;3059;300,5;12087;5747,25
C5196;REFR;CC;24706,46;0;2080,35;301,19;1324,84;2855,38
C5196;REFR;CB;20594,38;0;1706,51;557,67;1154,38;2291,51
C5196;REFR;CD;29951,21;0;2565,43;1615,66;1493,02;3777,69
C3130;REFR;CC;24605;0;2050,5;0;1321;1629,5
C3130;REFR;CB;20167;0;1681;0;1153;1092
C7353;REFR;CC;24744,49;9,8;2066,13;149,08;1321,7;1202,53
C7353;REFR;CB;20603,03;20,36;1720,06;717,03;1141,45;1513,82
C7353;REFR;CD;30287,25;0;2716,25;1595;3803,5;1166,25
C7353;REFR;XA;24737;0;2061,5;1549,5;2813,5;1605,5
C7353;REFR;XB;29070;0;2422,5;2526;3019;3259,5
C2394;REFR;FP;41779;0;6362;0;41043;7543
C2394;REFR;CC;24699,97;45,23;2033,32;195,32;1354,32;1748,05
C2394;REFR;CB;21242,35;18,3;1772,87;80,06;1174;1367,93
C2394;REFR;CD;29642,8;20,81;2702,24;255,06;4884,22;1753,09
C6227;REFR;CC;24940,75;66,56;2083,93;292,48;1323,08;4806,68
C6227;REFR;CB;20371,29;0;1697,57;344;1154;3706,43
C6227;REFR;CD;29464,66;0;3122,21;314,18;12092,68;2180,84
C6227;REFR;XA;24511,33;0;2042,67;1623,33;2849,67;5214,67
C3129;REFR;CC;24687,62;147,04;2070,54;142,36;1322,84;1722,23
C3129;REFR;CB;20597;0;1716,5;0;1155,5;2845
C5758;REFR;FP;41779;0;6527;0;28979;13558
C5758;REFR;CC;24528,13;33,61;2059,84;301,84;1230,12;2767,21
C5758;REFR;CB;21143;0;1762;698,67;1059;2398,67
C5758;REFR;CD;30479,75;65,25;2468,25;1041;9102;1715,75
C5758;REFR;XA;24510,5;0;2042,75;1913,25;2711,75;4588,75
C7264;REFR;FP;41779;0;6826;0;48651;679
C7264;REFR;CC;25305,81;13,27;2109,39;156,15;1683,11;1600,89
C7264;REFR;CB;21574,06;0;1801,73;92,93;1184,57;1980,1
C7264;REFR;CD;28137,47;0;2924,08;119,04;9919,84;360,89
C7264;REFR;XA;25921;0;2160;487,67;2860,67;2623,33
C3461;REFR;DI;44900,46;0;3784,86;0;34024,86;0
C3461;REFR;CA;19875,5;0;1656,5;0;852;2604,5
C3461;REFR;CC;25063,02;70,01;2095,81;598,18;1181,47;3068,54
C3461;REFR;CB;21287,98;63,65;1749,55;832,21;983,04;2859,06
C3461;REFR;CD;29980,53;41,61;2506,13;284,84;7912,08;1363,64
C3461;REFR;XA;25164,36;15,45;2098,35;291,66;2618,73;5406,11
C3461;REFR;XB;29324,33;0;2443,67;577,33;6582,33;3055,67
C5142;REFR;CC;24799,16;0;2075,12;270,24;1300,21;2863,83
C5142;REFR;CB;21524,4;116,2;1812,8;840,6;1157,2;3407
C5142;REFR;CD;30669,5;0;2565,5;294,5;10053;0
C5142;REFR;XA;24860,67;0;2079,67;481,33;2847,33;3657,67
C4444;REFR;CC;24060,18;0;2010,97;0;1222,65;0
C4444;REFR;CB;21110,5;34,5;1772,5;0;1053;30,5
C4444;REFR;CD;27469;0;2289;776,5;6575;0
C8233;REFR;FP;41779;0;6126;0;66846;10055
C8233;REFR;CC;24986,26;22,28;2091,94;301,28;1340,66;4089,44
C8233;REFR;CB;20352,07;0;1701,89;478,99;1143,55;3258,13
C8233;REFR;CD;28785,54;66,9;2865,43;579,6;9838,66;7592,08
C8233;REFR;XA;25689,75;0;2141;1098,25;2840,75;5329
C8233;REFR;XB;29474;0;3135;1600;18405;0
C4074;REFR;CC;24329,89;0;2042,95;197,46;1318,55;2634,73
C4074;REFR;CB;20166;0;1680;269;1153;1452
C4074;REFR;CD;27469,09;0;2872;0;15431,27;1229,09
C7689;REFR;CC;25304,38;0;2102,72;126,79;1326,57;2103,85
C7689;REFR;CB;21143,6;0;1763,1;103,62;1173;1096,89
C7689;REFR;CD;31172;0;3367;0;13735;318
C7689;REFR;XA;25884;0;2157;901;2861;1248
C4754;REFR;CC;24665,38;111,2;2073,45;698,81;1209,55;4044,34
C4754;REFR;CB;22069,67;0;1840,67;275,67;1073,33;4102
C4754;REFR;CD;29424,25;0;2450;341,25;12241;2758,5
C4754;REFR;XA;24972;0;2081;349;2794;1602,5
C2892;REFR;CC;24060;0;2005;525;1317;3248
C2892;REFR;CB;20167;0;1681;686;1153;2671
C2892;REFR;CD;27472,47;0;2582,07;945,71;5878,62;7591,81
C499;REFR;CC;24060;0;2005;204;1317;1911
C499;REFR;CB;21919,87;34,5;1832,62;1278;1198,87;1414,87
C499;REFR;CD;28805,67;0;3047,33;297;10422,33;72,67
C1958;REFR;CC;24830,67;0;2069,33;867;1322,67;1498,67
C1958;REFR;CB;20263;0;1688,67;124,33;1153,33;1699,33
C3199;REFR;CC;24060;0;2005;89,5;1317;0
C3199;REFR;CB;20169,78;0;1693,04;0;1153,22;3010,25
C3199;REFR;CD;27438,75;0;2854,38;0;9737,23;812,33
C2421;REFR;CC;25195,67;0;2099,67;297,67;1325,67;181,33
C2421;REFR;CB;20738;0;1728;157;1157;422
C2442;REFR;FP;41779;0;3576;0;19365;21247
C2442;REFR;CA;19630,67;0;1105,33;17,33;1477,33;5546,67
C2442;REFR;CC;25116,64;64,97;2102,58;533,3;1325,07;4412,74
C2442;REFR;CB;21487,96;0;1711,95;220,62;1188,32;3377,61
C2442;REFR;CD;30159,74;102,4;2524,58;590,74;6618,95;3956,15
C2442;REFR;XA;25721,74;0;2477,91;658,61;3183,65;8832,17
C2592;REFR;CC;25025,49;0;2093,75;232,83;1107,95;1508,97
C2592;REFR;CB;20551,69;0;1693,75;929,8;963,24;1484,22
C2592;REFR;CD;30601;0;3080,91;101,36;9052,09;1840,45
C2592;REFR;XA;25920,67;0;2160;110;2644,67;2985
C2592;REFR;XB;31868;197;2672;428;2551;4392
C4105;REFR;CC;24872,47;95,29;2082,35;696;1432,94;3240
C4105;REFR;CB;20161;0;1681;210;1264;3354
C4105;REFR;CD;28550,21;0;2377,35;131,22;12754,04;0
C4005;REFR;CC;24681,87;0;972,04;24,88;1278,68;831,49
C4005;REFR;CB;23162;0;1935;64;1112;1865
C4005;REFR;XA;24548;0;2046;323;3047;1664
C7611;REFR;CC;24300,83;0;1969,44;1144,44;1449,17;2761,67
C7611;REFR;CD;27482,28;0;2281,84;407,44;1656,02;4348,8
C7660;REFR;FP;33919;0;4294;49;20247;3603
C7660;REFR;CC;24036,62;0;2039,56;147,5;1297,32;1097,94
C7660;REFR;CB;20167;0;1681;275;1153;639
C7660;REFR;CD;26964,34;0;1008,07;932,36;5285,11;525,61
C7660;REFR;XA;25884;78;2163;811;2735;2946
C1792;REFR;CC;24777,64;0;2064,79;444,79;1322,36;2311,67
C1792;REFR;CB;21984,67;0;1833,67;289,33;1183;2923,33
C1792;REFR;CD;28471,5;231;2392;0;8900,5;342,5
C1792;REFR;XA;24120;0;2005;623;2847;1155
U12256;REFR;CC;25012,63;0;2086,15;10,04;2283,91;2483,47
U12256;REFR;CB;21881,57;27,48;1825,11;0;1163,74;2417,3
U12256;REFR;CD;28686,95;6,14;2487,1;0;2991,31;2143,44
C8239;REFR;CB;20288,57;0;1655,79;1142,32;1170,72;64,68
C8239;REFR;CD;27846,34;0;2332,08;257,21;1500,23;0
C3111;REFR;CC;25952,5;0;2162,5;297;1551;2451,5
C3111;REFR;CB;22426;0;1873;146,5;1425;2159
C3111;REFR;CD;27469;0;2289;0;1680;1104
C3111;REFR;XA;25884;0;2157;944;3066;2431
C3128;REFR;CB;21761;0;1813;260;1162;2195
C3128;REFR;CD;29371,67;28,33;2450;945;1417;3805,67
C6535;REFR;CC;25447;0;2121;1322,67;1327,67;1572,33
C6535;REFR;CD;27469;0;2289;273;13882,5;266,5
C6962;REFR;CA;20508;0;1709;215;1812;1480
C6962;REFR;CC;26021,83;0;2168,5;363,33;1498,5;729,33
C6962;REFR;CB;21809;96;1828;123,5;1191;629,5
C6962;REFR;CD;27518,33;0;2289;182;6162,33;1053
C6962;REFR;XA;26419;389;2234;582;2865;3176
C10821;REFR;CC;24926;0;2077;1027;1322;3170
C10821;REFR;CB;20166,5;0;1680,5;1267;1152,5;1603
C10821;REFR;CD;29371,67;0;2660,67;603,67;5012;2256,67
