ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
IA14401;AFAM;AT;PA;1,91;2,65;0;0;0;0;0;0
C3030;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
U14017;REFR;SC;CD;0;8,28;0;0;0;0;0;0
U14017;SSNA;ND;FM;0,95;0,4;0;0;0;0;0;0
U14017;REFR;SC;CC;0;0,92;0;0;0;0,79;0;0
U14017;SSNA;ND;PS;0;0,42;0;0;0;0;0;0
U14017;SSNA;ND;OP;34,19;22,8;0;0;2,89;5,18;0;0
U14017;SSNA;ND;PT;0,21;0,36;0;0;0;0;0;0
U14017;SSNA;ND;AT;3,2;21,13;0;0;1,5;9,52;0;0
U14017;SSNA;ND;PF;16,62;85,8;0;0;0;1,08;0;0
U14017;SSNA;ND;DT;1;0;0;0;0;0;0;0
U14017;SSNA;ND;MD;23,67;26,93;0;0;0;0;0;0
U14017;REFR;SC;CB;0,21;0;0;0;0;0;0;0
U14017;SSNA;ND;DA;0;1;0;0;0;0;0;0
U14017;SSNA;ND;DP;0,54;0;0;0;0;0;0;0
U14017;SSNA;ND;BI;0;0,38;0;0;0;0;0;0
U9413;SSNA;ND;MV;0;0,48;0;0;0;0;0;0
U9413;SSNA;ND;FM;1,01;1,62;0;0;0;0;0;0
U9413;SSNA;ND;OP;10,18;30,22;0;0;0;0;0;0
U9413;SSNA;ND;BI;1,43;0,46;0;0;0;0;0;0
U9413;SSNA;ND;PT;0;0;0;0;0,42;1,01;0;0
U9413;SSNA;ND;MD;18,18;10,89;0;0;0;0;0;0
U9413;SSNA;ND;AT;1,15;9,16;0;0;1,01;4,7;0;0
U9413;SSNA;ND;PS;1,01;3,48;0;0;0;0;0;0
U9413;SSNA;ND;PL;0,75;4,56;0;0;0;0;0;0
U9413;SSNA;ND;PF;11,16;65,71;0;0,81;0,54;0,54;0;0
U9413;SSNA;ND;DA;1,89;0,93;0;0;0;0;0;0
C4400;RALN;ND;EQ;0,59;0;0;0;0;0;0;0
C1203;RALN;ND;IR;0;1;0;0;0;0;0;0
CV14381;AFAM;AT;PR;0;0,11;0;0;0;0;0;0
CV14381;AFAM;AT;PA;0;0,56;0;0;0;0;0;0
C3361;RALN;ND;IR;0;0;0;0;0;1;0;0
C3361;RALN;ND;OE;1;0;0;0;0;1;0;0
C609;RALN;ND;OP;0;0;0;0;0,96;0,63;0;0
C609;RALN;ND;IR;0;0;0;0;0;0,26;0;0
C4809;RALN;ND;IR;0;0,5;0;0;0;0;0;0
C4809;RALN;ND;PC;0;0;0;0;0;0;1;1
C5679;RALN;ND;IR;0;0;0;0;1;0;0;0
C5679;RALN;ND;OP;1;0;0;0;1;0;0;0
C5639;RALN;ND;IR;0;0;0;0;0;0,95;0;0
C5639;RALN;ND;OE;0;0;0;0;0,95;0;0;0
C5639;RALN;ND;EQ;0,2;0;0;0;0;0;0;0
C6602;RALN;ND;IR;0;0;0;0;0,5;0;0;0
C282;RALN;ND;IR;0,45;0;0;0;0;0;0;0
C2894;RALN;ND;EQ;0;1;0;0;0;0;0;0
C2894;RALN;ND;IR;1,57;0,57;0;0;0;0;0;0
C4655;RALN;ND;IR;0,5;0;0;0;0;0;0;0
C4655;RALN;ND;OE;1;0;0;0;0;0;0;0
D8381;EN60;ND;LI;0;0;0;0;1,25;0;0;0
C4897;RALN;ND;IR;0,06;0,48;0;0;0;0;0;0
C1042;RALN;ND;IR;0;0;0;0;0;1;0;0
UC12523;RALN;ND;EQ;0;0,06;0;0;0;0;0;0
UC12523;RALN;ND;IR;0,08;0,06;0;0;0;0;0;0
U9577;SSNA;ND;PF;0,18;3,26;2,48;0,72;0;0;0;0
U9577;SSNA;ND;MD;10,24;17,18;0;0;0;0;0;0
U9577;SSNA;ND;BI;0,85;4,98;0;0;0;0;0;0
U9577;SSNA;ND;DA;0;2,02;0;0;0;0;0;0
U9577;SSNA;ND;PL;0;1,7;0;0;0;0;0;0
C1089;RALN;ND;EQ;1,13;2;0;0;0;0;0;0
R9190;RALN;ND;IR;15,43;35,88;0;0;0;0;0;0
R9190;RALN;ND;EQ;12,43;8,07;0;0;0;0;0;0
R9190;RALN;ND;IR;0;0;0;0;0;1;0;0
R9190;RALN;ND;OE;0;0;0;0;1;0;0;0
C5202;RALN;ND;OE;1;0;0;0;1;0;0;0
C7346;RALN;ND;OE;0;0,12;0;0;0;0;0;0
C7346;RALN;ND;EQ;0,13;0,13;0;0;0;0;0;0
C819;RALN;ND;EQ;0;0,74;0;0;0;1,21;0;0
C819;RALN;ND;IR;1,67;8,82;0;0;0;0,83;0;0
C819;RALN;ND;OE;0;0;0;0;0,04;2,33;0;0
N10128;RALN;ND;EQ;0;1;0;0;0;0;0;0
C4509;RALN;ND;EQ;1;0;0;0;0;0;0;0
C4509;RALN;ND;IR;1;2;0;0;0;0;0;0
OL14228;EPNE;ME;AT;0;0;0;0;0;1;0;0
C5687;RALN;ND;EQ;1;1;0;0;0;0;0;0
C5688;RALN;ND;OE;1;0;0;0;0;0;0;0
UC11068;RALN;ND;OE;0;2,01;0;0;0;0;0;0
UC9702;RALN;ND;IR;0;1;0;0;0;0;0;0
UC9702;RALN;ND;EQ;0,25;0;0;0;0;0;0;0
C3654;RALN;ND;OE;0;0;0;0;0;0;1;8
C3654;RALN;ND;IR;0;1;0;0;0;0;1;7
C1532;RALN;ND;IR;3;0;0;0;0;0;0;0
C7474;RALN;ND;IR;0;0,13;0;0;0;0;0;0
M8653;SCLA;CO;SA;0;1;0;0;0;0;0;0
M8653;MNST;MM;FU;11;5;0;0;0;0;0;0
M8653;SCLA;CO;DO;2;5;0;0;0;0;0;0
M8653;MNST;MM;AT;0;2;0;0;0;0;0;0
M8653;MNST;MM;PC;24;62;0;0;0;0;0;0
C4358;RALN;ND;IR;0,62;0,91;0;0;0;0;0;0
C4358;RALN;ND;EQ;0;0,52;0;0;0;0,02;0;0
C1381;RALN;ND;IR;0,5;0;0;0;0;0;0;0
C6816;RALN;ND;IR;0,25;0;0;0;0;0;0;0
C6763;RALN;ND;OE;1;0;0;0;0;0;0;0
C8063;RALN;ND;EQ;0;0,1;0;0;0;0;0;0
C8063;RALN;ND;OE;0;0;0;0;0,52;0;0;0
C8063;RALN;ND;IR;0,18;0;0;0;0;0;0;0
Q9169;UNIV;ND;RC;58,35;67,43;0;0;0;0;0;0
C2618;RALN;ND;EQ;0,39;0;0;0;0;0;0;0
C2618;RALN;ND;IR;0,72;0;0;0;0;0;0;0
C4626;RALN;ND;IR;0,5;0;0;0;0;0;0;0
C5065;RALN;ND;IR;0,24;0,05;0;0;0;0;0;0
C5065;RALN;ND;EQ;0;0,01;0;0;0;0;0;0
C5514;RALN;ND;OP;0;0;0;0;0,17;0;0;0
C5514;RALN;ND;OE;0;0;0;0;0;0,97;0,06;0
C6289;RALN;ND;PC;0,67;0;0;0;0;0;0;0
C3266;RALN;ND;IR;1;1;0;0;0;0;0;0
C3266;RALN;ND;OP;0;0;0;0;0;1;0;0
C2378;RALN;ND;OP;0,13;0;0;0;0;0;0;0
C2378;RALN;ND;OE;0,97;0;0;0;0;0;0;0
C2378;RALN;ND;IR;0,64;0;0;0;0;0;0;0
C1248;RALN;ND;IR;0,26;0,71;0;0;0;0,46;0;0
C4879;RALN;ND;IR;0;0,8;0;0;0;0;0;0
C1725;RALN;ND;IR;0,16;0;0;0;0;0;0;0
C5170;RALN;ND;EQ;31,04;28,01;0;0;0;0;0;0
C754;RALN;ND;IR;1,59;6,11;0;0;0;0;0;0
C754;RALN;ND;EQ;4,29;7,23;0;0;0;0;0;0
C7570;RALN;ND;IR;0;0;0;0;0;1;0;0
C7496;RALN;ND;OP;0;0;0;0;0;0;0;1
C7496;RALN;ND;IR;1;0;0;0;0;0;0;0
C7637;RALN;ND;IR;0,4;0,3;0;0;0;0;0;0
C7637;RALN;ND;EQ;0;0,01;0;0;0;0;0;0
Q9157;UNIV;ND;PC;34,48;6,71;0;0;0;0;0;0
Q9157;UNIV;ND;RC;11;13;0;0;0;0;0;0
Q9157;UNIV;ND;CD;0,52;3,58;0;0;0;0;0;0
C2744;RALN;ND;EQ;3;0;0;0;0;0;0;0
C1362;RALN;ND;EQ;0;0,33;0;0;0;0;0;0
C2718;RALN;ND;EQ;0;0,88;0;0;0;0;0;0
C2718;RALN;ND;OE;0;1;0;0;0;0;0;0
C5184;RALN;ND;IR;0,88;0,88;0;0;0;0;0;0
C5288;PRTN;NF;CA;0;1,67;0;0;0;0;0;0
C5288;PRTN;NF;PC;0;0;0;0;0;0;11;3
C5288;PRTN;NF;CB;0;0,75;0;0;0;0;0;0
C7926;RALN;ND;EQ;1;0;0;0;0;0;0;0
C7926;RALN;ND;IR;2;0;0;0;0;0;0;0
C3037;RALN;ND;IR;0,2;0;0;0;0;0;0;0
C3639;RALN;ND;OE;0;0,41;0;0;0;0;0;0
M14334;MNST;MM;FU;11;11;0;0;0;0;0;0
C8034;RALN;ND;EQ;0;1;0;0;0;0;0;0
C4134;RALN;ND;EQ;1;0;0;0;0;0;0;0
C4134;RALN;ND;IR;1;0;0;0;0;0;0;0
C1110;RALN;ND;OE;0;0;0;0;0;0;0,07;0
C1927;RALN;ND;OE;0;0;0;0;0;0,26;0;0
C4241;RALN;ND;IR;0;0;0;0;0;1,67;0;0
C5263;RALN;ND;EQ;1,46;2,08;0;0;0;0;0;0
C5263;RALN;ND;OE;0;1;0;0;0;0;0;0
C4230;RALN;ND;IR;0,89;0,83;0;0;0;0;0;0
C4230;RALN;ND;EQ;1;0;0;0;0;0;0;0
C812;RALN;ND;IR;0;1;0;0;0;0;0;0
C1689;RALN;ND;EQ;0,25;0;0;0;0;0;0;0
C1689;RALN;ND;IR;0,5;0;0;0;0;0;0;0
CV14373;AFAM;AT;PA;1;1;0;0;0;0;0;0
C4817;RALN;ND;IR;0;0;0;0,68;0;0;0;0
C1304;RALN;ND;IR;0;0;0;1,59;0;0;0;0
UC11816;RALN;ND;IR;0,73;0;0;2,08;0;3,59;0;0
UC11816;RALN;ND;EQ;0;0,33;0;0;1;1,34;0;0
C7063;RALN;ND;IR;0;0;0;0,58;0,01;1,48;0;0
C7063;RALN;ND;EQ;0;0,2;0;0;0,25;1,92;0;0
C7063;RALN;ND;OE;0;0;0;0;0,48;0;0;0
C4787;REFR;SC;CB;0;1,83;0;0;0;0;0;0
C4787;REFR;SC;CC;1;2,46;0;0;1,08;0;0;0
C4787;REFR;SC;XS;0;0;0;0;0;0;1,33;1,25
C4787;REFR;SC;XA;0,92;0;0;0;0;0;0;0
C4787;REFR;SC;CD;0;0,5;0;0;0,25;2,85;0;0
C8298;RALN;ND;EQ;0;1,83;0;0;0;0;0;0
C8298;RALN;ND;IR;1,68;1,83;0;0;0;0;0;0
C2306;RALN;ND;IR;0;1;0;0;0;0;0;0
C7975;RALN;ND;EQ;2,52;3,53;0;0;0;0;0;0
C7975;RALN;ND;IR;0,26;0,26;0;0;0;0;0;0
C4206;REFR;SC;CB;0;0;0;0;0;0;0,18;0
C4206;REFR;SC;CD;0;0,18;0;0;0;0;0;0
C425;RALN;ND;OE;0;0;0;0;0;0,14;0;0
C1829;RALN;ND;IR;0,33;0;0;0;0;0;0;0
OR13709;EPNE;ME;AT;0;0;0;0;0;1;0;0
UC9988;RALN;ND;IR;0,58;0;0;0;0;0;0;0
C14069;RALN;ND;IR;0,14;0,03;0;0;0;0;0;0
C14069;RALN;ND;EQ;0,38;0;0;0;0;0;0;0
C4351;RALN;ND;EQ;0,5;0;0;0;0,5;0,1;0;0
C4351;RALN;ND;OE;0,29;0;0;0;0;0;0;0
C3070;RALN;ND;EQ;0,69;0;0;0;0;0;0;0
C3070;RALN;ND;OE;0;0;0;0;0;0;2;2
C3489;RALN;ND;EQ;1;0;0;0;0;0;0;0
C5978;RALN;ND;EQ;0;1;0;0;0;0;0;0
C5978;RALN;ND;OE;0;0;0;0;1;0;0;0
C7886;RALN;ND;IR;0;0,42;0;0;0;0;0;0
C456;RALN;ND;IR;0,22;0;0;0;0;0,59;0;0
C6884;RALN;ND;IR;0;0;0,71;0,04;0;0,74;0;0
C768;RALN;ND;IR;0,33;0;0;0;0;0;0;0
C4892;PRTN;NF;CC;0,13;0,45;0;0;0;0;0;0
C4892;PRTN;NF;CB;0;0;0;0;0;0;2;1,7
C3038;RALN;ND;EQ;0;0;0;0;1,01;0,61;0;0
C3038;RALN;ND;IR;0,33;0;0;0;1,01;0;0;0
C12241;RALN;ND;IR;0;1;0,25;0;0;0;0;0
C12241;RALN;ND;EQ;0,45;0;0;0;0;0;0;0
C12241;RALN;ND;PC;0;0;0;0;0,33;0;0;0
C5467;RALN;ND;IR;0,68;0,5;0;0;0;0;0;0
C5467;RALN;ND;OE;1,83;0;0;0;0;0;0;0
C5467;RALN;ND;EQ;0;0,13;0;0;0;0;0;0
C2380;RALN;ND;OE;0;0;0;0;0,33;0;0;0
C2380;RALN;ND;EQ;0;1;0;0;0;0;0;0
UC10607;RALN;ND;IR;0;0,33;0;0;0;0;0;0
UC10607;RALN;ND;EQ;0,85;0,92;0;0;0;0;0;0
C487;RALN;ND;OE;0,11;1,26;0;0;0;0;0;0
C487;RALN;ND;EQ;0;0,17;0;0;0;0;0;0
C1365;RALN;ND;OP;0;0;0;0;3;1;0;0
C1365;RALN;ND;IR;0,75;0,5;0;0;0;0;0;0
C1000;RALN;ND;OE;0,1;0;0;0;1;0;0;0
C3456;RALN;ND;EQ;0;0,4;0;0;0;0;0;0
C5519;RALN;ND;IR;0;1,69;0;0;0;0;0;0
P12464;RALN;ND;EQ;0;1;0;0;0;0;0;0
C1283;RALN;ND;OE;0,69;0,69;0;0;2;2;0;0
OL13306;EPNE;ME;AT;0;0;0;0;0;1;0;0
C1412;RALN;ND;EQ;0,71;0;0;0;0;0;0;0
C1412;RALN;ND;PC;0,5;0,5;0;0;0;0;0;0
C1693;RALN;ND;IR;0;0;0;0;0;0,36;0;0
C1397;PRTN;NF;CC;0,84;0,68;0;0;0;0;0;0
C1397;PRTN;NF;CB;1,22;0;0;0;0;0;0;0
C6133;RALN;ND;IR;0,08;0;0;0;0;0;0;0
C6133;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C4254;RALN;ND;IR;0,37;0;0;0;0;0;0;0
C818;RALN;ND;IR;0;0,5;0;0;0;0;0;0
C818;RALN;ND;EQ;0;1;0;0;0;0;0;0
C2187;RALN;ND;IR;0,55;0;0;1;0;0;0;0
C2861;RALN;ND;OP;0;0;0;0;0;0;0,44;0,17
C2474;RALN;ND;EQ;4,33;0;0;0;0;0;0;0
C2474;RALN;ND;IR;0,3;11,07;0;0;0;0;0;0
C3536;RALN;ND;IR;0;1;0;0;0;0;0;0
CS10701;RALN;ND;IR;0;0;0;0;0;1;0;0
C467;RALN;ND;IR;1,88;0;0;0;0;0;0;0
C467;RALN;ND;EQ;0,4;1;0;0;0;0;0;0
C467;RALN;ND;PC;0;0;0;0;0,8;0;0;0
C6282;RALN;ND;IR;0;0;0;0;0;0,14;0;0
IC10570;AFAM;AT;PR;6;0;0;0;0;0;0;0
IC10570;AFAM;AT;PA;0;1;0;0;0;0;0;0
LS12193;LS13;NF;LI;0;1;0;0;0;0;0;0
J9525;SSNA;ND;PT;1;1,41;0;0;0;0;0;0
J9525;SSNA;ND;DP;0;1;0;0;0;0;0;0
J9525;SSNA;ND;OP;0;3,24;0;0;0,55;2,98;0;0
J9525;SSNA;ND;MO;1;0;0;0;0;0;0;0
J9525;SSNA;ND;PF;1;10,03;0;0;1,6;7,91;0;0
J9525;SSNA;ND;AT;1;0;0;0;3,46;0,41;0;0
J9525;SSNA;ND;DA;0;2;0;0;0;0;0;0
J9525;SSNA;ND;PL;0;4,74;0;0;0;0;0;0
J9525;SSNA;ND;MD;0,92;1,25;0;0;0;0;0;0
C6437;RALN;ND;EQ;0,92;1,67;0;0;0;0;0;0
C6437;RALN;ND;IR;1,79;0,5;0;0;0;0;0;0
OL14124;EPNE;ME;OP;0;0,5;0;0;0;0;0;0
OL14124;EPNE;ME;AT;0;0,1;0;0;0;0;0;0
C1330;RALN;ND;OE;0;0;1;0;0;0;0;0
U9647;SSNA;ND;MD;9,18;17,49;0;0;0;0;0;0
U9647;SSNA;ND;OP;8,85;0;0;0;0;0;0;0
U9647;SSNA;ND;PF;44,68;101,58;0;0;0;0;0;0
U9647;SSNA;ND;AT;0;0,64;0;0;0;0;0;0
C7913;RALN;ND;OP;0;0;0;0;0;1;0;0
C7913;RALN;ND;IR;0,48;1,04;0;0;0;1;0;0
C1314;RALN;ND;EQ;0,01;0,13;0;0;0;0;0;0
C5410;RALN;ND;EQ;0,08;0,84;0;0;0;0;0;0
C5410;RALN;ND;IR;1,82;0,13;0;0;0;1;0;0
C5410;RALN;ND;OE;0;0;0;0;1;0;0;0
C2850;PRTN;NF;CC;0;0,58;0;0;0;0;0;0
R9196;RALN;ND;EQ;3,16;6,05;0;0;0;0;0;0
C4410;RALN;ND;EQ;0;0;0;0;0;0,17;0;0
CS10858;RALN;ND;IR;0;0,33;0;0;0;0;0;0
UC12337;RALN;ND;IR;0;0;0;0;0;0,17;0;0
C656;RALN;ND;IR;0,17;0;0;0;0;0;0;0
C7191;RALN;ND;IR;2,48;0;0;0;0;0;0;0
C7522;RALN;ND;OP;0;0;0;0;0;0;0,86;0
CM9102;RALN;ND;EQ;11,17;15,57;0;0;0;0;0;0
C2795;RALN;ND;EQ;1,42;2,64;0;0;0;0;0;0
C2795;RALN;ND;OE;0;0,29;0;0;0;0;0;0
C2657;RALN;ND;OE;0,36;0,23;0;0;0;0;0;0
C7805;RALN;ND;IR;0;1;0;0;0;0;0;0
J10944;SSNA;ND;MD;12,57;13,69;0;0;0;0;0;0
J10944;SSNA;ND;PF;3,05;3,91;0;0;0;0;0;0
J10944;SSNA;ND;OP;0,17;6,42;0;0;0;0;0;0
J10944;SSNA;ND;FM;0;0,68;0;0;0;0;0;0
J10944;SSNA;ND;AT;1,63;2,91;0;0;1;1;0;0
U10733;SSNA;ND;DA;0,25;0;0;0;0;0;0;0
U10733;SSNA;ND;MD;2,91;4,26;0;0;0;0;0;0
C6819;RALN;ND;IR;1,6;0,91;0;0;0;0;0;0
C1987;RALN;ND;IR;0,19;0;0;0;0,17;0;0;0
C3479;RALN;ND;OP;0;0;0;0;0,25;0;0;0
C7132;RALN;ND;IR;0;0,9;0;0;0;0;0;0
C7132;RALN;ND;EQ;0,83;0,97;0;0;0;0;0;0
C1595;RALN;ND;IR;0;1,74;0;0;0;0;0;0
C2114;RALN;ND;IR;3,5;0,96;0;0;0;0;0;0
C2114;RALN;ND;EQ;0;0,88;0;0,49;0;0;0;0
C7758;RALN;ND;OP;0;0;0;0;0;0;0,07;0
C7720;RALN;ND;EQ;0;0,08;0;0;0;0;0;0
C5738;RALN;ND;IR;0;0,84;0;0,88;0;0;0;0
C5738;RALN;ND;EQ;1,14;2,45;0;0;0;0;0;0
C1414;RALN;ND;IR;0;1;0;0;0;0;0;0
C3122;RALN;ND;IR;0;0;0;0;0,33;1,48;0;0
C4393;RALN;ND;IR;1;0;0;0;0;0;0;0
UC10650;RALN;ND;EQ;2;2;0;0;0;0;0;0
UC10650;RALN;ND;IR;1;2;0;0;0;0;0;0
CS11110;SSNA;ND;AT;0;0,2;0;0;0;0;0;0
C7902;RALN;ND;OE;0;0;0;0;0;0;5,43;1,06
C7902;RALN;ND;EQ;0,76;0;0;0;2;8,87;0;0
C7902;RALN;ND;IR;9,43;13,75;0;0;0;0;0;0
C1665;RALN;ND;IR;0,16;0,58;0;0;0;0;0;0
U12387;SSNA;ND;EZ;0;2,75;0;0;0;0;0;0
U12387;SSNA;ND;PF;17,06;84,4;0;0;0;0;0;0
U12387;SSNA;ND;PL;0;1,5;0;0;0;0;0;0
U12387;SSNA;ND;AT;20,95;33,16;0;0;0;0;0;0
AU12238;AUIN;ND;LI;7,88;2,85;0;0;0;0;0;0
C5227;RALN;ND;IR;0,66;0;0;0;0,04;0;0;0
C7270;RALN;ND;OE;0;0;0;0;0,83;0,76;0;0
PN9854;EPNE;ME;FU;1;0;0;0;0;0;0;0
C1740;RALN;ND;OE;0,58;0;0;0;0;0;0;0
C7518;RALN;ND;IR;0;0,74;0;0;0;0;0;0
OL13185;EPNE;ME;OP;0;1;0;0;0;0;0;0
C3003;PRTN;NF;CD;0,5;0;0;0;0;0;0;0
C2322;RALN;ND;EQ;0;0,03;0;0;0;0;0;0
C6192;RALN;ND;IR;0,25;0;0;0;0;0;0;0
C6192;RALN;ND;OP;0;0;0;0;2;0;0;0
C2575;REFR;SC;CB;0;0;0;0;0;0,25;0;0
C3810;RALN;ND;EQ;0;1;0;0;0;0;0;0
C3810;RALN;ND;IR;0,23;0,78;0;0;0;0;0;0
V9704;RESI;NF;CD;0;0,83;0;0;0;0;0;0
V9704;RESI;NF;CB;3,32;4,89;0;0;0;0;0;0
V9704;RESI;NF;CC;1,66;7,73;0;0;0;0;0;0
C14145;PRTN;NF;CC;0;2;0;0;0;0;0;0
C14145;PRTN;NF;CA;0;1,82;0;0;0;0;0;0
C3899;RALN;ND;IR;0;0,38;0;0;0;0;0;0
OL14075;EPNE;ME;AT;0;1;0;0;0;0;0;0
C7327;RALN;ND;IR;0;0,5;0,08;0,08;0;0,63;0;0
C5214;RALN;ND;EQ;0,29;0;0;0;0;0;0;0
C5214;RALN;ND;IR;0,15;0;0;0;0;0;0;0
C584;RALN;ND;IR;0,25;0;0;0;0;0;0;0
C4443;RALN;ND;EQ;2,58;2;0;0;0;0;0;0
C4443;RALN;ND;IR;0;0,98;0;0;0;0;0;0
IP10625;RALN;ND;EQ;0;0,25;0;0;2;12,81;0;0
IP10625;RALN;ND;OP;2,79;19,09;0;0;0;0;0;0
IP10625;RALN;ND;IR;0;0;0;0;0,96;0,54;0;0
IP10625;RALN;ND;OE;0;0;0;0;0;0,7;0;0
C5307;RALN;ND;OP;0;0;0;0;0;0;0,12;0
UC8803;RALN;ND;EQ;0;10,55;0;0;0;0;0;0
C5152;RALN;ND;IR;1,15;0;0;0;0;0;0;0
C5152;RALN;ND;EQ;1;0;0;0;0;0;0;0
C1439;RALN;ND;OP;0;0;0;0;0;0;0,14;0
C2698;RALN;ND;OE;0,22;0;0;0;0;0;0;0
C2698;RALN;ND;EQ;0,44;1;0;0;0;0;0;0
C4421;RALN;ND;IR;10,71;10,14;0;0;0;0;0;0
C4421;RALN;ND;EQ;0;9,52;0;0;0;0;0;0
UC10227;RALN;ND;EQ;0,25;0;0;0;0;0;0;0
C3677;RALN;ND;IR;0,04;0;0;0;0;0;0;0
C3133;RALN;ND;IR;1;0;0;0;0;0;0;0
C1204;REFR;SC;CB;0;0;0;0;0,89;0;0;0
CS10487;RALN;ND;IR;1;0;0;0;0;0;0;0
C4533;RALN;ND;IR;1,42;3,95;0;0;0;0;0;0
C4533;RALN;ND;EQ;0;0,8;0;0;0;0;0;0
C6453;RALN;ND;OP;0;0;0;0;0;0;0,09;0
C7129;RALN;ND;IR;1;0;0;0;0;0;0;0
C5704;RALN;ND;OE;0;0;0;0;0;0,23;0;0
C3754;PRBZ;NF;CB;0;0,89;0;0;0;0;0;0
C3754;PRBZ;NF;CA;0,92;1,16;0;0;0;0;0;0
C2531;RALN;ND;EQ;0,8;0;0;0;0;0;0;0
C2531;RALN;ND;IR;0,28;0;0;0;0;0;0;0
C2531;RALN;ND;PC;1;0;0;0;0;0;0;0
C3063;RALN;ND;EQ;0,12;0,25;0;0;0;0;0;0
C4323;RALN;ND;IR;1,22;0,42;0;0;0;0;0;0
C7415;RALN;ND;IR;1;0;0;0;0;0;0;0
OL13156;EPNE;ME;AT;0,11;0;0;0;0;0;0;0
C2900;RALN;ND;IR;0,09;0;0;0;0;0;0;0
U9537;SSNA;ND;PF;1,63;8,33;0;0;1;1,74;0;0
U9537;SSNA;ND;MD;1;4,09;0;0;0;0;0;0
U9537;SSNA;ND;PS;1;0;0;0;0;0;0;0
U9537;SSNA;ND;AT;0;0;0;0;0;1,75;0;0
U9537;SSNA;ND;OP;1,42;3;0;0;0,34;0;0;0
OL13584;EPNE;ME;OP;0;1;0;0;0;0;0;0
C2062;RALN;ND;OE;0;0;2;1;0;0;0;0
C2062;RALN;ND;EQ;0,29;0,19;0;0;0;0;0;0
C2062;RALN;ND;IR;0;0;0,5;1;0;0;0;0
C6622;RALN;ND;EQ;0,48;0;0;0;0;0;0;0
C6252;RALN;ND;IR;0;0,26;0;0;0;0;0;0
C7052;RALN;ND;OE;0;0;0;0;0,22;0;0;0
C7052;RALN;ND;IR;0;0;0;0;0,33;0;0;0
ER10865;RALN;ND;EQ;33,33;11;0;0;0;0;0;0
C2272;RALN;ND;OE;0;0;0;0;0;7,63;0;0
C7723;RALN;ND;OE;0;0;0;0;2;0;0;0
C7723;RALN;ND;IR;1;3;0;0;1;0;0;0
C7723;RALN;ND;EQ;4;4;0;0;0;0;0;0
C3676;RALN;ND;IR;2;0;0;0;0;0;0;0
C7106;RALN;ND;PC;0;0;0;0;0;0;0,21;0
C2009;RALN;ND;IR;0,38;0;0;0;0;0;0;0
C2009;RALN;ND;EQ;0;0,33;0;0;0;0;0;0
P9103;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
IP10428;RALN;ND;EQ;1;0;0;0;0;2,58;0;0
IP10428;RALN;ND;OE;0,75;1,71;0;0;2,25;3,44;0;0
IP10428;RALN;ND;IR;0,7;0,79;0;0;0;0;0;0
OL13780;EPNE;ME;OP;0;2;0;0;0;0;0;0
C446;RALN;ND;OE;0;0;0;0;0;1;0;0
C446;RALN;ND;IR;0;0;0;0;0,67;0,42;0;0
UC10638;RALN;ND;EQ;0,08;7,07;0;0;0;0;0;0
UC10638;RALN;ND;IR;0,5;1;0;0;0;0,63;0;0
C4321;RALN;ND;EQ;0;0,25;0;0;0;0;0;0
C4321;RALN;ND;IR;0,17;0,92;0;0;0;0;0;0
J10323;SSNA;ND;OP;25,2;80,52;0;0;4,21;10,77;0;0
J10323;SSNA;ND;MO;1,05;0;0;0;0;0;0;0
J10323;SSNA;ND;MD;13,78;31,78;0;0;0;0;0;0
J10323;SSNA;ND;PF;4,08;14,58;0;0;0,24;0,42;0;0
J10323;SSNA;ND;BI;0;1,24;0;0;0;0;0;0
J10323;SSNA;ND;AT;4,86;8,65;0;0;0;0,08;0;0
J10323;SSNA;ND;FM;1,7;0,85;0;0;0;0;0;0
J14503;SSNA;ND;PT;0;0;0;0;1,25;0;0;0
J14503;SSNA;ND;MD;21,68;26,79;0;0;0;0;0;0
J14503;SSNA;ND;PL;0;0,84;0;0;0;0;0;0
J14503;SSNA;ND;PS;0;1,52;0;0;0;0;0;0
J14503;SSNA;ND;FM;0;0,41;0;0;0;0;0;0
J14503;SSNA;ND;OP;0,25;0,37;0;0;2,25;4,83;0;0
J14503;SSNA;ND;PF;2,09;11,67;0;0;0;0,25;0;0
J14503;SSNA;ND;BI;0;1,85;0;0;0;0;0;0
J14503;SSNA;ND;DP;0;0,08;0;0;0;0;0;0
J14503;SSNA;ND;DA;0,26;0,26;0;0;0;0;0;0
J14503;SSNA;ND;AT;1,14;1,01;0;0;0;0;0;0
C459;REVA;NF;CB;0;0;0;0;1;0;0;0
C6906;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
U10739;SSNA;ND;MD;4,39;8,88;0;0;0;0;0;0
U10739;SSNA;ND;PF;22,19;48,77;0;0;1;0,83;0;0
