ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSENZA;FORM_UOMINI;FORM_DONNE;FORM_MEDIA_UOMINI;FORM_MEDIA_DONNE
CS14243;RALN;EQ;0FZEQF;Z01;1;4;0;0
CS14243;RALN;DI;0D0165;Z01;1;0;0;0
C8184;RALN;EQ;0FZEQF;Z01;1;1;0;0
C8184;RALN;IR;0IR000;Z01;0;1;0;0
C8184;RALN;RU;0D0I95;Z01;0;1;0;0
C8184;RALN;OE;0OEESP;Z01;4;0;0;0
C4795;RALN;EQ;0FZEQF;Z01;2;2;0,33333333333333;0,33333333333333
C4795;RALN;IR;0IR000;Z01;1;2;0,125;0,25
C4795;RALN;FP;0D0103;Z01;0;3;0;3
C2727;RALN;EQ;0FZEQF;Z01;0;1;0;1
C2727;RALN;OE;0OEESP;Z01;2;0;0;0
C2727;RALN;IR;0IR000;Z01;1;0;0;0
C1237;RALN;OE;0OEESP;Z01;6;28;0;0
C1237;RALN;IR;0IR000;Z01;18;22;0;0
C1237;RALN;OP;0OP000;Z01;0;2;0;0
C1237;RALN;EQ;0FZEQF;Z01;10;45;0;0
CS10093;RALN;IR;0IR000;Z01;1;6;0;0
CS10093;RALN;OE;0OEESP;Z01;2;0;0;0
CS10093;RALN;EQ;0FZEQF;Z01;0;3;0;0
ER11810;RALN;IR;0IR000;Z01;0;8;0;0
ER11810;RALN;DI;0D0165;Z01;32;4;0;0
ER11810;RALN;EQ;0FZEQF;Z01;8;22;0;0
C2229;RALN;IR;0IR000;Z01;1;3;0;0
C2229;RALN;EQ;0FZEQF;Z01;1;2;0;0
C7631;RALN;OP;0OP000;Z01;1;1;0;0
C7631;RALN;FP;0D0102;Z01;2;0;0;0
C7631;RALN;IR;0IR000;Z01;215;372;1,3782051282051;2,3846153846154
C7631;RALN;DI;0D0165;Z01;8;0;0;0
C7631;RALN;EQ;0FZEQF;Z01;153;332;0;0
C7631;RALN;OE;0OEESP;Z01;56;57;0,81159420289855;0,82608695652174
C7631;RALN;DI;0D0164;Z01;8;5;0;0
P9057;RALN;IR;0IR000;Z01;12;2;0;0
P9057;RALN;EQ;0FZEQF;Z01;0;3;0;0
C6482;RALN;IR;0IR000;Z01;4;39;0;0
C6482;RALN;EQ;0FZEQF;Z01;14;18;0;0
C6482;RALN;FP;0D0103;Z01;0;2;0;2
C2288;PRBZ;FP;0D0485;Z01;0;10;0;0
C2288;PRBZ;CB;000725;Z01;8;0;0;0
C2288;PRBZ;CD;000715;Z01;3;0;0;0
C2288;PRBZ;CD;000716;Z01;0;2;0;0
C2288;PRBZ;CB;000723;Z01;0;1;0;0
C2288;PRBZ;CC;000721;Z01;9;1;0;0
IP10343;RALN;IR;0IR000;Z01;1;0;0;0
IP10343;RALN;EQ;0FZEQF;Z01;0;4;0;0
IP10343;RALN;DG;0D0097;Z01;0;1;0;0
C7840;RALN;IR;0IR000;Z01;18;11;3;1,8333333333333
C7840;RALN;OP;0OP000;Z01;1;0;0;0
C7840;RALN;EQ;0FZEQF;Z01;8;12;2;3
C7840;RALN;OE;0OEESP;Z01;2;3;2;3
C6566;RALN;IR;0IR000;Z01;12;18;0;0
C6566;RALN;EQ;0FZEQF;Z01;2;12;0;0
C6566;RALN;OE;0OEESP;Z01;1;14;0;0
C1044;RALN;OE;0OEESP;Z01;0;2;0;0
C1044;RALN;IR;0IR000;Z01;3;7;0;0
C1044;RALN;EQ;0FZEQF;Z01;2;4;0;0
C1531;RALN;IR;0IR000;Z01;0;5;0;0
C1531;RALN;EQ;0FZEQF;Z01;0;1;0;0
C2314;RALN;IR;0IR000;Z01;1;1;0;0
C2314;RALN;OE;0OEESP;Z01;0;1;0;0
C2314;RALN;EQ;0FZEQF;Z01;0;1;0;0
C3135;RALN;IR;0IR000;Z01;28;35;0,53846153846154;0,67307692307692
C3135;RALN;OE;0OEESP;Z01;7;1;0;0
C3135;RALN;DI;0D0164;Z01;5;3;0;0
C3135;RALN;RP;000096;Z01;1;3;0;0
C3135;RALN;FP;0D0102;Z01;2;0;0;0
C3135;RALN;EQ;0FZEQF;Z01;15;10;1,3636363636364;0,90909090909091
C6228;RALN;RU;0D0I95;Z01;2;0;0;0
C6228;RALN;EQ;0FZEQF;Z01;0;6;0;6
C1196;REFR;CB;0B8000;Z01;1;0;0;0
C1196;REFR;XA;0PL910;Z01;1;0;0;0
C1196;REFR;CB;037000;Z01;1;0;0;0
C1196;REFR;CD;0D7000;Z01;0;1;0;0
C1196;REFR;CC;043000;Z01;0;1;0;0
C1196;REFR;CD;050000;Z01;0;1;0;0
C1196;REFR;CC;040000;Z01;2;2;0;0
C1196;REFR;CD;048000;Z01;0;1;0;0
C1196;REFR;CC;042000;Z01;0;2;0;0
C1196;REFR;XA;0PL0A6;Z01;0;1;0;0
OC9829;MNST;OP;0OP000;Z01;0;4;0;0
OC9829;MNST;D2;0D0079;Z01;12;4;0,52173913043478;0,17391304347826
OC9829;MNST;AT;0AS000;Z01;47;66;0,15064102564103;0,21153846153846
OC9829;MNST;FU;0FZ000;Z01;284;342;1,2294372294372;1,4805194805195
C6174;RALN;OE;0OEESP;Z01;1;0;0;0
C6174;RALN;IR;0IR000;Z01;1;2;0;0
C209;RALN;OE;0OEESP;Z01;1;0;0;0
C5163;RALN;EQ;0FZEQF;Z01;28;60;0;0
C5163;RALN;FP;0D0102;Z01;0;14;0;0
C5163;RALN;IR;0IR000;Z01;53;83;0;0
C5163;RALN;OE;0OEESP;Z01;16;8;4;2
C5163;RALN;DI;0D0165;Z01;0;5;0;0
C2150;RALN;OE;0OEESP;Z01;1;1;0;0
C2150;RALN;IR;0IR000;Z01;1;3;0;0
C2150;RALN;EQ;0FZEQF;Z01;2;1;0;0
C12483;PRTN;CC;0CE000;Z01;4;0;0;0
C12483;PRTN;CB;0BE000;Z01;0;6;0;0
C12483;PRTN;FP;0D0S4C;Z01;2;0;0;0
C752;RALN;EQ;0FZEQF;Z01;0;3;0;0,375
C752;RALN;OE;0OEESP;Z01;0;1;0;0
C752;RALN;IR;0IR000;Z01;0;1;0;0
C855;RALN;IR;0IR000;Z01;8;17;2;4,25
C855;RALN;OE;0OEESP;Z01;8;7;0;0
C855;RALN;EQ;0FZEQF;Z01;12;19;0;0
C1235;RALN;EQ;0FZEQF;Z01;1;1;0;0
C1235;RALN;IR;0IR000;Z01;1;1;0;0
C6528;PRBZ;CD;000718;Z01;3;0;0;0
C6528;PRBZ;CC;000722;Z01;0;4;0;0
C6528;PRBZ;CB;000725;Z01;7;0;0;0
C6528;PRBZ;CC;000721;Z01;6;12;0;0
C6528;PRBZ;FP;0D0485;Z01;5;0;0;0
C1124;RALN;IR;0IR000;Z01;4;3;0;0
C1124;RALN;EQ;0FZEQF;Z01;5;0;0;0
C6230;RALN;IR;0IR000;Z01;0;12;0;0
C6230;RALN;EQ;0FZEQF;Z01;0;6;0;6
C7463;RALN;OP;0OP000;Z01;2;0;0;0
C7463;RALN;RU;0D0I95;Z01;1;0;0;0
C7463;RALN;OE;0OEESP;Z01;2;0;0;0
C7463;RALN;IR;0IR000;Z01;1;0;0;0
C7463;RALN;EQ;0FZEQF;Z01;4;0;0;0
C6510;RALN;EQ;0FZEQF;Z01;2;0;1;0
C1939;RALN;RU;0D0I95;Z01;1;0;0;0
C1939;RALN;IR;0IR000;Z01;0;1;0;0,5
C322;RALN;IR;0IR000;Z01;0;5;0;0
C3711;RALN;FP;0D0103;Z01;0;10;0;10
C3711;RALN;OE;0OEESP;Z01;4;0;0;0
C3711;RALN;IR;0IR000;Z01;16;72;0;0
C3711;RALN;EQ;0FZEQF;Z01;15;28;0;0
C6606;RALN;EQ;0FZEQF;Z01;1;1;0,16666666666667;0,16666666666667
C6606;RALN;OE;0OEESP;Z01;1;0;0;0
C6606;RALN;IR;0IR000;Z01;1;2;0,090909090909091;0,18181818181818
C11891;RALN;IR;0IR000;Z01;2;12;0;0
C11891;RALN;EQ;0FZEQF;Z01;5;2;0;0
C11891;RALN;OE;0OEESP;Z01;6;0;0;0
C5475;RALN;IR;0IR000;Z01;1;2;0;0
C5475;RALN;EQ;0FZEQF;Z01;1;1;0;0
C5475;RALN;OE;0OEESP;Z01;2;0;0;0
C7073;RALN;EQ;0FZEQF;Z01;1;0;0;0
UC10745;RALN;IR;0IR000;Z01;2;4;0,5;1
UC10745;RALN;EQ;0FZEQF;Z01;1;1;0,33333333333333;0,33333333333333
UC10745;RALN;OE;0OEESP;Z01;0;1;0;0
AC14405;AFAM;PA;011121;Z01;5;12;0;0
AC14405;AFAM;EP;013504;Z01;0;3;0;0
AC14405;AFAM;PA;012117;Z01;3;5;1;1,6666666666667
AC14405;AFAM;AR;012118;Z01;1;2;0;0
AC14405;AFAM;AR;011124;Z01;2;0;0;0
AC14405;AFAM;AR;013CDE;Z01;4;2;0;0
CS9919;RALN;EQ;0FZEQF;Z01;2;42;0;0
CS9919;RALN;DI;0D0165;Z01;0;1;0;0
CS9919;RALN;IR;0IR000;Z01;0;2;0;0
C5634;RALN;OE;0OEESP;Z01;15;16;0;0
C5634;RALN;DF;0D0095;Z01;3;0;0;0
C5634;RALN;IR;0IR000;Z01;90;58;6,4285714285714;4,1428571428571
C5634;RALN;EQ;0FZEQF;Z01;73;78;0;0
C5634;RALN;RP;000096;Z01;15;6;0;0
C3008;RALN;RU;0D0I95;Z01;5;0;0;0
C3008;RALN;FP;0D0485;Z01;0;4;0;0
C851;RALN;OE;0OEESP;Z01;1;1;0;0
C851;RALN;EQ;0FZEQF;Z01;2;2;0,5;0,5
C851;RALN;IR;0IR000;Z01;3;4;0;0
C1596;RALN;IR;0IR000;Z01;2;4;0;0
C2027;RALN;EQ;0FZEQF;Z01;2;0;0,66666666666667;0
C2027;RALN;IR;0IR000;Z01;2;3;0;0
C3993;RALN;IR;0IR000;Z01;0;2;0;0
C3993;RALN;EQ;0FZEQF;Z01;2;3;0;0
C2426;RALN;EQ;0FZEQF;Z01;10;0;0;0
ER9954;RALN;OE;0OEESP;Z01;2;14;0;0
ER9954;RALN;EQ;0FZEQF;Z01;104;57;4,952380952381;2,7142857142857
ER9954;RALN;IR;0IR000;Z01;36;70;0;0
ER9954;RALN;PC;000061;Z01;21;6;0;0
ER9954;RALN;DI;0D0165;Z01;5;0;0;0
ER9954;RALN;DI;0D0164;Z01;6;8;0;0
ER9954;RALN;OP;0OP000;Z01;0;1;0;0
Q9178;UNIV;CC;043000;Z01;0;9;0;0
Q9178;UNIV;CB;038000;Z01;1;0;0;0
Q9178;UNIV;CC;0C7000;Z01;0;19;0;0
Q9178;UNIV;CE;061000;Z01;3;0;0;0
Q9178;UNIV;CD;048000;Z01;40;66;0,95238095238095;1,5714285714286
Q9178;UNIV;CD;052000;Z01;1;3;0;0
Q9178;UNIV;CD;0D6000;Z01;0;2;0;0
Q9178;UNIV;CC;040000;Z01;11;100;0,47826086956522;4,3478260869565
Q9178;UNIV;CC;046000;Z01;0;26;0;3,7142857142857
Q9178;UNIV;CB;034000;Z01;0;10;0;0
Q9178;UNIV;CD;049000;Z01;1;0;0;0
Q9178;UNIV;CE;059000;Z01;1;5;0;0
Q9178;UNIV;CC;042000;Z01;1;27;0;0
Q9178;UNIV;CD;050000;Z01;9;5;1,8;1
Q9178;UNIV;CC;045000;Z01;14;6;0;0
C3189;RALN;IR;0IR000;Z01;1;0;0;0
C3189;RALN;EQ;0FZEQF;Z01;7;3;7;3
C4888;RALN;IR;0IR000;Z01;14;0;0;0
C4888;RALN;EQ;0FZEQF;Z01;5;2;0;0
C4888;RALN;DI;0D0164;Z01;2;0;0;0
C4888;RALN;FP;0D0102;Z01;1;0;0;0
C5497;RALN;IR;0IR000;Z01;0;13;0;0
C5497;RALN;EQ;0FZEQF;Z01;3;4;0;0
C3162;RALN;DI;0D0164;Z01;3;0;0;0
C3162;RALN;EQ;0FZEQF;Z01;3;5;0,21428571428571;0,35714285714286
C5502;RALN;OE;0OEESP;Z01;24;6;0;0
C5502;RALN;DI;0D0164;Z01;3;3;0;0
C5502;RALN;EQ;0FZEQF;Z01;55;69;1,8333333333333;2,3
C5502;RALN;IR;0IR000;Z01;110;173;0;0
C5502;RALN;DI;0D0165;Z01;4;0;0;0
C5502;RALN;FP;0D0103;Z01;0;2;0;0
C12477;PRTN;CC;056000;Z01;3;5;0;0
C12477;PRTN;CB;0BE000;Z01;3;0;0;0
C12477;PRTN;CC;0CE000;Z01;4;0;0;0
C12477;PRTN;CD;057000;Z01;8;0;0;0
C4227;RALN;OE;0OEESP;Z01;0;2;0;0
C4227;RALN;IR;0IR000;Z01;3;4;0;0
C8108;RALN;OP;0OP000;Z01;1;1;0;0
C8108;RALN;IR;0IR000;Z01;9;57;0,31034482758621;1,9655172413793
C8108;RALN;RP;000096;Z01;0;1;0;0
C8108;RALN;OE;0OEESP;Z01;7;19;0;0
C8108;RALN;EQ;0FZEQF;Z01;7;39;0;0
C5013;RALN;FP;0D0103;Z01;5;0;0;0
C4100;RALN;EQ;0FZEQF;Z01;4;1;4;1
C7881;PRBZ;CD;000719;Z01;2;0;0;0
C7881;PRBZ;CA;000730;Z01;0;1;0;0
C7881;PRBZ;CC;000721;Z01;0;14;0;0
C7881;PRBZ;CD;000733;Z01;0;23;0;0
C7881;PRBZ;FP;0D0485;Z01;0;3;0;0
C7881;PRBZ;CA;000729;Z01;0;1;0;0
C7881;PRBZ;CB;000725;Z01;5;14;0;0
C7881;PRBZ;CB;000723;Z01;0;93;0;10,333333333333
C7881;PRBZ;CC;000722;Z01;0;1;0;0
C6343;RALN;EQ;0FZEQF;Z01;0;10;0;5
N10878;PRTN;CC;056000;Z01;31;40;1,7222222222222;2,2222222222222
N10878;PRTN;CC;0CE000;Z01;4;18;0,5;2,25
N10878;PRTN;CB;054000;Z01;2;9;0;0
N10878;PRTN;CD;057000;Z01;24;141;1,0909090909091;6,4090909090909
N10878;PRTN;CB;0BE000;Z01;0;85;0;0
C5746;RALN;EQ;0FZEQF;Z01;1;1;0,5;0,5
C5746;RALN;OE;0OEESP;Z01;2;0;0;0
C5746;RALN;IR;0IR000;Z01;1;8;0,33333333333333;2,6666666666667
C6225;PRTN;CC;0CE000;Z01;2;0;0;0
C6225;PRTN;CC;056000;Z01;0;1;0;0,33333333333333
C6225;PRTN;CB;0BE000;Z01;0;2;0;0
C1618;PRTN;CC;056000;Z01;0;2;0;0
C1618;PRTN;FP;0D0S4C;Z01;1;0;0;0
C1618;PRTN;CC;0CE000;Z01;1;1;0;0
C1618;PRTN;CB;054000;Z01;2;0;0;0
K8642;SSNA;BI;SD0E12;Z01;9;12;0;0
K8642;SSNA;MV;SD0E73;Z01;31;10;0;0
K8642;SSNA;CH;SD0E15;Z01;5;0;0;0
K8642;SSNA;MV;SD0E74;Z01;26;19;0;0
K8642;SSNA;RR;N18694;Z01;44;35;0;0
K8642;SSNA;PF;SPFASE;Z01;3;4;0;0
K8642;SSNA;BI;SD0E13;Z01;0;7;0;0
K8642;SSNA;PF;TPF026;Z01;3;0;0;0
K8642;SSNA;AT;TAT119;Z01;21;3;0;0
K8642;SSNA;PF;APF028;Z01;3;2;0,27272727272727;0,18181818181818
K8642;SSNA;DA;AD0S31;Z01;1;0;0;0
K8642;SSNA;PF;SPFTCN;Z01;1;14;0,017543859649123;0,24561403508772
K8642;SSNA;RR;N16695;Z01;3;1;0;0
C745;RALN;IR;0IR000;Z01;8;20;0;0
C745;RALN;OE;0OEESP;Z01;7;0;0;0
C745;RALN;EQ;0FZEQF;Z01;12;6;6;3
C5459;RALN;EQ;0FZEQF;Z01;2;1;0;0
C6742;RALN;IR;0IR000;Z01;0;11;0;0
C2664;RALN;IR;0IR000;Z01;0;1;0;0
C2664;RALN;EQ;0FZEQF;Z01;1;1;0;0
C6627;RALN;IR;0IR000;Z01;0;1;0;0
C6812;RALN;OE;0OEESP;Z01;1;1;0;0
C6812;RALN;EQ;0FZEQF;Z01;2;2;1;1
C6812;RALN;IR;0IR000;Z01;0;2;0;0
C260;RALN;EQ;0FZEQF;Z01;1;2;0;0
C260;RALN;IR;0IR000;Z01;4;4;0;0
C5189;RALN;IR;0IR000;Z01;2;0;0;0
C5189;RALN;RU;0D0I96;Z01;0;3;0;0
C5189;RALN;EQ;0FZEQF;Z01;0;2;0;0
C6706;RALN;EQ;0FZEQF;Z01;0;5;0;2,5
C6261;REFR;CD;0D6000;Z01;0;3;0;0
C6261;REFR;CB;036000;Z01;0;2;0;0
C6261;REFR;CD;051000;Z01;0;24;0;0
C6261;REFR;CC;045000;Z01;0;3;0;0
C6261;REFR;CC;042000;Z01;27;26;0;0
C6261;REFR;CC;046000;Z01;0;2;0;0
C6261;REFR;CC;097000;Z01;0;2;0;0
C6261;REFR;CC;043000;Z01;1;10;0;0
C6261;REFR;CB;034000;Z01;1;0;0;0
C6261;REFR;CB;038000;Z01;0;2;0;0
C6261;REFR;XA;0PL908;Z01;4;0;0;0
C6261;REFR;FP;0D0103;Z01;0;9;0;9
C6261;REFR;CD;050000;Z01;0;5;0;1,6666666666667
C6261;REFR;CB;0B7000;Z01;0;4;0;0
C6261;REFR;CD;049000;Z01;2;63;0;0
C6261;REFR;CD;052000;Z01;0;2;0;0
C6261;REFR;XA;0PL910;Z01;6;0;0;0
C6261;REFR;CD;048000;Z01;13;11;0;0
C6261;REFR;CC;040000;Z01;12;18;0;0
C4395;RALN;EQ;0FZEQF;Z01;0;1;0;0
OL14557;EPNE;AT;0AS000;Z01;0;6;0;0
AS13550;LS13;DI;0D00NF;Z01;12;0;0;0
AS13550;LS13;LI;0000ND;Z01;60;45;0;0
N10887;PRTN;CD;057000;Z01;0;35;0;0
N10887;PRTN;CB;054000;Z01;0;4;0;0
N10887;PRTN;CC;0CE000;Z01;10;16;2,5;4
N10887;PRTN;CC;056000;Z01;4;11;0,8;2,2
N10887;PRTN;CB;0BE000;Z01;16;16;0;0
C2078;RALN;IR;0IR000;Z01;0;2;0;0
C6035;RALN;EQ;0FZEQF;Z01;1;3;0;0
C6035;RALN;IR;0IR000;Z01;5;28;0;0
C6035;RALN;OE;0OEESP;Z01;0;1;0;0
C6440;RALN;IR;0IR000;Z01;2;0;0;0
C6440;RALN;FP;0D0103;Z01;0;2;0;2
C6440;RALN;EQ;0FZEQF;Z01;2;3;0;0
C2077;RALN;OE;0OEESP;Z01;1;2;0;0
C2077;RALN;EQ;0FZEQF;Z01;8;7;0;0
C2077;RALN;IR;0IR000;Z01;10;6;0,15873015873016;0,095238095238095
V9736;RALN;IR;0IR000;Z01;5;25;0;0
V9736;RALN;DI;0D0104;Z01;2;0;0;0
V9736;RALN;OE;0OEESP;Z01;0;1;0;0
V9736;RALN;EQ;0FZEQF;Z01;4;11;0;0
V9736;RALN;DI;0D0164;Z01;7;0;0;0
C3414;RALN;EQ;0FZEQF;Z01;1;0;0;0
C3414;RALN;IR;0IR000;Z01;0;2;0;0,33333333333333
CS10377;RALN;IR;0IR000;Z01;34;73;0;0
CS10377;RALN;DI;0D0165;Z01;5;0;0;0
CS10377;RALN;OE;0OEESP;Z01;4;12;0;0
CS10377;RALN;EQ;0FZEQF;Z01;103;490;0;0
C3522;RALN;EQ;0FZEQF;Z01;91;148;1,2638888888889;2,0555555555556
C3522;RALN;RP;000096;Z01;0;5;0;0
C3522;RALN;DF;0D0095;Z01;2;2;0;0
C3522;RALN;IR;0IR000;Z01;192;263;1,4222222222222;1,9481481481481
C3522;RALN;OE;0OEESP;Z01;117;159;1,5394736842105;2,0921052631579
C5640;RALN;EQ;0FZEQF;Z01;2;1;1;0,5
C5640;RALN;OE;0OEESP;Z01;2;0;0;0
C5640;RALN;IR;0IR000;Z01;1;1;0,33333333333333;0,33333333333333
C4582;RALN;EQ;0FZEQF;Z01;2;6;0;0
C4402;RALN;EQ;0FZEQF;Z01;0;5;0;0
C4402;RALN;OE;0OEESP;Z01;2;4;0;0
C665;RALN;OE;0OEESP;Z01;2;0;0;0
C665;RALN;IR;0IR000;Z01;2;10;0;0
C665;RALN;EQ;0FZEQF;Z01;5;8;0;0
C8288;RALN;IR;0IR000;Z01;6;3;0;0
C8288;RALN;EQ;0FZEQF;Z01;0;1;0;0
C4907;PRBZ;CB;000725;Z01;2;0;0;0
C4907;PRBZ;FP;0D0485;Z01;0;18;0;0
C4907;PRBZ;CC;000722;Z01;0;1;0;0
C4907;PRBZ;CC;000721;Z01;3;25;0;0
C746;RALN;IR;0IR000;Z01;0;2;0;0
C746;RALN;EQ;0FZEQF;Z01;0;1;0;0
P9112;RALN;EQ;0FZEQF;Z01;6;1;0,35294117647059;0,058823529411765
C4747;RALN;OE;0OEESP;Z01;3;0;0;0
C4747;RALN;IR;0IR000;Z01;0;3;0;0
C4747;RALN;EQ;0FZEQF;Z01;3;3;3;3
C3364;RALN;EQ;0FZEQF;Z01;0;1;0;0
C2036;RALN;IR;0IR000;Z01;5;8;0;0
C2036;RALN;OE;0OEESP;Z01;4;4;0;0
C3351;RALN;EQ;0FZEQF;Z01;2;2;0;0
C5195;PRBZ;CA;000727;Z01;1;0;0;0
C5195;PRBZ;CC;000721;Z01;0;14;0;0
C7980;RALN;IR;0IR000;Z01;1;0;0;0
C7980;RALN;OE;0OEESP;Z01;1;0;0;0
C3402;RALN;IR;0IR000;Z01;10;12;0;0
C3245;RALN;OP;0OP000;Z01;0;1;0;0
C3245;RALN;EQ;0FZEQF;Z01;1;3;0,058823529411765;0,17647058823529
C3245;RALN;IR;0IR000;Z01;23;14;0,92;0,56
M10756;MNST;OP;0OP000;Z01;229;101;6,9393939393939;3,0606060606061
M10756;CPOR;MT;014833;Z01;7;34;0,36842105263158;1,7894736842105
M10756;CPOR;US;0D0956;Z01;224;1;10,181818181818;0,045454545454545
M10756;CPOR;GR;013353;Z01;58;3;2,32;0,12
M10756;CPOR;MT;017832;Z01;2;12;0,08695652173913;0,52173913043478
M10756;CPOR;UI;018338;Z01;272;364;6,1818181818182;8,2727272727273
M10756;CPOR;MR;016332;Z01;124;55;7,2941176470588;3,2352941176471
M10756;CPOR;US;0D0563;Z01;56;0;28;0
M10756;CPOR;MR;014333;Z01;83;13;13,833333333333;2,1666666666667
M10756;CPOR;SG;013960;Z01;7;0;0;0
M10756;CPOR;MT;000FP4;Z01;504;67;1,8194945848375;0,24187725631769
M10756;CPOR;SG;014308;Z01;724;12;60,333333333333;1
M10756;MNST;AT;0AS000;Z01;4961;5013;3,019476567255;3,0511259890444
M10756;CPOR;SG;014349;Z01;461;0;41,909090909091;0
M10756;CPOR;GR;013293;Z01;334;0;0;0
M10756;CPOR;MT;000FR1;Z01;7;10;0,035897435897436;0,051282051282051
M10756;CPOR;UI;018354;Z01;449;135;14,966666666667;4,5
M10756;CPOR;MR;015347;Z01;195;0;16,25;0
M10756;CPOR;GR;013351;Z01;230;39;1,6312056737589;0,27659574468085
M10756;CPOR;SG;015350;Z01;212;0;0;0
M10756;CPOR;UI;018958;Z01;479;78;13,685714285714;2,2285714285714
M10756;CPOR;GR;0131GR;Z01;163;16;2,5873015873016;0,25396825396825
M10756;CPOR;GR;013352;Z01;260;14;5,3061224489796;0,28571428571429
M10756;CPOR;MR;016C10;Z01;21;0;10,5;0
M10756;CPOR;UI;017335;Z01;516;0;0;0
M10756;CPOR;MR;017938;Z01;229;0;0;0
M10756;CPOR;MR;017830;Z01;350;0;0;0
M10756;CPOR;US;0D0567;Z01;1184;222;25,739130434783;4,8260869565217
M10756;MNST;FU;0FZ000;Z01;4622;2834;4,9752421959096;3,0505920344456
M10756;CPOR;MR;017556;Z01;222;1;20,181818181818;0,090909090909091
M10756;CPOR;SG;015293;Z01;819;0;0;0
C7254;RALN;EQ;0FZEQF;Z01;25;242;0;0
C7254;RALN;FP;0D0103;Z01;0;20;0;20
C7254;RALN;OE;0OEESP;Z01;121;47;0;0
C7254;RALN;IR;0IR000;Z01;144;385;0;0
C7254;RALN;OP;0OP000;Z01;20;0;0;0
P9049;RALN;DI;0D0164;Z01;6;0;0;0
P9049;RALN;EQ;0FZEQF;Z01;71;32;1,7317073170732;0,78048780487805
P9049;RALN;IR;0IR000;Z01;71;35;1,3653846153846;0,67307692307692
P9049;RALN;RP;000096;Z01;0;1;0;0
P9049;RALN;OE;0OEESP;Z01;121;16;4,84;0,64
U12848;SSNA;PT;TPT092;Z01;2;0;0;0
U12848;SSNA;DT;TD0S01;Z01;1;6;0;0
U12848;SSNA;MD;SD0E33;Z01;89;3;0;0
U12848;SSNA;DA;AD0S31;Z01;7;8;0;0
U12848;SSNA;AT;TAT119;Z01;0;8;0;0
U12848;SSNA;PF;APF028;Z01;71;174;1,1269841269841;2,7619047619048
U12848;SSNA;DT;TD0002;Z01;1;0;0;0
U12848;SSNA;MD;SD0035;Z01;30;55;5;9,1666666666667
U12848;SSNA;FM;SD0E38;Z01;0;20;0;0
U12848;SSNA;AT;AAT117;Z01;15;59;0;0
U12848;SSNA;PF;APFCAS;Z01;2;12;0,5;3
U12848;SSNA;PF;SPFPRV;Z01;0;15;0;0
U12848;SSNA;PF;SPFRAB;Z01;0;6;0;0
U12848;SSNA;DA;AD0A31;Z01;2;0;0;0
U12848;SSNA;DP;PD0S45;Z01;1;5;0;0
U12848;SSNA;PF;TPF026;Z01;49;45;0;0
U12848;SSNA;DT;TD0A70;Z01;0;2;0;0
U12848;SSNA;FM;SD0A38;Z01;0;9;0;0
U12848;SSNA;DT;TD0S70;Z01;8;0;0;0
U12848;SSNA;AT;TATIFC;Z01;0;5;0;0
U12848;SSNA;DA;AD0032;Z01;3;17;0;0
U12848;SSNA;PS;SD0CO1;Z01;0;5;0;0
U12848;SSNA;PF;SPFINF;Z01;33;31;2,75;2,5833333333333
U12848;SSNA;PF;SPFTCN;Z01;9;9;0;0
LS12121;LS13;DI;0D00NF;Z01;28;0;0;0
LS12121;LS13;LI;0000ND;Z01;257;279;0;0
C7448;PRBZ;CC;000721;Z01;8;4;0;0
C7448;PRBZ;CC;000722;Z01;6;3;0;0
C7448;PRBZ;CD;000719;Z01;5;0;0;0
C1521;RALN;OE;0OEESP;Z01;4;0;0;0
C1521;RALN;IR;0IR000;Z01;2;2;0;0
C1521;RALN;EQ;0FZEQF;Z01;10;12;5;6
C1024;RALN;IR;0IR000;Z01;0;10;0;0
C2274;RALN;EQ;0FZEQF;Z01;0;72;0;12
C2274;RALN;IR;0IR000;Z01;72;144;6;12
C2274;RALN;OE;0OEESP;Z01;0;36;0;7,2
C7595;RALN;IR;0IR000;Z01;1;3;0;0
C7595;RALN;OE;0OEESP;Z01;0;2;0;0
C12496;PRTN;CD;057000;Z01;15;8;0;0
C12496;PRTN;FP;0D034C;Z01;0;12;0;0
C12496;PRTN;CB;0BE000;Z01;4;4;0;0
C12496;PRTN;CC;0CE000;Z01;3;12;0;0
C12496;PRTN;CC;056000;Z01;30;31;0;0
C12496;PRTN;CA;053000;Z01;0;6;0;0
C224;RALN;IR;0IR000;Z01;1;1;0;0
C224;RALN;EQ;0FZEQF;Z01;0;2;0;0
C224;RALN;OE;0OEESP;Z01;0;3;0;0
C6944;RALN;EQ;0FZEQF;Z01;5;11;0;0
C6944;RALN;IR;0IR000;Z01;0;2;0;0
C6944;RALN;OE;0OEESP;Z01;2;0;0;0
C6806;RALN;OE;0OEESP;Z01;2;3;0;0
C6806;RALN;EQ;0FZEQF;Z01;0;2;0;2
C6806;RALN;IR;0IR000;Z01;0;2;0;0
C2788;RALN;EQ;0FZEQF;Z01;0;2;0;0
C2788;RALN;IR;0IR000;Z01;23;1;0;0
C3587;RALN;EQ;0FZEQF;Z01;0;2;0;0
C3587;RALN;FP;0D0103;Z01;0;5;0;5
C3587;RALN;IR;0IR000;Z01;0;3;0;0
C3587;RALN;OP;0OP000;Z01;0;1;0;0
C3587;RALN;OE;0OEESP;Z01;0;2;0;0
