ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSENZA;FORM_UOMINI;FORM_DONNE;FORM_MEDIA_UOMINI;FORM_MEDIA_DONNE
Q9182;UNIV;CD;049000;Z01;0;22;0;0
Q9182;UNIV;CB;036000;Z01;0;2;0;0
Q9182;UNIV;CD;050000;Z01;22;29;0;0
Q9182;UNIV;CE;063000;Z01;0;7;0;0
Q9182;UNIV;CC;046000;Z01;48;47;0;0
Q9182;UNIV;CB;038000;Z01;0;4;0;0
Q9182;UNIV;CD;051000;Z01;1;11;0;0
Q9182;UNIV;CC;042000;Z01;8;25;0;0
Q9182;UNIV;CC;040000;Z01;29;51;0;0
Q9182;UNIV;CC;0C8000;Z01;0;2;0;0
Q9182;UNIV;CD;048000;Z01;15;10;0;0
Q9182;UNIV;CC;045000;Z01;29;34;3,2222222222222;3,7777777777778
Q9182;UNIV;CC;043000;Z01;12;40;0;0
Q9182;UNIV;CC;097000;Z01;6;6;0;0
C1717;RALN;FP;0D0485;Z01;0;3;0;3
CS11908;RALN;EQ;0FZEQF;Z01;0;7;0;0
CS11908;RALN;DF;0D0098;Z01;3;0;0;0
C4835;RALN;EQ;0FZEQF;Z01;0;1;0;0,5
CS10234;RALN;IR;0IR000;Z01;0;2;0;0
U12465;SSNA;MD;SD0E34;Z01;163;202;3,1346153846154;3,8846153846154
U12465;SSNA;MD;SD0035;Z01;743;1427;1,4712871287129;2,8257425742574
U12465;SSNA;PF;SPFRAB;Z01;47;402;0,40869565217391;3,495652173913
U12465;SSNA;DA;AD0032;Z01;1;20;0,14285714285714;2,8571428571429
U12465;SSNA;OP;TOP059;Z01;1;0;0;0
U12465;SSNA;DT;TD0002;Z01;2;0;0;0
U12465;SSNA;MD;SD0036;Z01;84;31;0;0
U12465;SSNA;PF;SPFPRV;Z01;74;107;2,3870967741935;3,4516129032258
U12465;SSNA;AT;TAT119;Z01;9;0;0;0
U12465;SSNA;PF;PPF006;Z01;13;3;0;0
U12465;SSNA;DA;AD0A31;Z01;0;2;0;1
U12465;SSNA;PF;KPFASC;Z01;0;101;0;0
U12465;SSNA;FM;SD0E39;Z01;0;6;0;0
U12465;SSNA;MV;SD0E73;Z01;6;6;0;0
U12465;SSNA;FM;SD0A38;Z01;7;73;0;0
U12465;SSNA;DP;PD0046;Z01;1;5;0;0
U12465;SSNA;PF;APFCAS;Z01;5;29;0,13513513513514;0,78378378378378
U12465;SSNA;PT;0PTSPR;Z01;0;1;0;0
U12465;SSNA;PS;SD0SE3;Z01;0;15;0;0
U12465;SSNA;DT;TD0A01;Z01;8;8;0;0
U12465;SSNA;PS;SD0CO1;Z01;4;0;0;0
U12465;SSNA;MD;SD0E33;Z01;266;91;20,461538461538;7
U12465;SSNA;BI;SD0E12;Z01;0;7;0;0
U12465;SSNA;PL;SD0A65;Z01;15;69;0;0
U12465;SSNA;PS;SD0AI3;Z01;0;3;0;0
U12465;SSNA;PT;TPT092;Z01;2;0;0;0
U12465;SSNA;PF;SPFINE;Z01;52;342;0,41269841269841;2,7142857142857
U12465;SSNA;AT;AAT117;Z01;23;32;0,085820895522388;0,11940298507463
U12465;SSNA;PF;SPFOST;Z01;4;142;0;0
U12465;SSNA;PF;TPFCTS;Z01;0;8;0;0
U12465;SSNA;PF;KPFSCE;Z01;0;34;0;0
U12465;SSNA;PL;SD0E65;Z01;0;3;0;0
U12465;SSNA;PF;TPF026;Z01;14;10;1,4;1
U12465;SSNA;PF;SPFINF;Z01;673;3119;0,39082462253194;1,8112659698026
U12465;SSNA;OP;KOP660;Z01;37;145;0,073412698412698;0,28769841269841
U12465;SSNA;OP;AOP870;Z01;2;30;0,011111111111111;0,16666666666667
U12465;SSNA;BI;SD0E13;Z01;4;0;0;0
U12465;SSNA;PF;SPFASE;Z01;18;151;0;0
U12465;SSNA;MV;SD0A73;Z01;35;34;0;0
U12465;SSNA;DP;PD0A45;Z01;2;0;0;0
U12465;SSNA;BI;SD0A12;Z01;3;46;0,23076923076923;3,5384615384615
U12465;SSNA;FM;SD0E38;Z01;0;10;0;0
U12465;SSNA;PF;APF028;Z01;16;38;0,16326530612245;0,38775510204082
U12465;SSNA;DA;AD0S31;Z01;1;2;0;0
U12465;SSNA;MD;SD0N33;Z01;4;2;0;0
U12465;SSNA;PS;SD0AI1;Z01;13;4;0;0
U12465;SSNA;DP;PD0S45;Z01;0;1;0;0
U12465;SSNA;DP;PD0S03;Z01;2;0;0;0
U12465;SSNA;AT;SAT162;Z01;0;1;0;0
U12465;SSNA;PS;SD0SE1;Z01;3;0;0;0
U12465;SSNA;PF;SPFTCN;Z01;43;223;0;0
C6119;RALN;OE;0OEESP;Z01;0;1;0;0
C268;RALN;OE;0OEESP;Z01;2;2;0;0
C4232;RALN;EQ;0FZEQF;Z01;0;2;0;0
C4232;RALN;OE;0OEESP;Z01;2;1;0;0
C4232;RALN;IR;0IR000;Z01;4;1;4;1
C8186;RALN;EQ;0FZEQF;Z01;5;5;0,625;0,625
C8186;RALN;IR;0IR000;Z01;3;3;0,21428571428571;0,21428571428571
C8186;RALN;OE;0OEESP;Z01;2;2;0;0
C6128;RALN;EQ;0FZEQF;Z01;1;2;1;2
C4239;RALN;FP;0D0103;Z01;2;0;0;0
C4239;RALN;IR;0IR000;Z01;1;4;0;0
C4239;RALN;EQ;0FZEQF;Z01;2;2;0;0
C4239;RALN;OE;0OEESP;Z01;1;1;0;0
C3751;RALN;EQ;0FZEQF;Z01;5;5;0,625;0,625
C3751;RALN;IR;0IR000;Z01;7;6;0;0
C4213;RALN;EQ;0FZEQF;Z01;3;5;0;0
C4213;RALN;IR;0IR000;Z01;4;8;0,8;1,6
C5616;RALN;EQ;0FZEQF;Z01;5;2;0;0
C5616;RALN;IR;0IR000;Z01;21;2;0;0
C698;RALN;IR;0IR000;Z01;1;6;0,25;1,5
C698;RALN;EQ;0FZEQF;Z01;5;5;1,6666666666667;1,6666666666667
C5111;RALN;EQ;0FZEQF;Z01;0;2;0;0
C5111;RALN;IR;0IR000;Z01;1;3;0;0
C6371;RALN;IR;0IR000;Z01;5;5;0;0
C2719;RALN;IR;0IR000;Z01;6;4;0;0
C2719;RALN;OE;0OEESP;Z01;2;2;0;0
C2719;RALN;EQ;0FZEQF;Z01;1;4;0;0
C4252;RALN;IR;0IR000;Z01;19;20;0;0
C4252;RALN;EQ;0FZEQF;Z01;11;16;0;0
C4252;RALN;OE;0OEESP;Z01;0;8;0;0
C476;REVA;CD;047000;Z01;3;4;0,10714285714286;0,14285714285714
C476;REVA;CC;042000;Z01;4;4;0,081632653061224;0,081632653061224
C5799;RALN;EQ;0FZEQF;Z01;10;0;3,3333333333333;0
C5799;RALN;IR;0IR000;Z01;7;1;2,3333333333333;0,33333333333333
C6878;RALN;IR;0IR000;Z01;1;3;0;0
U12387;SSNA;MD;SD0036;Z01;939;792;10,550561797753;8,8988764044944
U12387;SSNA;MV;SD0E73;Z01;0;2;0;0
U12387;SSNA;DP;PD0A03;Z01;1;0;0;0
U12387;SSNA;MO;SD0047;Z01;0;14;0;0
U12387;SSNA;PF;APF028;Z01;27;76;0,19014084507042;0,53521126760563
U12387;SSNA;DP;PD0606;Z01;0;1;0;0
U12387;SSNA;PT;0PTSPR;Z01;0;1;0;0
U12387;SSNA;FM;SD0E38;Z01;0;10;0;0
U12387;SSNA;MD;SD0E34;Z01;178;265;0;0
U12387;SSNA;MD;SD0035;Z01;1721;3702;3,4214711729622;7,3598409542744
U12387;SSNA;FM;SD0E39;Z01;0;2;0;0
U12387;SSNA;PL;SD0064;Z01;100;267;2,8571428571429;7,6285714285714
U12387;SSNA;FI;SD0E41;Z01;0;6;0;0
U12387;SSNA;PT;TPT092;Z01;0;3;0;0,14285714285714
U12387;SSNA;AT;KAT660;Z01;2;19;0,025974025974026;0,24675324675325
U12387;SSNA;PF;SPFTCN;Z01;175;271;1,09375;1,69375
U12387;SSNA;PF;KPFSCE;Z01;2;11;0;0
U12387;SSNA;PL;SD0E65;Z01;0;3;0;0
U12387;SSNA;OP;AOP870;Z01;2;0;0;0
U12387;SSNA;PF;SPFASE;Z01;9;7;0;0
U12387;SSNA;PS;SD0CO1;Z01;1;1;0;0
U12387;SSNA;MD;SD0N33;Z01;32;0;0;0
U12387;SSNA;DP;PD0A09;Z01;0;2;0;0
U12387;SSNA;MV;SD0E74;Z01;3;0;0;0
U12387;SSNA;PF;SPFINE;Z01;40;104;0;0
U12387;SSNA;FM;SD0A38;Z01;14;141;0;0
U12387;SSNA;PF;SPFOST;Z01;6;133;0;0
U12387;SSNA;PL;SD0A65;Z01;154;728;1,8117647058824;8,5647058823529
U12387;SSNA;PS;SD0AI4;Z01;10;0;0;0
U12387;SSNA;FI;SD0A41;Z01;1;5;0,5;2,5
U12387;SSNA;PF;KPFASC;Z01;9;151;0,09375;1,5729166666667
U12387;SSNA;PF;TPF026;Z01;17;25;0;0
U12387;SSNA;MV;SD0A73;Z01;14;32;0;0
U12387;SSNA;PS;SD0AI2;Z01;0;7;0;0
U12387;SSNA;DP;PD0046;Z01;0;3;0;0
U12387;SSNA;AT;TAT119;Z01;3;0;0;0
U12387;SSNA;PF;SPFINF;Z01;675;2292;0,45120320855615;1,5320855614973
U12387;SSNA;PF;SPFPRV;Z01;181;247;4,1136363636364;5,6136363636364
U12387;SSNA;MD;SD0E33;Z01;222;183;0;0
U12387;SSNA;MD;SD0N34;Z01;36;9;0;0
U12387;SSNA;PT;APT017;Z01;0;2;0;0
U12387;SSNA;BI;SD0A12;Z01;7;119;0;0
U12387;SSNA;AT;AAT117;Z01;24;64;0,13114754098361;0,34972677595628
U12387;SSNA;DA;AD0032;Z01;3;6;0,5;1
U12387;SSNA;DT;TD0611;Z01;0;1;0;0
U12387;SSNA;DA;AD0A31;Z01;1;5;0;0
U12387;SSNA;PF;SPFRAB;Z01;54;208;0,54;2,08
U12387;SSNA;PS;SD0AI3;Z01;0;2;0;0
C1514;RALN;IR;0IR000;Z01;2;21;0;0
C1514;RALN;EQ;0FZEQF;Z01;4;34;0;0
C1514;RALN;RU;0D0I95;Z01;1;0;0;0
C1514;RALN;OE;0OEESP;Z01;4;2;0;0
C1514;RALN;FP;0D0103;Z01;1;0;0;0
C6245;PRTN;CC;056000;Z01;0;4;0;0
C6245;PRTN;CC;0CE000;Z01;0;2;0;0
C6245;PRTN;CB;054000;Z01;1;0;0;0
C6245;PRTN;CB;0BE000;Z01;1;0;0;0
CM9114;RALN;EQ;0FZEQF;Z01;564;765;3,2982456140351;4,4736842105263
CM9114;RALN;OE;0OEESP;Z01;216;9;13,5;0,5625
CM9114;RALN;IR;0IR000;Z01;341;322;2,1858974358974;2,0641025641026
CM9114;RALN;FP;0D0102;Z01;1;0;0;0
CM9114;RALN;OP;0OP000;Z01;1;1;1;1
CM9114;RALN;DI;0D0164;Z01;49;38;0;0
CM9114;RALN;DI;0D0165;Z01;2;0;0;0
R9196;RALN;OE;0OEESP;Z01;8;1;0,022792022792023;0,0028490028490028
R9196;RALN;IR;0IR000;Z01;117;99;0,14216281895504;0,12029161603888
R9196;RALN;DI;0D0164;Z01;11;17;0,18333333333333;0,28333333333333
R9196;RALN;EQ;0FZEQF;Z01;272;475;0,32151300236407;0,56146572104019
R9196;RALN;DI;0D0165;Z01;2;18;0,083333333333333;0,75
C2146;RALN;EQ;0FZEQF;Z01;0;2;0;0,66666666666667
C2146;RALN;IR;0IR000;Z01;0;4;0;2
C4263;RALN;IR;0IR000;Z01;2;8;0;0
C4263;RALN;FP;0D0103;Z01;2;0;0;0
C4263;RALN;EQ;0FZEQF;Z01;3;2;0;0
C4263;RALN;OE;0OEESP;Z01;1;2;0;0
J8636;SSNA;PF;SPFPRV;Z01;0;2;0;0
J8636;SSNA;MD;SD0E34;Z01;4;11;0,8;2,2
J8636;SSNA;MD;SD0036;Z01;4;0;0;0
J8636;SSNA;RR;N16695;Z01;0;1;0;0
J8636;SSNA;AT;TAT162;Z01;1;0;0;0
J8636;SSNA;AT;AAT117;Z01;0;1;0;0
J8636;SSNA;PF;SPFINF;Z01;2;20;0;0
J8636;SSNA;BI;SD0A12;Z01;0;3;0;0
J8636;SSNA;PF;TPF026;Z01;2;6;0;0
J8636;SSNA;RR;N18694;Z01;1;0;0;0
J8636;SSNA;PS;SD0AI1;Z01;0;11;0;0
J8636;SSNA;MD;SD0035;Z01;66;88;1,32;1,76
J8636;SSNA;PF;SPFTCN;Z01;7;22;0;0
J8636;SSNA;MD;SD0N33;Z01;3;0;0;0
J8636;SSNA;OP;KOP660;Z01;0;1;0;0
J8636;SSNA;FM;SD0E38;Z01;5;0;0;0
J8636;SSNA;FI;SD0A41;Z01;3;10;0;0
J8636;SSNA;MD;SD0E33;Z01;28;0;0;0
J8636;SSNA;PF;SPFASE;Z01;0;2;0;0
J8636;SSNA;FM;SD0A38;Z01;0;6;0;0
J8636;SSNA;AT;TATIFC;Z01;1;0;0;0
J8636;SSNA;BI;SD0E12;Z01;0;2;0;0
J8636;SSNA;PL;SD0E65;Z01;0;2;0;0
J8636;SSNA;PF;APF028;Z01;0;3;0;0,23076923076923
J8636;SSNA;CH;SD0A15;Z01;1;0;0;0
C4721;RALN;OE;0OEESP;Z01;3;0;0;0
C4721;RALN;EQ;0FZEQF;Z01;0;1;0;1
UC10192;RALN;IR;0IR000;Z01;0;7;0;0
C4920;RALN;DI;0D0164;Z01;7;0;0;0
C4920;RALN;OE;0OEESP;Z01;28;46;2,8;4,6
C4920;RALN;IR;0IR000;Z01;264;223;5,28;4,46
C4920;RALN;EQ;0FZEQF;Z01;25;54;1,0416666666667;2,25
C6750;RALN;EQ;0FZEQF;Z01;4;4;0;0
C6750;RALN;OE;0OEESP;Z01;2;4;0,5;1
C6750;RALN;IR;0IR000;Z01;3;1;0;0
C12277;RALN;EQ;0FZEQF;Z01;34;0;5,6666666666667;0
C2395;RALN;IR;0IR000;Z01;3;5;0;0
C7388;RALN;IR;0IR000;Z01;22;45;0;0
C7388;RALN;DI;0D0165;Z01;5;0;0;0
C7388;RALN;DI;0D0164;Z01;3;7;0;0
C7388;RALN;EQ;0FZEQF;Z01;15;26;0,5;0,86666666666667
C7388;RALN;OP;0OP000;Z01;7;6;0;0
C7388;RALN;FP;0D0102;Z01;0;5;0;0
C7388;RALN;OE;0OEESP;Z01;10;8;0;0
C7388;RALN;RP;000096;Z01;0;2;0;0
C4623;RALN;OE;0OEESP;Z01;0;2;0;0
C4623;RALN;IR;0IR000;Z01;34;38;0;0
C4623;RALN;EQ;0FZEQF;Z01;3;16;0,375;2
C7535;RALN;EQ;0FZEQF;Z01;1;1;0;0
C7535;RALN;IR;0IR000;Z01;0;3;0;0
C7535;RALN;OE;0OEESP;Z01;3;1;0;0
C5038;RALN;IR;0IR000;Z01;1;5;0,066666666666667;0,33333333333333
C5038;RALN;EQ;0FZEQF;Z01;0;2;0;0
C5260;RALN;EQ;0FZEQF;Z01;4;8;0;0
C8057;RALN;EQ;0FZEQF;Z01;1;1;0;0
C2674;RALN;EQ;0FZEQF;Z01;0;4;0;4
C2224;RALN;IR;0IR000;Z01;14;18;0;0
C2224;RALN;OE;0OEESP;Z01;4;9;0;0
C2224;RALN;EQ;0FZEQF;Z01;4;7;1,3333333333333;2,3333333333333
UC8808;RALN;EQ;0FZEQF;Z01;0;2;0;0,66666666666667
C3798;RALN;OE;0OEESP;Z01;1;1;0;0
C3798;RALN;EQ;0FZEQF;Z01;2;2;0;0
C3798;RALN;IR;0IR000;Z01;3;2;0;0
C4511;RALN;OE;0OEESP;Z01;1;0;0;0
C4511;RALN;EQ;0FZEQF;Z01;0;2;0;2
C4511;RALN;IR;0IR000;Z01;2;0;0;0
C4511;RALN;RU;0D0I95;Z01;1;0;0;0
C1909;RALN;EQ;0FZEQF;Z01;0;1;0;0
C1909;RALN;IR;0IR000;Z01;0;1;0;0,5
C3197;RALN;EQ;0FZEQF;Z01;0;1;0;1
C3197;RALN;OE;0OEESP;Z01;0;1;0;0
C3197;RALN;IR;0IR000;Z01;0;1;0;1
C7210;RALN;EQ;0FZEQF;Z01;4;0;0;0
C7210;RALN;OE;0OEESP;Z01;3;2;1,5;1
C7210;RALN;IR;0IR000;Z01;2;22;0,18181818181818;2
CS14422;RALN;IR;0IR000;Z01;0;2;0;0
CS14422;RALN;EQ;0FZEQF;Z01;0;2;0;0
C1524;RALN;IR;0IR000;Z01;1;1;0;0
C1524;RALN;EQ;0FZEQF;Z01;1;1;0;0
C4021;RALN;OE;0OEESP;Z01;1;0;0;0
C4021;RALN;EQ;0FZEQF;Z01;2;0;0;0
C5652;RALN;EQ;0FZEQF;Z01;40;45;0;0
C5652;RALN;IR;0IR000;Z01;18;27;0;0
C5652;RALN;OE;0OEESP;Z01;17;0;0;0
C1991;RALN;EQ;0FZEQF;Z01;4;5;1;1,25
C1991;RALN;IR;0IR000;Z01;0;1;0;0
C5343;RALN;EQ;0FZEQF;Z01;0;12;0;6
C5343;RALN;OE;0OEESP;Z01;7;7;0;0
C5343;RALN;IR;0IR000;Z01;0;7;0;3,5
C5839;RALN;FP;0D0102;Z01;1;0;0;0
C5839;RALN;IR;0IR000;Z01;44;74;0;0
C5839;RALN;EQ;0FZEQF;Z01;6;74;0;0
C5839;RALN;OE;0OEESP;Z01;1;1;0;0
C2513;RALN;IR;0IR000;Z01;5;0;0;0
C2513;RALN;EQ;0FZEQF;Z01;0;6;0;6
C7537;RALN;OE;0OEESP;Z01;3;0;0;0
C7537;RALN;IR;0IR000;Z01;5;13;0;0
C7537;RALN;EQ;0FZEQF;Z01;12;8;6;4
C811;RALN;OE;0OEESP;Z01;1;0;0;0
C811;RALN;IR;0IR000;Z01;1;4;0,5;2
OL13993;EPNE;AT;0AS000;Z01;0;2;0;0
C7038;RALN;IR;0IR000;Z01;1;0;0;0
C7038;RALN;EQ;0FZEQF;Z01;1;3;0;0
C7377;RALN;EQ;0FZEQF;Z01;0;2;0;0,5
C7377;RALN;IR;0IR000;Z01;1;3;0;0
C2955;REFR;CD;050000;Z01;1;0;0;0
C2955;REFR;CD;051000;Z01;0;1;0;0
C2955;REFR;CC;040000;Z01;1;0;0;0
C7367;RALN;EQ;0FZEQF;Z01;0;3;0;0
C7367;RALN;IR;0IR000;Z01;0;4;0;0,66666666666667
C7935;RALN;IR;0IR000;Z01;0;1;0;0
C7935;RALN;EQ;0FZEQF;Z01;0;6;0;0
U12388;SSNA;FM;SD0A38;Z01;1;1;0;0
U12388;SSNA;MD;SD0E34;Z01;12;10;0,36363636363636;0,3030303030303
U12388;SSNA;PF;SPFINE;Z01;12;108;0;0
U12388;SSNA;PS;SD0AI4;Z01;9;0;0;0
U12388;SSNA;MD;SD0036;Z01;19;11;0,32758620689655;0,18965517241379
U12388;SSNA;PS;SD048D;Z01;2;0;0;0
U12388;SSNA;MD;SD0035;Z01;258;295;0,45663716814159;0,52212389380531
U12388;SSNA;MV;SD0A73;Z01;4;3;0;0
U12388;SSNA;BI;SD0A12;Z01;0;4;0;0
U12388;SSNA;PF;SPFTCN;Z01;166;207;0,80193236714976;1
U12388;SSNA;AT;AAT117;Z01;34;96;0,20858895705521;0,58895705521472
U12388;SSNA;PT;APT017;Z01;2;6;0,051282051282051;0,15384615384615
U12388;SSNA;DP;PD0A03;Z01;0;1;0;0
U12388;SSNA;DA;AD0A31;Z01;2;1;0,66666666666667;0,33333333333333
U12388;SSNA;PF;APF028;Z01;47;135;0,71212121212121;2,0454545454545
U12388;SSNA;OP;AOP870;Z01;2;4;0,15384615384615;0,30769230769231
U12388;SSNA;PS;SD0AI3;Z01;1;0;0;0
U12388;SSNA;PF;SPFPRV;Z01;400;338;16;13,52
U12388;SSNA;PT;0PTSPR;Z01;6;19;0,08;0,25333333333333
U12388;SSNA;AT;TAT162;Z01;1;0;0;0
U12388;SSNA;OP;KOP660;Z01;24;31;0;0
U12388;SSNA;PF;KPFSCE;Z01;0;3;0;0
U12388;SSNA;PF;SPFINF;Z01;469;1755;0,2631874298541;0,98484848484848
U12388;SSNA;PF;KPFASC;Z01;1;48;0;0
U12388;SSNA;PF;TPF026;Z01;4;8;0;0
U12388;SSNA;DT;TD0A01;Z01;1;0;0;0
U12388;SSNA;PL;SD0064;Z01;3;14;0,21428571428571;1
U12388;SSNA;PF;SPFASE;Z01;48;14;6;1,75
U12388;SSNA;AT;TAT119;Z01;3;0;0,375;0
U12388;SSNA;PL;SD0E65;Z01;2;8;0;0
U12388;SSNA;MD;SD0E33;Z01;13;37;0,54166666666667;1,5416666666667
U12388;SSNA;PL;SD0A65;Z01;17;41;0,2125;0,5125
U12388;SSNA;MV;SD0072;Z01;2;0;0;0
U12388;SSNA;PF;SPFRAB;Z01;89;310;0,71774193548387;2,5
U12388;SSNA;DP;PD0A45;Z01;5;2;2,5;1
U12388;SSNA;PF;SPFOST;Z01;0;329;0;2,5503875968992
U12388;SSNA;MD;SD0N34;Z01;4;0;0;0
C5148;RALN;IR;0IR000;Z01;0;3;0;0
C5148;RALN;OE;0OEESP;Z01;0;1;0;0
C5148;RALN;EQ;0FZEQF;Z01;2;0;0;0
IP10315;SSNA;PF;SPFINF;Z01;2;2;0;0
IP10315;SSNA;OP;TOP059;Z01;2;0;0;0
IP10315;SSNA;PF;SPFRAB;Z01;3;1;0;0
IP10315;SSNA;OP;KOP660;Z01;2;5;0;0
C1097;RALN;EQ;0FZEQF;Z01;21;45;0;0
C1097;RALN;OE;0OEESP;Z01;15;12;0;0
C1097;RALN;IR;0IR000;Z01;57;78;0;0
C6979;RALN;IR;0IR000;Z01;0;2;0;0,66666666666667
C2279;RALN;OE;0OEESP;Z01;5;5;0;0
C2279;RALN;EQ;0FZEQF;Z01;5;5;0;0
C2279;RALN;IR;0IR000;Z01;5;5;0;0
CM12344;RALN;OE;0OEESP;Z01;41;10;0;0
CM12344;RALN;DI;0D0164;Z01;14;1;7;0,5
CM12344;RALN;EQ;0FZEQF;Z01;405;629;2,9136690647482;4,5251798561151
CM12344;RALN;DI;0D0165;Z01;0;5;0;0
CM12344;RALN;IR;0IR000;Z01;234;118;5,0869565217391;2,5652173913043
C1812;RALN;EQ;0FZEQF;Z01;24;21;0;0
C1812;RALN;IR;0IR000;Z01;7;40;0;0
C1812;RALN;FP;0D0103;Z01;1;0;0;0
C1812;RALN;RU;0D0I95;Z01;2;0;0;0
C5487;RALN;EQ;0FZEQF;Z01;0;2;0;0
C6356;RALN;IR;0IR000;Z01;31;49;1,8235294117647;2,8823529411765
C6356;RALN;OE;0OEESP;Z01;11;2;0;0
C6356;RALN;EQ;0FZEQF;Z01;10;17;2,5;4,25
U9486;SSNA;MD;SD0N34;Z01;23;0;0;0
U9486;SSNA;FM;SD0A38;Z01;6;19;0;0
U9486;SSNA;PF;SPFTCN;Z01;103;165;0,8728813559322;1,3983050847458
U9486;SSNA;EZ;SEQTCN;Z01;4;0;0;0
U9486;SSNA;OP;TOP059;Z01;2;0;0;0
U9486;SSNA;PF;SPFINE;Z01;8;5;0;0
U9486;SSNA;FI;SD0A41;Z01;8;4;0;0
U9486;SSNA;AT;AAT117;Z01;3;4;0;0
U9486;SSNA;MD;SD0035;Z01;2680;3066;11,601731601732;13,272727272727
U9486;SSNA;BI;SD0011;Z01;0;7;0;0
U9486;SSNA;PF;SPFOST;Z01;0;16;0;0
U9486;SSNA;FM;SD0E38;Z01;0;3;0;0
U9486;SSNA;PF;SPFRAB;Z01;16;61;0;0
U9486;SSNA;FI;SD0E41;Z01;5;0;0;0
U9486;SSNA;MD;SD0597;Z01;18;0;0;0
U9486;SSNA;PT;0PTSPR;Z01;0;4;0;0
U9486;SSNA;PF;KPFASC;Z01;0;8;0;0
U9486;SSNA;PT;APT017;Z01;1;12;0;0
U9486;SSNA;PF;TPF026;Z01;1;8;0;0
U9486;SSNA;EZ;SEQINF;Z01;0;14;0;0
U9486;SSNA;MD;SD0E34;Z01;321;168;0;0
U9486;SSNA;MD;SD0E33;Z01;347;106;0;0
U9486;SSNA;BI;SD0A12;Z01;4;33;0;0
U9486;SSNA;OP;KOP660;Z01;25;57;0;0
U9486;SSNA;PF;APF028;Z01;1;9;0;0
U9486;SSNA;OP;0OP269;Z01;0;4;0;0
U9486;SSNA;PT;TPT092;Z01;0;2;0;0
U9486;SSNA;MD;SD0036;Z01;85;22;0;0
U9486;SSNA;AT;TAT119;Z01;8;0;0;0
U9486;SSNA;BI;SD0E12;Z01;0;5;0;0
U9486;SSNA;PF;SPFINF;Z01;454;713;0,44553483807655;0,69970559371933
U9486;SSNA;OP;AOP870;Z01;2;8;0;0
C3772;RALN;EQ;0FZEQF;Z01;1;2;0;0
C3772;RALN;IR;0IR000;Z01;0;1;0;0
C3772;RALN;OE;0OEESP;Z01;2;0;0;0
C4007;RALN;EQ;0FZEQF;Z01;4;2;0;0
C4007;RALN;IR;0IR000;Z01;0;1;0;0
C7646;REFR;XA;0PL0A6;Z01;141;0;0;0
C7646;REFR;CB;0B9000;Z01;217;905;0;0
C7646;REFR;CD;0D6000;Z01;267;1117;0;0
C7646;REFR;DI;0D0099;Z01;1;2;0;0
C7646;REFR;CD;048000;Z01;3192;5520;0;0
C7646;REFR;FP;0D0102;Z01;20;0;0;0
C7646;REFR;CA;0A5000;Z01;13;0;0;0
C7646;REFR;XA;0PL911;Z01;3764;936;0;0
C7646;REFR;CD;050000;Z01;492;1462;0;0
C7646;REFR;CC;045000;Z01;495;1433;0;0
C7646;REFR;CC;0C7000;Z01;891;1197;0;0
C7646;REFR;CD;051000;Z01;180;243;0;0
C7646;REFR;XA;0PL0A7;Z01;802;417;0;0
C7646;REFR;CB;0B7000;Z01;429;1025;9,5333333333333;22,777777777778
C7646;REFR;CC;043000;Z01;1046;3591;0;0
C7646;REFR;XB;0PL907;Z01;723;41;0;0
C7646;REFR;CC;097000;Z01;716;3796;0;0
C7646;REFR;CC;042000;Z01;761;6797;2,9045801526718;25,942748091603
C7646;REFR;CC;046000;Z01;349;1886;0;0
C7646;REFR;CD;0D9000;Z01;257;362;0;0
C7646;REFR;XA;0PL908;Z01;741;5;0;0
C7646;REFR;XB;0PL0B5;Z01;145;213;0;0
C7646;REFR;CD;0D7000;Z01;87;301;12,428571428571;43
C7646;REFR;CD;049000;Z01;703;1270;0;0
C7646;REFR;CD;052000;Z01;49;429;0;0
C7646;REFR;CA;0A6000;Z01;31;13;0;0
C7646;REFR;DF;0D0098;Z01;44;0;0;0
C7646;REFR;CB;030000;Z01;169;573;0;0
C7646;REFR;XA;0PL909;Z01;64;3;0;0
C7646;REFR;CC;0C8000;Z01;28;76;0;0
C7646;REFR;XS;0PL914;Z01;88;0;0;0
C7646;REFR;XB;0PL904;Z01;0;1;0;0
C7646;REFR;CB;038000;Z01;167;463;0;0
C7646;REFR;CA;025000;Z01;5;10;0;0
C7646;REFR;DI;0D0100;Z01;743;358;0;0
C7646;REFR;CB;036000;Z01;55;171;0;0
C7646;REFR;CC;040000;Z01;2396;8285;0;0
C7646;REFR;CB;0B8000;Z01;123;1866;0;0
C7646;REFR;CB;032000;Z01;261;1913;0;0
C7646;REFR;CD;0D8000;Z01;172;244;0;0
C7646;REFR;CB;034000;Z01;229;753;0;0
C7646;REFR;CB;037000;Z01;63;107;0;0
C7646;REFR;XA;0PL910;Z01;91;1;0;0
C7646;REFR;XC;0PL0C6;Z01;30;0;0;0
C1736;RALN;IR;0IR000;Z01;7;4;0;0
C1736;RALN;FP;0D0103;Z01;0;5;0;0
C1736;RALN;EQ;0FZEQF;Z01;4;4;0;0
U9578;SSNA;BI;SD0E12;Z01;3;0;0;0
U9578;SSNA;PF;SPFPRV;Z01;9;12;0;0
U9578;SSNA;PF;SPFASE;Z01;0;2;0;0
U9578;SSNA;PF;TPF026;Z01;9;0;0;0
