anno,base,lista_raccordo,n_istituzioni_anagrafica,n_cf_anagrafica,n_match_lista_sim,n_presente_mpa,n_non_match_lista_sim,quota_match_lista_sim,quota_presente_mpa
2023,Anagrafica Conto Annuale,Lista_raccordo_SIM,12255,12255,4410,4411,7845,0.3598531211750306,0.3599347205222358
